Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
Information Geographique,INFORMATION GEOGRAPHIQUE,4,,Q4
Information Geometry,INFORMATION GEOMETRY,,,Q1
Information Polity,INFORMATION POLITY,4,,Q2
INFORMATION PROCESSING & MANAGEMENT,INFORMATION PROCESSING AND MANAGEMENT,1,Yes,Q1
Information Processing in Agriculture,INFORMATION PROCESSING IN AGRICULTURE,1,Yes,Q1
INFORMATION PROCESSING LETTERS,INFORMATION PROCESSING LETTERS,4,,Q4
INFORMATION RESEARCH-AN INTERNATIONAL ELECTRONIC JOURNAL,INFORMATION RESEARCH AN INTERNATIONAL ELECTRONIC JOURNAL,4,,Q3
Information Resources Management Journal,INFORMATION RESOURCES MANAGEMENT JOURNAL,4,,Q3
Information Retrieval Journal,INFORMATION RETRIEVAL JOURNAL,4,,Q3
INFORMATION SCIENCES,INFORMATION SCIENCES,2,,Q1
Information Security Journal,INFORMATION SECURITY JOURNAL,4,,Q3
INFORMATION SOCIETY,INFORMATION SOCIETY,2,,Q1
INFORMATION SYSTEMS,INFORMATION SYSTEMS,3,,Q2
Information Systems and E-Business Management,INFORMATION SYSTEMS AND E BUSINESS MANAGEMENT,4,,Q2
INFORMATION SYSTEMS FRONTIERS,INFORMATION SYSTEMS FRONTIERS,3,,Q1
INFORMATION SYSTEMS JOURNAL,INFORMATION SYSTEMS JOURNAL,2,,Q1
INFORMATION SYSTEMS MANAGEMENT,INFORMATION SYSTEMS MANAGEMENT,4,,Q2
INFORMATION SYSTEMS RESEARCH,INFORMATION SYSTEMS RESEARCH,3,,Q1
Information Technologies and Learning Tools,INFORMATION TECHNOLOGIES AND LEARNING TOOLS,4,,Q3
Information Technology and Control,INFORMATION TECHNOLOGY AND CONTROL,4,,Q3
INFORMATION TECHNOLOGY AND LIBRARIES,INFORMATION TECHNOLOGY AND LIBRARIES,4,,Q2
Information Technology & Management,INFORMATION TECHNOLOGY AND MANAGEMENT,4,,Q1
Information Technology & People,INFORMATION TECHNOLOGY AND PEOPLE,3,,Q1
Information Technology & Tourism,INFORMATION TECHNOLOGY AND TOURISM,2,,Q1
Information Technology for Development,INFORMATION TECHNOLOGY FOR DEVELOPMENT,3,,Q1
Information Visualization,INFORMATION VISUALIZATION,3,,Q3
INFORMATION-WISSENSCHAFT UND PRAXIS,INFORMATION WISSENSCHAFT UND PRAXIS,4,,Q4
Informationen aus Orthodontie und Kieferorthopaedie,INFORMATIONEN AUS ORTHODONTIE UND KIEFERORTHOPAEDIE,4,,Q4
Informes Cientificos y Tecnicos,INFORMES CIENTIFICOS Y TECNICOS,4,,Q4
Informes de la Construccion,INFORMES DE LA CONSTRUCCION,4,,Q4
INFORMS Journal on Applied Analytics,INFORMS JOURNAL ON APPLIED ANALYTICS,4,,Q3
INFORMS JOURNAL ON COMPUTING,INFORMS JOURNAL ON COMPUTING,3,,Q2
INFRARED PHYSICS & TECHNOLOGY,INFRARED PHYSICS AND TECHNOLOGY,2,,Q2
Infrastructure Asset Management,INFRASTRUCTURE ASSET MANAGEMENT,4,,Q3
Infrastructures,INFRASTRUCTURES,3,,Q2
INGE CUC,INGE CUC,4,,Q4
Ingegneria Sismica,INGEGNERIA SISMICA,4,,
Ingenieria,INGENIERIA,4,,Q4
Ingenieria del Agua,INGENIERIA DEL AGUA,4,,Q4
Ingenieria e Investigacion,INGENIERIA E INVESTIGACION,4,,Q3
Ingenieria Solidaria,INGENIERIA SOLIDARIA,4,,Q4
Ingenieria UC,INGENIERIA UC,4,,
Ingenieria y Competitividad,INGENIERIA Y COMPETITIVIDAD,4,,
Ingenium-Revista Electronica de Pensamiento Moderno y Metodologia en Historia de la Ideas,INGENIUM REVISTA ELECTRONICA DE PENSAMIENTO MODERNO Y METODOLOGIA EN HISTORIA DE LA IDEAS,3,,
Ingenius-Revista de Ciencia y Tecnologia,INGENIUS REVISTA DE CIENCIA Y TECNOLOGIA,4,,Q3
Ingineria Automobilului,INGINERIA AUTOMOBILULUI,4,,Q4
INHALATION TOXICOLOGY,INHALATION TOXICOLOGY,4,,Q4
Injury Epidemiology,INJURY EPIDEMIOLOGY,3,,Q2
INJURY-INTERNATIONAL JOURNAL OF THE CARE OF THE INJURED,INJURY INTERNATIONAL JOURNAL OF CARE OF INJURED,3,,Q2
INJURY PREVENTION,INJURY PREVENTION,4,,Q3
Inland Water Biology,INLAND WATER BIOLOGY,4,,Q4
Inland Waters,INLAND WATERS,3,,Q1
INMATEH-Agricultural Engineering,INMATEH AGRICULTURAL ENGINEERING,4,,Q4
Innate Immunity,INNATE IMMUNITY,4,,Q2
Inner Asia,INNER ASIA,4,,Q3
Innere Medizin,INNERE MEDIZIN,4,,Q3
Innes Review,INNES REVIEW,4,,
Innoeduca-International Journal of Technology and Educational Innovation,INNOEDUCA INTERNATIONAL JOURNAL OF TECHNOLOGY AND EDUCATIONAL INNOVATION,4,,Q1
Innovacion Educativa,INNOVACION EDUCATIVA,4,,Q4
Innovacion Educativa-Mexico,INNOVACION EDUCATIVA MEXICO,4,,Q4
Innovation,INNOVATION,1,Yes,Q1
Innovation and Development,INNOVATION AND DEVELOPMENT,4,,Q2
Innovation and Emerging Technologies,INNOVATION AND EMERGING TECHNOLOGIES,4,,Q3
Innovation & Management Review,INNOVATION AND MANAGEMENT REVIEW,4,,Q2
Innovation-The European Journal of Social Science Research,INNOVATION EUROPEAN JOURNAL OF SOCIAL SCIENCE RESEARCH,4,,Q3
Innovation in Aging,INNOVATION IN AGING,2,,Q1
Innovation in Language Learning and Teaching,INNOVATION IN LANGUAGE LEARNING AND TEACHING,3,,Q1
Innovation-Organization & Management,INNOVATION ORGANIZATION AND MANAGEMENT,4,,Q3
INNOVATIONS IN EDUCATION AND TEACHING INTERNATIONAL,INNOVATIONS IN EDUCATION AND TEACHING INTERNATIONAL,4,,Q1
Innovations in Systems and Software Engineering,INNOVATIONS IN SYSTEMS AND SOFTWARE ENGINEERING,4,,Q4
Innovations-Technology and Techniques in Cardiothoracic and Vascular Surgery,INNOVATIONS TECHNOLOGY AND TECHNIQUES IN CARDIOTHORACIC AND VASCULAR SURGERY,4,,Q2
Innovative Food Science & Emerging Technologies,INNOVATIVE FOOD SCIENCE AND EMERGING TECHNOLOGIES,1,Yes,Q1
Innovative Higher Education,INNOVATIVE HIGHER EDUCATION,3,,Q1
Innovative Infrastructure Solutions,INNOVATIVE INFRASTRUCTURE SOLUTIONS,4,,Q2
Innovative Marketing,INNOVATIVE MARKETING,4,,Q4
Innovative Surgical Sciences,INNOVATIVE SURGICAL SCIENCES,4,,Q3
Inorganic and Nano-Metal Chemistry,INORGANIC AND NANO METAL CHEMISTRY,4,,Q3
INORGANIC CHEMISTRY,INORGANIC CHEMISTRY,2,,Q1
INORGANIC CHEMISTRY COMMUNICATIONS,INORGANIC CHEMISTRY COMMUNICATIONS,3,,Q1
Inorganic Chemistry Frontiers,INORGANIC CHEMISTRY FRONTIERS,2,,Q1
INORGANIC MATERIALS,INORGANIC MATERIALS,4,,Q4
Inorganic Materials-Applied Research,INORGANIC MATERIALS APPLIED RESEARCH,4,,Q4
INORGANICA CHIMICA ACTA,INORGANICA CHIMICA ACTA,3,,Q2
Inorganics,INORGANICS,3,,Q2
Inquietud Empresarial,INQUIETUD EMPRESARIAL,4,,Q4
INQUIRY-AN INTERDISCIPLINARY JOURNAL OF PHILOSOPHY,INQUIRY AN INTERDISCIPLINARY JOURNAL OF PHILOSOPHY,2,,Q3
INQUIRY-THE JOURNAL OF HEALTH CARE ORGANIZATION PROVISION AND FINANCING,INQUIRY JOURNAL OF HEALTH CARE ORGANIZATION PROVISION AND FINANCING,4,,Q2
INRAE Productions Animales,INRAE PRODUCTIONS ANIMALES,4,,Q4
Insan & Toplum-The Journal of Humanity & Society,INSAN AND TOPLUM JOURNAL OF HUMANITY AND SOCIETY,4,,Q4
INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,1,Yes,Q1
Insect Conservation and Diversity,INSECT CONSERVATION AND DIVERSITY,2,,Q1
INSECT MOLECULAR BIOLOGY,INSECT MOLECULAR BIOLOGY,3,,Q1
Insect Science,INSECT SCIENCE,1,Yes,Q1
Insect Systematics and Diversity,INSECT SYSTEMATICS AND DIVERSITY,1,Yes,Q1
INSECT SYSTEMATICS & EVOLUTION,INSECT SYSTEMATICS AND EVOLUTION,2,,Q2
INSECTES SOCIAUX,INSECTES SOCIAUX,3,,Q2
Insects,INSECTS,2,,Q1
INSIGHT,INSIGHT,4,,Q3
Insight on Africa,INSIGHT ON AFRICA,4,,Q1
Insight Turkey,INSIGHT TURKEY,4,,Q4
Insights into Imaging,INSIGHTS INTO IMAGING,2,Yes,Q1
Insights-The UKSG Journal,INSIGHTS UKSG JOURNAL,4,,Q2
Insolvency Law Journal,INSOLVENCY LAW JOURNAL,4,,Q2
INSTRUCTIONAL SCIENCE,INSTRUCTIONAL SCIENCE,2,,Q1
INSTRUMENTATION SCIENCE & TECHNOLOGY,INSTRUMENTATION SCIENCE AND TECHNOLOGY,4,,Q4
INSTRUMENTS AND EXPERIMENTAL TECHNIQUES,INSTRUMENTS AND EXPERIMENTAL TECHNIQUES,4,,Q4
Insuficiencia Cardiaca,INSUFICIENCIA CARDIACA,4,,
INSULA-REVISTA DE LETRAS Y CIENCIAS HUMANAS,INSULA REVISTA DE LETRAS Y CIENCIAS HUMANAS,4,,
INSURANCE MATHEMATICS & ECONOMICS,INSURANCE MATHEMATICS AND ECONOMICS,2,,Q1
Intangible Capital,INTANGIBLE CAPITAL,4,,Q4
INTEGRAL EQUATIONS AND OPERATOR THEORY,INTEGRAL EQUATIONS AND OPERATOR THEORY,3,,Q2
INTEGRAL TRANSFORMS AND SPECIAL FUNCTIONS,INTEGRAL TRANSFORMS AND SPECIAL FUNCTIONS,4,,Q2
Integrated Blood Pressure Control,INTEGRATED BLOOD PRESSURE CONTROL,4,,Q2
INTEGRATED COMPUTER-AIDED ENGINEERING,INTEGRATED COMPUTER AIDED ENGINEERING,2,,Q1
Integrated Environmental Assessment and Management,INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT,4,,Q1
INTEGRATED FERROELECTRICS,INTEGRATED FERROELECTRICS,4,,Q4
Integrated Pharmacy Research and Practice,INTEGRATED PHARMACY RESEARCH AND PRACTICE,4,,Q3
Integrating Materials and Manufacturing Innovation,INTEGRATING MATERIALS AND MANUFACTURING INNOVATION,3,,Q3
INTEGRATION-THE VLSI JOURNAL,INTEGRATION VLSI JOURNAL,3,,Q2
INTEGRATIVE AND COMPARATIVE BIOLOGY,INTEGRATIVE AND COMPARATIVE BIOLOGY,3,,Q1
Integrative Biology,INTEGRATIVE BIOLOGY,4,,Q4
INTEGRATIVE CANCER THERAPIES,INTEGRATIVE CANCER THERAPIES,4,,Q2
Integrative Medicine Reports,INTEGRATIVE MEDICINE REPORTS,,,Q4
Integrative Medicine Research,INTEGRATIVE MEDICINE RESEARCH,3,,Q2
Integrative Organismal Biology,INTEGRATIVE ORGANISMAL BIOLOGY,2,,Q1
Integrative Psychological and Behavioral Science,INTEGRATIVE PSYCHOLOGICAL AND BEHAVIORAL SCIENCE,4,,Q4
Integrative Zoology,INTEGRATIVE ZOOLOGY,1,Yes,Q1
Inteligencia Artificial-Iberoamerical Journal of Artificial Intelligence,INTELIGENCIA ARTIFICIAL IBEROAMERICAL JOURNAL OF ARTIFICIAL INTELLIGENCE,4,,
Inteligencia Artificial-Iberoamerican Journal of Artificial Intelligence,INTELIGENCIA ARTIFICIAL IBEROAMERICAN JOURNAL OF ARTIFICIAL INTELLIGENCE,,,Q2
Intellectual and Developmental Disabilities,INTELLECTUAL AND DEVELOPMENTAL DISABILITIES,4,,Q1
Intellectual Discourse,INTELLECTUAL DISCOURSE,4,,
Intellectual History Review,INTELLECTUAL HISTORY REVIEW,,,Q1
INTELLIGENCE,INTELLIGENCE,2,,Q1
INTELLIGENCE AND NATIONAL SECURITY,INTELLIGENCE AND NATIONAL SECURITY,3,,Q1
Intelligence & Robotics,INTELLIGENCE AND ROBOTICS,,,Q2
Intelligent Buildings International,INTELLIGENT BUILDINGS INTERNATIONAL,4,,Q3
Intelligent Computing,INTELLIGENT COMPUTING,,,Q1
Intelligent Data Analysis,INTELLIGENT DATA ANALYSIS,4,,Q4
Intelligent Decision Technologies-Netherlands,INTELLIGENT DECISION TECHNOLOGIES NETHERLANDS,4,,Q4
Intelligent Medicine,INTELLIGENT MEDICINE,4,,Q1
Intelligent Service Robotics,INTELLIGENT SERVICE ROBOTICS,4,,Q2
Intelligent Systems in Accounting Finance & Management,INTELLIGENT SYSTEMS IN ACCOUNTING FINANCE AND MANAGEMENT,3,,Q1
Intelligent Systems with Applications,INTELLIGENT SYSTEMS WITH APPLICATIONS,,,Q2
Intelligenza Artificiale,INTELLIGENZA ARTIFICIALE,4,,Q4
Intensive and Critical Care Nursing,INTENSIVE AND CRITICAL CARE NURSING,2,,Q1
INTENSIVE CARE MEDICINE,INTENSIVE CARE MEDICINE,1,Yes,Q1
Intensive Care Medicine Experimental,INTENSIVE CARE MEDICINE EXPERIMENTAL,3,,Q2
Intensivist,INTENSIVIST,,,Q4
Inter-Asia Cultural Studies,INTER ASIA CULTURAL STUDIES,4,,Q3
Interaccion y Perspectiva,INTERACCION Y PERSPECTIVA,4,,Q4
INTERACTING WITH COMPUTERS,INTERACTING WITH COMPUTERS,4,,Q4
Interaction Design and Architectures,INTERACTION DESIGN AND ARCHITECTURES,4,,Q3
Interaction Studies,INTERACTION STUDIES,4,,Q2
Interactive Cardiovascular and Thoracic Surgery,INTERACTIVE CARDIOVASCULAR AND THORACIC SURGERY,,,Q2
Interactive Journal of Medical Research,INTERACTIVE JOURNAL OF MEDICAL RESEARCH,4,,Q3
INTERACTIVE LEARNING ENVIRONMENTS,INTERACTIVE LEARNING ENVIRONMENTS,3,,Q1
Interactive Technology and Smart Education,INTERACTIVE TECHNOLOGY AND SMART EDUCATION,3,,Q1
InterCambios-Dilemas y transiciones de la Educacion Superior,INTERCAMBIOS DILEMAS Y TRANSICIONES DE LA EDUCACION SUPERIOR,4,,Q4
INTERCIENCIA,INTERCIENCIA,4,,Q4
Intercultural Education,INTERCULTURAL EDUCATION,4,,Q3
Intercultural Pragmatics,INTERCULTURAL PRAGMATICS,1,Yes,Q1
Interdisciplinaria,INTERDISCIPLINARIA,4,,Q4
Interdisciplinaria Archaeologica-Natural Sciences in Archaeology,INTERDISCIPLINARIA ARCHAEOLOGICA NATURAL SCIENCES IN ARCHAEOLOGY,4,,Q2
Interdisciplinary Cardiovascular and Thoracic Surgery,INTERDISCIPLINARY CARDIOVASCULAR AND THORACIC SURGERY,4,,Q3
Interdisciplinary Description of Complex Systems,INTERDISCIPLINARY DESCRIPTION OF COMPLEX SYSTEMS,4,,Q3
Interdisciplinary Journal for Religion and Transformation in Contemporary Society,INTERDISCIPLINARY JOURNAL FOR RELIGION AND TRANSFORMATION IN CONTEMPORARY SOCIETY,4,,
Interdisciplinary Journal of Management Studies,INTERDISCIPLINARY JOURNAL OF MANAGEMENT STUDIES,,,
Interdisciplinary Journal of Problem-Based Learning,INTERDISCIPLINARY JOURNAL OF PROBLEM BASED LEARNING,4,,Q4
Interdisciplinary Literary Studies,INTERDISCIPLINARY LITERARY STUDIES,4,,
Interdisciplinary Materials,INTERDISCIPLINARY MATERIALS,1,Yes,Q1
Interdisciplinary Medicine,INTERDISCIPLINARY MEDICINE,,,Q1
Interdisciplinary Neurosurgery-Advanced Techniques and Case Management,INTERDISCIPLINARY NEUROSURGERY ADVANCED TECHNIQUES AND CASE MANAGEMENT,4,,Q4
INTERDISCIPLINARY SCIENCE REVIEWS,INTERDISCIPLINARY SCIENCE REVIEWS,4,,Q2
Interdisciplinary Sciences-Computational Life Sciences,INTERDISCIPLINARY SCIENCES COMPUTATIONAL LIFE SCIENCES,2,,Q1
Interdisciplinary Studies of Complex Systems,INTERDISCIPLINARY STUDIES OF COMPLEX SYSTEMS,4,,Q4
Interdisciplinary Studies of Literature,INTERDISCIPLINARY STUDIES OF LITERATURE,4,,
Interest Groups & Advocacy,INTEREST GROUPS AND ADVOCACY,3,,Q2
Interface-Comunicacao Saude Educacao,INTERFACE COMUNICACAO SAUDE EDUCACAO,4,,Q4
Interface Focus,INTERFACE FOCUS,3,,Q1
INTERFACES AND FREE BOUNDARIES,INTERFACES AND FREE BOUNDARIES,3,,Q2
Interfacial Phenomena and Heat Transfer,INTERFACIAL PHENOMENA AND HEAT TRANSFER,4,,Q4
Interiors-Design Architecture Culture,INTERIORS DESIGN ARCHITECTURE CULTURE,4,,
Interlitteraria,INTERLITTERARIA,4,,
Intermedialites,INTERMEDIALITES,4,,
INTERMETALLICS,INTERMETALLICS,2,,Q1
Internal and Emergency Medicine,INTERNAL AND EMERGENCY MEDICINE,3,,Q1
Internal Medicine,INTERNAL MEDICINE,4,,Q2
INTERNAL MEDICINE JOURNAL,INTERNAL MEDICINE JOURNAL,4,,Q2
INTERNASJONAL POLITIKK,INTERNASJONAL POLITIKK,4,,Q4
International Advances in Economic Research,INTERNATIONAL ADVANCES IN ECONOMIC RESEARCH,4,,Q3
INTERNATIONAL AFFAIRS,INTERNATIONAL AFFAIRS,1,Yes,Q1
International Agrophysics,INTERNATIONAL AGROPHYSICS,4,,Q2
International & Comparative Law Quarterly,INTERNATIONAL AND COMPARATIVE LAW QUARTERLY,2,,Q1
International and Multidisciplinary Journal of Social Sciences-RIMCIS,INTERNATIONAL AND MULTIDISCIPLINARY JOURNAL OF SOCIAL SCIENCES RIMCIS,4,,Q2
INTERNATIONAL ANESTHESIOLOGY CLINICS,INTERNATIONAL ANESTHESIOLOGY CLINICS,4,,Q3
INTERNATIONAL ANGIOLOGY,INTERNATIONAL ANGIOLOGY,4,,Q4
INTERNATIONAL APPLIED MECHANICS,INTERNATIONAL APPLIED MECHANICS,4,,Q4
International Arab Journal of Information Technology,INTERNATIONAL ARAB JOURNAL OF INFORMATION TECHNOLOGY,4,,Q4
INTERNATIONAL ARCHIVES OF ALLERGY AND IMMUNOLOGY,INTERNATIONAL ARCHIVES OF ALLERGY AND IMMUNOLOGY,4,,Q3
International Archives of Health Sciences,INTERNATIONAL ARCHIVES OF HEALTH SCIENCES,4,,Q4
INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,3,,Q2
International Archives of Otorhinolaryngology,INTERNATIONAL ARCHIVES OF OTORHINOLARYNGOLOGY,4,,Q3
International Area Studies Review,INTERNATIONAL AREA STUDIES REVIEW,4,,Q3
INTERNATIONAL BIODETERIORATION & BIODEGRADATION,INTERNATIONAL BIODETERIORATION AND BIODEGRADATION,3,,Q2
International Braz J Urol,INTERNATIONAL BRAZ J UROL,3,,Q1
International Breastfeeding Journal,INTERNATIONAL BREASTFEEDING JOURNAL,2,,Q1
International Bulletin of Mission Research,INTERNATIONAL BULLETIN OF MISSION RESEARCH,4,,
International Business Review,INTERNATIONAL BUSINESS REVIEW,2,Yes,Q1
International Cancer Conference Journal,INTERNATIONAL CANCER CONFERENCE JOURNAL,4,,Q4
International Cardiovascular Research Journal,INTERNATIONAL CARDIOVASCULAR RESEARCH JOURNAL,4,,Q4
INTERNATIONAL CLINICAL PSYCHOPHARMACOLOGY,INTERNATIONAL CLINICAL PSYCHOPHARMACOLOGY,4,,Q2
International Communication Gazette,INTERNATIONAL COMMUNICATION GAZETTE,3,,Q2
International Communication of Chinese Culture,INTERNATIONAL COMMUNICATION OF CHINESE CULTURE,4,,Q2
INTERNATIONAL COMMUNICATIONS IN HEAT AND MASS TRANSFER,INTERNATIONAL COMMUNICATIONS IN HEAT AND MASS TRANSFER,2,Yes,Q1
International Community Law Review,INTERNATIONAL COMMUNITY LAW REVIEW,4,,Q3
International Criminal Justice Review,INTERNATIONAL CRIMINAL JUSTICE REVIEW,4,,Q4
International Criminal Law Review,INTERNATIONAL CRIMINAL LAW REVIEW,3,,Q3
International Critical Thought,INTERNATIONAL CRITICAL THOUGHT,4,,Q3
INTERNATIONAL DAIRY JOURNAL,INTERNATIONAL DAIRY JOURNAL,2,,Q2
International Data Privacy Law,INTERNATIONAL DATA PRIVACY LAW,3,,Q1
INTERNATIONAL DENTAL JOURNAL,INTERNATIONAL DENTAL JOURNAL,2,,Q1
INTERNATIONAL DEVELOPMENT PLANNING REVIEW,INTERNATIONAL DEVELOPMENT PLANNING REVIEW,3,,Q3
International E-Journal of Criminal Sciences,INTERNATIONAL E JOURNAL OF CRIMINAL SCIENCES,4,,Q4
INTERNATIONAL ECONOMIC JOURNAL,INTERNATIONAL ECONOMIC JOURNAL,4,,Q3
INTERNATIONAL ECONOMIC REVIEW,INTERNATIONAL ECONOMIC REVIEW,3,,Q3
INTERNATIONAL ECONOMICS AND ECONOMIC POLICY,INTERNATIONAL ECONOMICS AND ECONOMIC POLICY,4,,Q2
International Education Journal-Comparative Perspectives,INTERNATIONAL EDUCATION JOURNAL COMPARATIVE PERSPECTIVES,4,,Q3
International Electronic Journal of Algebra,INTERNATIONAL ELECTRONIC JOURNAL OF ALGEBRA,4,,Q4
International Electronic Journal of Geometry,INTERNATIONAL ELECTRONIC JOURNAL OF GEOMETRY,4,,Q2
International Electronic Journal of Mathematics Education,INTERNATIONAL ELECTRONIC JOURNAL OF MATHEMATICS EDUCATION,4,,Q3
International Emergency Nursing,INTERNATIONAL EMERGENCY NURSING,4,,Q2
INTERNATIONAL ENDODONTIC JOURNAL,INTERNATIONAL ENDODONTIC JOURNAL,1,Yes,Q1
International Energy Journal,INTERNATIONAL ENERGY JOURNAL,4,,Q4
International Entrepreneurship and Management Journal,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,2,,Q2
International Environmental Agreements-Politics Law and Economics,INTERNATIONAL ENVIRONMENTAL AGREEMENTS POLITICS LAW AND ECONOMICS,3,,Q1
International Feminist Journal of Politics,INTERNATIONAL FEMINIST JOURNAL OF POLITICS,2,,Q1
International Finance,INTERNATIONAL FINANCE,4,,Q2
International Food and Agribusiness Management Review,INTERNATIONAL FOOD AND AGRIBUSINESS MANAGEMENT REVIEW,4,,Q3
International Food Research Journal,INTERNATIONAL FOOD RESEARCH JOURNAL,4,,Q4
INTERNATIONAL FORESTRY REVIEW,INTERNATIONAL FORESTRY REVIEW,4,,Q3
International Forum of Allergy & Rhinology,INTERNATIONAL FORUM OF ALLERGY AND RHINOLOGY,2,,Q1
International Forum of Psychoanalysis,INTERNATIONAL FORUM OF PSYCHOANALYSIS,4,,Q2
International Gambling Studies,INTERNATIONAL GAMBLING STUDIES,3,,Q3
International Game Theory Review,INTERNATIONAL GAME THEORY REVIEW,4,,Q4
INTERNATIONAL GEOLOGY REVIEW,INTERNATIONAL GEOLOGY REVIEW,4,,Q1
International Health,INTERNATIONAL HEALTH,4,,Q2
International Heart Journal,INTERNATIONAL HEART JOURNAL,4,,Q3
INTERNATIONAL HISTORY REVIEW,INTERNATIONAL HISTORY REVIEW,2,,Q2
INTERNATIONAL IMMUNOLOGY,INTERNATIONAL IMMUNOLOGY,4,,Q2
International Immunopharmacology,INTERNATIONAL IMMUNOPHARMACOLOGY,2,,Q1
International Indigenous Policy Journal,INTERNATIONAL INDIGENOUS POLICY JOURNAL,4,,Q2
International Insolvency Review,INTERNATIONAL INSOLVENCY REVIEW,4,,Q3
INTERNATIONAL INTERACTIONS,INTERNATIONAL INTERACTIONS,2,,Q2
INTERNATIONAL JOURNAL,INTERNATIONAL JOURNAL,3,,Q1
International Journal for Academic Development,INTERNATIONAL JOURNAL FOR ACADEMIC DEVELOPMENT,4,,Q2
INTERNATIONAL JOURNAL FOR THE ADVANCEMENT OF COUNSELLING,INTERNATIONAL JOURNAL FOR ADVANCEMENT OF COUNSELLING,4,,Q4
International Journal for Computational Methods in Engineering Science & Mechanics,INTERNATIONAL JOURNAL FOR COMPUTATIONAL METHODS IN ENGINEERING SCIENCE AND MECHANICS,4,,Q3
International Journal for Crime Justice and Social Democracy,INTERNATIONAL JOURNAL FOR CRIME JUSTICE AND SOCIAL DEMOCRACY,3,,Q2
International Journal for Educational and Vocational Guidance,INTERNATIONAL JOURNAL FOR EDUCATIONAL AND VOCATIONAL GUIDANCE,4,,Q2
International Journal for Educational Integrity,INTERNATIONAL JOURNAL FOR EDUCATIONAL INTEGRITY,2,,Q1
International Journal for Equity in Health,INTERNATIONAL JOURNAL FOR EQUITY IN HEALTH,2,Yes,Q1
"International Journal for History, Culture and Modernity",INTERNATIONAL JOURNAL FOR HISTORY CULTURE AND MODERNITY,4,,Q4
International Journal for the History of Engineering & Technology,INTERNATIONAL JOURNAL FOR HISTORY OF ENGINEERING AND TECHNOLOGY,4,,Q4
International Journal for Lesson and Learning Studies,INTERNATIONAL JOURNAL FOR LESSON AND LEARNING STUDIES,4,,
International Journal for Multiscale Computational Engineering,INTERNATIONAL JOURNAL FOR MULTISCALE COMPUTATIONAL ENGINEERING,4,,Q3
INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS IN GEOMECHANICS,INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS IN GEOMECHANICS,2,,Q1
International Journal for Numerical Methods in Biomedical Engineering,INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN BIOMEDICAL ENGINEERING,4,,Q2
INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING,INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING,3,,Q1
INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS,INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS,3,,Q2
INTERNATIONAL JOURNAL FOR PARASITOLOGY,INTERNATIONAL JOURNAL FOR PARASITOLOGY,2,,Q1
International Journal for Parasitology-Drugs and Drug Resistance,INTERNATIONAL JOURNAL FOR PARASITOLOGY DRUGS AND DRUG RESISTANCE,2,,Q1
International Journal for Parasitology-Parasites and Wildlife,INTERNATIONAL JOURNAL FOR PARASITOLOGY PARASITES AND WILDLIFE,3,,Q2
INTERNATIONAL JOURNAL FOR PHILOSOPHY OF RELIGION,INTERNATIONAL JOURNAL FOR PHILOSOPHY OF RELIGION,3,,
International Journal for the Psychology of Religion,INTERNATIONAL JOURNAL FOR PSYCHOLOGY OF RELIGION,3,,Q3
INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE,INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE,4,,Q2
International Journal for Quality Research,INTERNATIONAL JOURNAL FOR QUALITY RESEARCH,4,,Q4
International Journal for Research in Vocational Education and Training-IJRVET,INTERNATIONAL JOURNAL FOR RESEARCH IN VOCATIONAL EDUCATION AND TRAINING IJRVET,4,,Q2
INTERNATIONAL JOURNAL FOR THE SEMIOTICS OF LAW-REVUE INTERNATIONALE DE SEMIOTIQUE JURIDIQUE,INTERNATIONAL JOURNAL FOR SEMIOTICS OF LAW REVUE INTERNATIONALE DE SEMIOTIQUE JURIDIQUE,3,,Q3
International Journal for the Study of the Christian Church,INTERNATIONAL JOURNAL FOR STUDY OF CHRISTIAN CHURCH,3,,
International Journal for the Study of Skepticism,INTERNATIONAL JOURNAL FOR STUDY OF SKEPTICISM,4,,
International Journal for Technology in Mathematics Education,INTERNATIONAL JOURNAL FOR TECHNOLOGY IN MATHEMATICS EDUCATION,4,,Q4
International Journal for Uncertainty Quantification,INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION,4,,Q2
