Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
Foundations and Trends in Programming Languages,FOUNDATIONS AND TRENDS IN PROGRAMMING LANGUAGES,2,,Q4
Foundations and Trends in Signal Processing,FOUNDATIONS AND TRENDS IN SIGNAL PROCESSING,4,,Q1
Foundations and Trends in Systems and Control,FOUNDATIONS AND TRENDS IN SYSTEMS AND CONTROL,1,Yes,Q4
Foundations and Trends in Theoretical Computer Science,FOUNDATIONS AND TRENDS IN THEORETICAL COMPUTER SCIENCE,4,,Q4
Foundations of Chemistry,FOUNDATIONS OF CHEMISTRY,3,,Q1
FOUNDATIONS OF COMPUTATIONAL MATHEMATICS,FOUNDATIONS OF COMPUTATIONAL MATHEMATICS,1,Yes,Q1
Foundations of Computing and Decision Sciences,FOUNDATIONS OF COMPUTING AND DECISION SCIENCES,4,,Q4
Foundations of Data Science,FOUNDATIONS OF DATA SCIENCE,4,,Q2
Foundations of Management,FOUNDATIONS OF MANAGEMENT,4,,Q4
FOUNDATIONS OF PHYSICS,FOUNDATIONS OF PHYSICS,3,,Q3
Foundations of Science,FOUNDATIONS OF SCIENCE,4,,Q2
Fourrages,FOURRAGES,4,,Q4
Fourth Genre-Explorations in Nonfiction,FOURTH GENRE EXPLORATIONS IN NONFICTION,4,,
Fractal and Fractional,FRACTAL AND FRACTIONAL,2,,Q1
FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY,FRACTALS COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY,3,,Q1
Fractional Calculus and Applied Analysis,FRACTIONAL CALCULUS AND APPLIED ANALYSIS,3,,Q1
FRAGMENTA ENTOMOLOGICA,FRAGMENTA ENTOMOLOGICA,4,,Q4
Framework-The Journal of Cinema and Media,FRAMEWORK JOURNAL OF CINEMA AND MEDIA,3,,
FRANCAIS MODERNE,FRANCAIS MODERNE,4,,
Francofonia-Studi e Ricerche sulle Letterature di Lingua Francese,FRANCOFONIA STUDI E RICERCHE SULLE LETTERATURE DI LINGUA FRANCESE,4,,
Frantice.net,FRANTICE NET,4,,Q4
Frantsuzskii Ezhegodnik-Annuaire d Etudes Francaises,FRANTSUZSKII EZHEGODNIK ANNUAIRE D ETUDES FRANCAISES,4,,Q2
Frattura ed Integrita Strutturale-Fracture and Structural Integrity,FRATTURA ED INTEGRITA STRUTTURALE FRACTURE AND STRUCTURAL INTEGRITY,4,,Q3
FREE RADICAL BIOLOGY AND MEDICINE,FREE RADICAL BIOLOGY AND MEDICINE,2,Yes,Q1
FREE RADICAL RESEARCH,FREE RADICAL RESEARCH,3,,Q3
French Colonial History,FRENCH COLONIAL HISTORY,3,,Q4
French Cultural Studies,FRENCH CULTURAL STUDIES,4,,Q3
FRENCH FORUM,FRENCH FORUM,4,,
FRENCH HISTORICAL STUDIES,FRENCH HISTORICAL STUDIES,3,,Q2
French History,FRENCH HISTORY,2,,Q2
French Journal of Urology,FRENCH JOURNAL OF UROLOGY,,,
French Politics,FRENCH POLITICS,4,,Q2
FRENCH REVIEW,FRENCH REVIEW,4,,
French Screen Studies,FRENCH SCREEN STUDIES,2,,
FRENCH STUDIES,FRENCH STUDIES,3,,
French Studies Bulletin,FRENCH STUDIES BULLETIN,4,,
French Studies in Southern Africa,FRENCH STUDIES IN SOUTHERN AFRICA,4,,
French-Ukrainian Journal of Chemistry,FRENCH UKRAINIAN JOURNAL OF CHEMISTRY,4,,Q4
FREQUENZ,FREQUENZ,4,,Q4
FRESHWATER BIOLOGY,FRESHWATER BIOLOGY,2,,Q1
Freshwater Crayfish,FRESHWATER CRAYFISH,4,,Q4
Freshwater Science,FRESHWATER SCIENCE,4,,Q3
Friction,FRICTION,1,Yes,Q1
Fronteras de la Historia,FRONTERAS DE LA HISTORIA,4,,Q2
FRONTIERS-A JOURNAL OF WOMEN STUDIES,FRONTIERS A JOURNAL OF WOMEN STUDIES,4,,Q1
Frontiers in Aging,FRONTIERS IN AGING,4,,Q1
Frontiers in Aging Neuroscience,FRONTIERS IN AGING NEUROSCIENCE,3,,Q1
Frontiers in Agronomy,FRONTIERS IN AGRONOMY,3,,Q1
Frontiers in Allergy,FRONTIERS IN ALLERGY,3,,Q2
Frontiers in Analytical Science,FRONTIERS IN ANALYTICAL SCIENCE,,,Q3
Frontiers in Animal Science,FRONTIERS IN ANIMAL SCIENCE,3,,Q1
Frontiers in Applied Mathematics and Statistics,FRONTIERS IN APPLIED MATHEMATICS AND STATISTICS,4,,Q3
Frontiers in Artificial Intelligence,FRONTIERS IN ARTIFICIAL INTELLIGENCE,4,,Q1
Frontiers in Astronomy and Space Sciences,FRONTIERS IN ASTRONOMY AND SPACE SCIENCES,3,,Q2
Frontiers in Behavioral Neuroscience,FRONTIERS IN BEHAVIORAL NEUROSCIENCE,4,,Q1
Frontiers in Big Data,FRONTIERS IN BIG DATA,4,,Q2
Frontiers in Bioengineering and Biotechnology,FRONTIERS IN BIOENGINEERING AND BIOTECHNOLOGY,3,,Q1
Frontiers in Bioinformatics,FRONTIERS IN BIOINFORMATICS,4,,Q1
Frontiers in Bioscience-Landmark,FRONTIERS IN BIOSCIENCE LANDMARK,4,,Q3
Frontiers in Blockchain,FRONTIERS IN BLOCKCHAIN,4,,Q3
Frontiers in Built Environment,FRONTIERS IN BUILT ENVIRONMENT,4,,Q2
Frontiers in Cardiovascular Medicine,FRONTIERS IN CARDIOVASCULAR MEDICINE,3,,Q2
Frontiers in Cell and Developmental Biology,FRONTIERS IN CELL AND DEVELOPMENTAL BIOLOGY,2,,Q1
Frontiers in Cellular and Infection Microbiology,FRONTIERS IN CELLULAR AND INFECTION MICROBIOLOGY,2,,Q1
Frontiers in Cellular Neuroscience,FRONTIERS IN CELLULAR NEUROSCIENCE,3,,Q2
Frontiers in Chemical Engineering,FRONTIERS IN CHEMICAL ENGINEERING,4,,Q3
Frontiers in Chemistry,FRONTIERS IN CHEMISTRY,3,,Q2
Frontiers in Climate,FRONTIERS IN CLIMATE,3,,Q2
Frontiers in Clinical Diabetes and Healthcare,FRONTIERS IN CLINICAL DIABETES AND HEALTHCARE,,,Q3
Frontiers in Communication,FRONTIERS IN COMMUNICATION,2,,Q2
Frontiers in Communications and Networks,FRONTIERS IN COMMUNICATIONS AND NETWORKS,4,,Q3
Frontiers in Computational Neuroscience,FRONTIERS IN COMPUTATIONAL NEUROSCIENCE,4,,Q2
Frontiers in Computer Science,FRONTIERS IN COMPUTER SCIENCE,4,,Q3
Frontiers in Conservation Science,FRONTIERS IN CONSERVATION SCIENCE,4,,Q2
Frontiers in Dental Medicine,FRONTIERS IN DENTAL MEDICINE,4,,Q3
Frontiers in Digital Health,FRONTIERS IN DIGITAL HEALTH,3,,Q1
Frontiers in Earth Science,FRONTIERS IN EARTH SCIENCE,4,,Q3
FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,FRONTIERS IN ECOLOGY AND ENVIRONMENT,1,Yes,Q1
Frontiers in Ecology and Evolution,FRONTIERS IN ECOLOGY AND EVOLUTION,3,,Q2
Frontiers in Education,FRONTIERS IN EDUCATION,4,,Q2
Frontiers in Electronics,FRONTIERS IN ELECTRONICS,4,,Q3
Frontiers in Emergency Medicine,FRONTIERS IN EMERGENCY MEDICINE,4,,Q3
Frontiers in Endocrinology,FRONTIERS IN ENDOCRINOLOGY,3,,Q1
Frontiers in Energy,FRONTIERS IN ENERGY,3,,Q2
Frontiers in Energy Research,FRONTIERS IN ENERGY RESEARCH,4,,Q3
Frontiers in Environmental Chemistry,FRONTIERS IN ENVIRONMENTAL CHEMISTRY,,,Q3
Frontiers in Environmental Science,FRONTIERS IN ENVIRONMENTAL SCIENCE,4,,Q2
Frontiers in Forests and Global Change,FRONTIERS IN FORESTS AND GLOBAL CHANGE,3,,Q1
Frontiers in Fungal Biology,FRONTIERS IN FUNGAL BIOLOGY,4,,Q2
Frontiers in Future Transportation,FRONTIERS IN FUTURE TRANSPORTATION,4,,Q3
Frontiers in Genetics,FRONTIERS IN GENETICS,3,,Q2
Frontiers in Genome Editing,FRONTIERS IN GENOME EDITING,2,,Q1
Frontiers in Global Womens Health,FRONTIERS IN GLOBAL WOMENS HEALTH,3,,Q1
Frontiers in Health Services,FRONTIERS IN HEALTH SERVICES,4,,Q2
Frontiers in Heat and Mass Transfer,FRONTIERS IN HEAT AND MASS TRANSFER,4,,Q4
Frontiers in Human Dynamics,FRONTIERS IN HUMAN DYNAMICS,4,,Q3
Frontiers in Human Neuroscience,FRONTIERS IN HUMAN NEUROSCIENCE,4,,Q2
Frontiers in Immunology,FRONTIERS IN IMMUNOLOGY,2,,Q1
Frontiers in Insect Science,FRONTIERS IN INSECT SCIENCE,3,,Q1
Frontiers in Integrative Neuroscience,FRONTIERS IN INTEGRATIVE NEUROSCIENCE,4,,Q1
Frontiers in Marine Science,FRONTIERS IN MARINE SCIENCE,3,,Q1
Frontiers in Materials,FRONTIERS IN MATERIALS,4,,Q3
Frontiers in Mechanical Engineering-Switzerland,FRONTIERS IN MECHANICAL ENGINEERING SWITZERLAND,4,,Q2
Frontiers in Medical Technology,FRONTIERS IN MEDICAL TECHNOLOGY,4,,Q2
Frontiers in Medicine,FRONTIERS IN MEDICINE,3,,Q1
Frontiers in Microbiology,FRONTIERS IN MICROBIOLOGY,2,,Q1
Frontiers in Molecular Biosciences,FRONTIERS IN MOLECULAR BIOSCIENCES,3,,Q2
Frontiers in Molecular Neuroscience,FRONTIERS IN MOLECULAR NEUROSCIENCE,3,,Q2
Frontiers in Nanotechnology,FRONTIERS IN NANOTECHNOLOGY,4,,Q2
Frontiers in Network Physiology,FRONTIERS IN NETWORK PHYSIOLOGY,,,Q2
Frontiers in Neural Circuits,FRONTIERS IN NEURAL CIRCUITS,3,,Q2
Frontiers in Neuroanatomy,FRONTIERS IN NEUROANATOMY,4,,Q1
FRONTIERS IN NEUROENDOCRINOLOGY,FRONTIERS IN NEUROENDOCRINOLOGY,2,,Q1
Frontiers in Neuroergonomics,FRONTIERS IN NEUROERGONOMICS,4,,Q3
Frontiers in Neuroinformatics,FRONTIERS IN NEUROINFORMATICS,4,,Q2
Frontiers in Neurology,FRONTIERS IN NEUROLOGY,3,,Q2
Frontiers in Neurorobotics,FRONTIERS IN NEUROROBOTICS,4,,Q3
Frontiers in Neuroscience,FRONTIERS IN NEUROSCIENCE,3,,Q2
Frontiers in Nuclear Medicine,FRONTIERS IN NUCLEAR MEDICINE,,,Q3
Frontiers in Nutrition,FRONTIERS IN NUTRITION,2,,Q1
Frontiers in Oncology,FRONTIERS IN ONCOLOGY,3,,Q2
Frontiers in Ophthalmology,FRONTIERS IN OPHTHALMOLOGY,,,Q4
Frontiers in Oral Health,FRONTIERS IN ORAL HEALTH,4,,Q1
Frontiers in Pain Research,FRONTIERS IN PAIN RESEARCH,4,,Q2
Frontiers in Pediatrics,FRONTIERS IN PEDIATRICS,4,,Q2
Frontiers in Pharmacology,FRONTIERS IN PHARMACOLOGY,3,,Q1
Frontiers in Physics,FRONTIERS IN PHYSICS,4,,Q2
Frontiers in Physiology,FRONTIERS IN PHYSIOLOGY,3,,Q1
Frontiers in Plant Science,FRONTIERS IN PLANT SCIENCE,2,,Q1
Frontiers in Political Science,FRONTIERS IN POLITICAL SCIENCE,3,,Q2
Frontiers in Psychiatry,FRONTIERS IN PSYCHIATRY,3,,Q2
Frontiers in Psychology,FRONTIERS IN PSYCHOLOGY,3,,Q1
Frontiers in Public Health,FRONTIERS IN PUBLIC HEALTH,3,,Q1
Frontiers in Radiology,FRONTIERS IN RADIOLOGY,,,Q2
Frontiers in Rehabilitation Sciences,FRONTIERS IN REHABILITATION SCIENCES,4,,Q2
Frontiers in Remote Sensing,FRONTIERS IN REMOTE SENSING,4,,Q2
Frontiers in Reproductive Health,FRONTIERS IN REPRODUCTIVE HEALTH,4,,Q2
Frontiers in Research Metrics and Analytics,FRONTIERS IN RESEARCH METRICS AND ANALYTICS,,,Q2
Frontiers in Robotics and AI,FRONTIERS IN ROBOTICS AND AI,4,,Q2
Frontiers in Signal Processing,FRONTIERS IN SIGNAL PROCESSING,4,,Q2
Frontiers in Sociology,FRONTIERS IN SOCIOLOGY,3,,Q1
Frontiers in Soil Science,FRONTIERS IN SOIL SCIENCE,4,,Q2
Frontiers in Space Technologies,FRONTIERS IN SPACE TECHNOLOGIES,,,Q3
Frontiers in Sports and Active Living,FRONTIERS IN SPORTS AND ACTIVE LIVING,3,,Q2
Frontiers in Surgery,FRONTIERS IN SURGERY,4,,Q2
Frontiers in Sustainability,FRONTIERS IN SUSTAINABILITY,,,Q3
Frontiers in Sustainable Cities,FRONTIERS IN SUSTAINABLE CITIES,4,,Q2
Frontiers in Sustainable Food Systems,FRONTIERS IN SUSTAINABLE FOOD SYSTEMS,3,,Q2
Frontiers in Synaptic Neuroscience,FRONTIERS IN SYNAPTIC NEUROSCIENCE,4,,Q1
Frontiers in Systems Biology,FRONTIERS IN SYSTEMS BIOLOGY,,,Q2
Frontiers in Systems Neuroscience,FRONTIERS IN SYSTEMS NEUROSCIENCE,3,,Q2
Frontiers in Toxicology,FRONTIERS IN TOXICOLOGY,4,,Q1
Frontiers in Urology,FRONTIERS IN UROLOGY,,,Q3
Frontiers in Veterinary Science,FRONTIERS IN VETERINARY SCIENCE,2,,Q1
Frontiers in Virology,FRONTIERS IN VIROLOGY,4,,Q4
Frontiers in Virtual Reality,FRONTIERS IN VIRTUAL REALITY,3,,Q1
Frontiers in Water,FRONTIERS IN WATER,4,,Q2
Frontiers in Zoology,FRONTIERS IN ZOOLOGY,2,,Q1
Frontiers of Agricultural Science and Engineering,FRONTIERS OF AGRICULTURAL SCIENCE AND ENGINEERING,3,,Q1
Frontiers of Architectural Research,FRONTIERS OF ARCHITECTURAL RESEARCH,1,Yes,
Frontiers of Biogeography,FRONTIERS OF BIOGEOGRAPHY,,,Q2
Frontiers of Business Research in China,FRONTIERS OF BUSINESS RESEARCH IN CHINA,4,,Q4
Frontiers of Chemical Science and Engineering,FRONTIERS OF CHEMICAL SCIENCE AND ENGINEERING,3,,Q2
Frontiers of Computer Science,FRONTIERS OF COMPUTER SCIENCE,2,,Q1
Frontiers of Earth Science,FRONTIERS OF EARTH SCIENCE,4,,Q3
Frontiers of Education in China,FRONTIERS OF EDUCATION IN CHINA,4,,Q4
Frontiers of Engineering Management,FRONTIERS OF ENGINEERING MANAGEMENT,1,Yes,Q1
Frontiers of Environmental Science & Engineering,FRONTIERS OF ENVIRONMENTAL SCIENCE AND ENGINEERING,2,,Q1
Frontiers of History in China,FRONTIERS OF HISTORY IN CHINA,4,,Q3
Frontiers of Information Technology & Electronic Engineering,FRONTIERS OF INFORMATION TECHNOLOGY AND ELECTRONIC ENGINEERING,3,,Q2
Frontiers of Law in China,FRONTIERS OF LAW IN CHINA,4,,Q4
Frontiers of Literary Studies in China,FRONTIERS OF LITERARY STUDIES IN CHINA,4,,
Frontiers of Materials Science,FRONTIERS OF MATERIALS SCIENCE,4,,Q3
Frontiers of Mathematics,FRONTIERS OF MATHEMATICS,4,,Q4
Frontiers of Mathematics in China,FRONTIERS OF MATHEMATICS IN CHINA,,,Q4
Frontiers of Mechanical Engineering,FRONTIERS OF MECHANICAL ENGINEERING,2,,Q1
Frontiers of Medicine,FRONTIERS OF MEDICINE,2,,Q2
Frontiers of Narrative Studies,FRONTIERS OF NARRATIVE STUDIES,3,,
Frontiers of Optoelectronics,FRONTIERS OF OPTOELECTRONICS,3,,Q1
Frontiers of Oral and Maxillofacial Medicine,FRONTIERS OF ORAL AND MAXILLOFACIAL MEDICINE,,,Q4
Frontiers of Philosophy in China,FRONTIERS OF PHILOSOPHY IN CHINA,4,,
Frontiers of Physics,FRONTIERS OF PHYSICS,2,,Q1
Frontiers of Structural and Civil Engineering,FRONTIERS OF STRUCTURAL AND CIVIL ENGINEERING,3,,Q2
Frontline Gastroenterology,FRONTLINE GASTROENTEROLOGY,4,,Q2
Fruhe Bildung,FRUHE BILDUNG,4,,Q4
Fruit Research,FRUIT RESEARCH,,,Q1
Fruits,FRUITS,4,,Q4
Fudan Journal of the Humanities and Social Sciences,FUDAN JOURNAL OF HUMANITIES AND SOCIAL SCIENCES,1,Yes,Q2
Fuel,FUEL,2,Yes,Q1
Fuel Cells,FUEL CELLS,4,,Q3
FUEL PROCESSING TECHNOLOGY,FUEL PROCESSING TECHNOLOGY,2,Yes,Q1
Fuels,FUELS,4,,Q3
Fuentes el Reventon Energetico,FUENTES EL REVENTON ENERGETICO,4,,Q4
Fukushima Journal of Medical Science,FUKUSHIMA JOURNAL OF MEDICAL SCIENCE,4,,Q3
FULLERENES NANOTUBES AND CARBON NANOSTRUCTURES,FULLERENES NANOTUBES AND CARBON NANOSTRUCTURES,4,,Q3
Function,FUNCTION,2,,Q1
FUNCTIONAL ANALYSIS AND ITS APPLICATIONS,FUNCTIONAL ANALYSIS AND ITS APPLICATIONS,4,,Q2
FUNCTIONAL & INTEGRATIVE GENOMICS,FUNCTIONAL AND INTEGRATIVE GENOMICS,2,,Q2
Functional Composites and Structures,FUNCTIONAL COMPOSITES AND STRUCTURES,4,,Q2
Functional Diamond,FUNCTIONAL DIAMOND,4,,Q2
FUNCTIONAL ECOLOGY,FUNCTIONAL ECOLOGY,1,Yes,Q1
Functional Foods in Health and Disease,FUNCTIONAL FOODS IN HEALTH AND DISEASE,4,,Q4
Functional Materials,FUNCTIONAL MATERIALS,4,,Q4
Functional Materials Letters,FUNCTIONAL MATERIALS LETTERS,4,,Q4
FUNCTIONAL PLANT BIOLOGY,FUNCTIONAL PLANT BIOLOGY,4,,Q2
FUNCTIONES ET APPROXIMATIO COMMENTARII MATHEMATICI,FUNCTIONES ET APPROXIMATIO COMMENTARII MATHEMATICI,4,,Q3
Functions of Language,FUNCTIONS OF LANGUAGE,3,,Q3
FUNDAMENTA INFORMATICAE,FUNDAMENTA INFORMATICAE,4,,Q4
FUNDAMENTA MATHEMATICAE,FUNDAMENTA MATHEMATICAE,4,,Q3
Fundamental and Applied Limnology,FUNDAMENTAL AND APPLIED LIMNOLOGY,4,,Q4
FUNDAMENTAL & CLINICAL PHARMACOLOGY,FUNDAMENTAL AND CLINICAL PHARMACOLOGY,4,,Q3
Fundamental Research,FUNDAMENTAL RESEARCH,2,,Q1
Fungal Biology,FUNGAL BIOLOGY,2,,Q2
Fungal Biology Reviews,FUNGAL BIOLOGY REVIEWS,2,,Q1
FUNGAL DIVERSITY,FUNGAL DIVERSITY,1,Yes,Q1
Fungal Ecology,FUNGAL ECOLOGY,3,,Q2
FUNGAL GENETICS AND BIOLOGY,FUNGAL GENETICS AND BIOLOGY,3,,Q3
Funkcialaj Ekvacioj-Serio Internacia,FUNKCIALAJ EKVACIOJ SERIO INTERNACIA,4,,
FUSION ENGINEERING AND DESIGN,FUSION ENGINEERING AND DESIGN,3,,Q2
FUSION SCIENCE AND TECHNOLOGY,FUSION SCIENCE AND TECHNOLOGY,4,,Q3
Future Business Journal,FUTURE BUSINESS JOURNAL,4,,Q3
Future Cardiology,FUTURE CARDIOLOGY,4,,Q4
Future Foods,FUTURE FOODS,2,,Q1
Future Generation Computer Systems-The International Journal of eScience,FUTURE GENERATION COMPUTER SYSTEMS INTERNATIONAL JOURNAL OF ESCIENCE,2,,Q1
Future Internet,FUTURE INTERNET,4,,Q2
Future Journal of Pharmaceutical Sciences,FUTURE JOURNAL OF PHARMACEUTICAL SCIENCES,4,,Q2
Future Medicinal Chemistry,FUTURE MEDICINAL CHEMISTRY,4,,Q2
Future Microbiology,FUTURE MICROBIOLOGY,4,,Q3
Future Neurology,FUTURE NEUROLOGY,4,,Q4
Future of Food-Journal on Food Agriculture and Society,FUTURE OF FOOD JOURNAL ON FOOD AGRICULTURE AND SOCIETY,4,,
Future Oncology,FUTURE ONCOLOGY,4,,Q3
Future Pharmacology,FUTURE PHARMACOLOGY,,,Q2
Future Science OA,FUTURE SCIENCE OA,4,,Q3
Future Transportation,FUTURE TRANSPORTATION,,,Q3
Future Virology,FUTURE VIROLOGY,4,,Q4
Futures,FUTURES,3,,Q1
Futuro del Pasado-Revista Electronica de Historia,FUTURO DEL PASADO REVISTA ELECTRONICA DE HISTORIA,4,,Q3
Fuzzy Information and Engineering,FUZZY INFORMATION AND ENGINEERING,3,,Q2
Fuzzy Optimization and Decision Making,FUZZY OPTIMIZATION AND DECISION MAKING,3,,Q1
FUZZY SETS AND SYSTEMS,FUZZY SETS AND SYSTEMS,1,Yes,Q1
FWU Journal of Social Sciences,FWU JOURNAL OF SOCIAL SCIENCES,4,,Q2
