Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
GLOBAL ECOLOGY AND BIOGEOGRAPHY,GLOBAL ECOLOGY AND BIOGEOGRAPHY,1,Yes,Q1
Global Ecology and Conservation,GLOBAL ECOLOGY AND CONSERVATION,2,,Q1
Global Economic Review,GLOBAL ECONOMIC REVIEW,4,,Q1
Global Economy Journal,GLOBAL ECONOMY JOURNAL,4,,Q3
Global Energy Interconnection-China,GLOBAL ENERGY INTERCONNECTION CHINA,4,,Q2
Global Environment,GLOBAL ENVIRONMENT,4,,Q2
GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,GLOBAL ENVIRONMENTAL CHANGE HUMAN AND POLICY DIMENSIONS,1,Yes,Q1
Global Environmental Politics,GLOBAL ENVIRONMENTAL POLITICS,2,,Q1
Global Finance Journal,GLOBAL FINANCE JOURNAL,2,,Q1
Global Food Security-Agriculture Policy Economics and Environment,GLOBAL FOOD SECURITY AGRICULTURE POLICY ECONOMICS AND ENVIRONMENT,1,Yes,Q1
GLOBAL GOVERNANCE,GLOBAL GOVERNANCE,4,,Q3
Global Health Action,GLOBAL HEALTH ACTION,3,,Q2
Global Health & Medicine,GLOBAL HEALTH AND MEDICINE,4,,Q3
Global Health Epidemiology and Genomics,GLOBAL HEALTH EPIDEMIOLOGY AND GENOMICS,4,,Q3
Global Health Promotion,GLOBAL HEALTH PROMOTION,4,,Q4
Global Health Research and Policy,GLOBAL HEALTH RESEARCH AND POLICY,2,,Q1
Global Health-Science and Practice,GLOBAL HEALTH SCIENCE AND PRACTICE,4,,Q2
Global Heart,GLOBAL HEART,3,,Q2
Global Intellectual History,GLOBAL INTELLECTUAL HISTORY,4,,Q2
Global Journal Al-Thaqafah,GLOBAL JOURNAL AL THAQAFAH,4,,
GLOBAL JOURNAL OF ENVIRONMENTAL SCIENCE AND MANAGEMENT-GJESM,GLOBAL JOURNAL OF ENVIRONMENTAL SCIENCE AND MANAGEMENT GJESM,3,,Q3
Global Journal of Medical Pharmaceutical and Biomedical Update,GLOBAL JOURNAL OF MEDICAL PHARMACEUTICAL AND BIOMEDICAL UPDATE,4,,Q2
Global Knowledge Memory and Communication,GLOBAL KNOWLEDGE MEMORY AND COMMUNICATION,4,,Q2
Global Labour Journal,GLOBAL LABOUR JOURNAL,4,,Q3
Global Media and China,GLOBAL MEDIA AND CHINA,1,Yes,Q1
Global Media and Communication,GLOBAL MEDIA AND COMMUNICATION,2,,Q3
Global Media Journal-Canadian Edition,GLOBAL MEDIA JOURNAL CANADIAN EDITION,4,,Q3
Global Medical Genetics,GLOBAL MEDICAL GENETICS,4,,Q4
Global Mental Health,GLOBAL MENTAL HEALTH,,,Q2
Global NEST Journal,GLOBAL NEST JOURNAL,4,,Q4
GLOBAL NETWORKS-A JOURNAL OF TRANSNATIONAL AFFAIRS,GLOBAL NETWORKS A JOURNAL OF TRANSNATIONAL AFFAIRS,2,Yes,Q1
Global Pediatric Health,GLOBAL PEDIATRIC HEALTH,4,,Q3
Global Perspectives,GLOBAL PERSPECTIVES,,,Q3
Global Philosophy,GLOBAL PHILOSOPHY,4,,
Global Policy,GLOBAL POLICY,3,,Q2
Global Public Health,GLOBAL PUBLIC HEALTH,3,,Q2
Global Public Policy and Governance,GLOBAL PUBLIC POLICY AND GOVERNANCE,3,,Q2
Global Qualitative Nursing Research,GLOBAL QUALITATIVE NURSING RESEARCH,3,,Q2
Global Responsibility to Protect,GLOBAL RESPONSIBILITY TO PROTECT,3,,Q2
Global Sixties,GLOBAL SIXTIES,2,,Q1
Global Social Challenges Journal,GLOBAL SOCIAL CHALLENGES JOURNAL,,,Q1
Global Social Policy,GLOBAL SOCIAL POLICY,4,,Q3
Global Social Welfare,GLOBAL SOCIAL WELFARE,4,,Q2
Global Society,GLOBAL SOCIETY,2,,Q1
Global Spine Journal,GLOBAL SPINE JOURNAL,3,,Q1
Global Strategy Journal,GLOBAL STRATEGY JOURNAL,3,,Q2
Global Studies of Childhood,GLOBAL STUDIES OF CHILDHOOD,4,,Q2
Global Sustainability,GLOBAL SUSTAINABILITY,2,,Q1
Global Trade and Customs Journal,GLOBAL TRADE AND CUSTOMS JOURNAL,4,,Q4
Global Transitions,GLOBAL TRANSITIONS,4,,Q1
Globalisation Societies and Education,GLOBALISATION SOCIETIES AND EDUCATION,2,,Q2
Globalization and Health,GLOBALIZATION AND HEALTH,2,,Q1
Globalizations,GLOBALIZATIONS,3,,Q1
Glossa-A Journal of General Linguistics,GLOSSA A JOURNAL OF GENERAL LINGUISTICS,3,,Q3
GLOTTA-ZEITSCHRIFT FUR GRIECHISCHE UND LATEINISCHE SPRACHE,GLOTTA ZEITSCHRIFT FUR GRIECHISCHE UND LATEINISCHE SPRACHE,3,,
Glottometrics,GLOTTOMETRICS,4,,Q3
GLQ-A JOURNAL OF LESBIAN AND GAY STUDIES,GLQ A JOURNAL OF LESBIAN AND GAY STUDIES,4,,Q3
GLYCOBIOLOGY,GLYCOBIOLOGY,3,,Q2
GLYCOCONJUGATE JOURNAL,GLYCOCONJUGATE JOURNAL,4,,Q3
GM Crops & Food-Biotechnology in Agriculture and the Food Chain,GM CROPS AND FOOD BIOTECHNOLOGY IN AGRICULTURE AND FOOD CHAIN,2,,Q1
GMS Hygiene and Infection Control,GMS HYGIENE AND INFECTION CONTROL,4,,Q3
GMS Interdisciplinary Plastic and Reconstructive Surgery DGPW,GMS INTERDISCIPLINARY PLASTIC AND RECONSTRUCTIVE SURGERY DGPW,4,,Q3
GMS Journal for Medical Education,GMS JOURNAL FOR MEDICAL EDUCATION,4,,Q2
GOETHE JAHRBUCH,GOETHE JAHRBUCH,4,,
GOLD BULLETIN,GOLD BULLETIN,4,,Q4
Gomal Journal of Medical Sciences,GOMAL JOURNAL OF MEDICAL SCIENCES,4,,Q4
Gondola-Ensenanza y Aprendizaje de las Ciencias,GONDOLA ENSENANZA Y APRENDIZAJE DE LAS CIENCIAS,4,,Q4
Gondwana Research,GONDWANA RESEARCH,1,Yes,Q1
Gorteria,GORTERIA,4,,Q4
Gospodarka Narodowa-The Polish Journal of Economics,GOSPODARKA NARODOWA POLISH JOURNAL OF ECONOMICS,4,,Q4
Gospodarka Surowcami Mineralnymi-Mineral Resources Management,GOSPODARKA SUROWCAMI MINERALNYMI MINERAL RESOURCES MANAGEMENT,4,,Q4
Gosudarstvo Religiya Tserkov v Rossii i za Rubezhom,GOSUDARSTVO RELIGIYA TSERKOV V ROSSII I ZA RUBEZHOM,4,,
Gothic Studies,GOTHIC STUDIES,3,,
GOVERNANCE-AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS,GOVERNANCE AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS,2,,Q1
GOVERNMENT AND OPPOSITION,GOVERNMENT AND OPPOSITION,1,Yes,Q1
GOVERNMENT INFORMATION QUARTERLY,GOVERNMENT INFORMATION QUARTERLY,1,Yes,Q1
GOYA,GOYA,3,,
GPS SOLUTIONS,GPS SOLUTIONS,1,Yes,Q2
Gradevinar,GRADEVINAR,4,,Q4
Gradevnski Materijiali I Konstrukcije-Building Materials and Structures,GRADEVNSKI MATERIJIALI I KONSTRUKCIJE BUILDING MATERIALS AND STRUCTURES,4,,Q4
GRADIVA,GRADIVA,4,,
GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,3,,Q2
Grafica-Journal of Graphic Design,GRAFICA JOURNAL OF GRAPHIC DESIGN,4,,
Gragoata-UFF,GRAGOATA UFF,4,,
Gran Tour,GRAN TOUR,4,,Q4
GRANA,GRANA,4,,Q3
Granja-Revista de Ciencias de la Vida,GRANJA REVISTA DE CIENCIAS DE LA VIDA,4,,Q4
GRANULAR MATTER,GRANULAR MATTER,3,,Q2
GRAPHICAL MODELS,GRAPHICAL MODELS,3,,Q3
GRAPHS AND COMBINATORICS,GRAPHS AND COMBINATORICS,4,,Q3
GRASAS Y ACEITES,GRASAS Y ACEITES,4,,Q4
GRASS AND FORAGE SCIENCE,GRASS AND FORAGE SCIENCE,2,,Q1
Grass Research,GRASS RESEARCH,,,Q2
Grassland Research,GRASSLAND RESEARCH,,,Q2
GRASSLAND SCIENCE,GRASSLAND SCIENCE,4,,Q3
Gravitation & Cosmology,GRAVITATION AND COSMOLOGY,4,,Q3
Grazer Philosophische Studien-International Journal for Analytic Philosophy,GRAZER PHILOSOPHISCHE STUDIEN INTERNATIONAL JOURNAL FOR ANALYTIC PHILOSOPHY,4,,
GREAT PLAINS QUARTERLY,GREAT PLAINS QUARTERLY,4,,
GREECE & ROME,GREECE AND ROME,4,,
GREEK ROMAN AND BYZANTINE STUDIES,GREEK ROMAN AND BYZANTINE STUDIES,3,,
Green Analytical Chemistry,GREEN ANALYTICAL CHEMISTRY,,,Q1
Green Chemical Engineering,GREEN CHEMICAL ENGINEERING,2,,Q1
GREEN CHEMISTRY,GREEN CHEMISTRY,1,Yes,Q1
Green Chemistry Letters and Reviews,GREEN CHEMISTRY LETTERS AND REVIEWS,2,,Q2
Green Energy & Environment,GREEN ENERGY AND ENVIRONMENT,1,Yes,Q1
Green Energy and Intelligent Transportation,GREEN ENERGY AND INTELLIGENT TRANSPORTATION,,,Q1
Green Finance,GREEN FINANCE,2,,Q1
Green Materials,GREEN MATERIALS,4,,Q3
Green Processing and Synthesis,GREEN PROCESSING AND SYNTHESIS,4,,Q2
Green Synthesis and Catalysis,GREEN SYNTHESIS AND CATALYSIS,1,Yes,Q1
Greenhouse Gases-Science and Technology,GREENHOUSE GASES SCIENCE AND TECHNOLOGY,4,,Q3
Grey Room,GREY ROOM,3,,
Grey Systems-Theory and Application,GREY SYSTEMS THEORY AND APPLICATION,3,,Q1
Griffith Law Review,GRIFFITH LAW REVIEW,3,,Q2
Griot-Revista de Filosofia,GRIOT REVISTA DE FILOSOFIA,4,,
Gripla,GRIPLA,3,,
Grotiana,GROTIANA,3,,
GROUND WATER MONITORING AND REMEDIATION,GROUND WATER MONITORING AND REMEDIATION,4,,Q4
Grounded Theory Review,GROUNDED THEORY REVIEW,4,,
Groundwater,GROUNDWATER,4,,Q2
Groundwater for Sustainable Development,GROUNDWATER FOR SUSTAINABLE DEVELOPMENT,2,,Q1
GROUP & ORGANIZATION MANAGEMENT,GROUP AND ORGANIZATION MANAGEMENT,3,,Q2
GROUP DECISION AND NEGOTIATION,GROUP DECISION AND NEGOTIATION,4,,Q1
GROUP DYNAMICS-THEORY RESEARCH AND PRACTICE,GROUP DYNAMICS THEORY RESEARCH AND PRACTICE,3,,Q2
GROUP PROCESSES & INTERGROUP RELATIONS,GROUP PROCESSES AND INTERGROUP RELATIONS,2,,Q2
Groups Complexity Cryptology,GROUPS COMPLEXITY CRYPTOLOGY,4,,Q4
Groups Geometry and Dynamics,GROUPS GEOMETRY AND DYNAMICS,3,,Q2
GROWTH AND CHANGE,GROWTH AND CHANGE,3,,Q2
GROWTH FACTORS,GROWTH FACTORS,4,,Q4
GROWTH HORMONE & IGF RESEARCH,GROWTH HORMONE AND IGF RESEARCH,4,,Q4
Grundwasser,GRUNDWASSER,4,,Q4
GRUPPENPSYCHOTHERAPIE UND GRUPPENDYNAMIK,GRUPPENPSYCHOTHERAPIE UND GRUPPENDYNAMIK,4,,Q4
GUERRES MONDIALES ET CONFLITS CONTEMPORAINS,GUERRES MONDIALES ET CONFLITS CONTEMPORAINS,4,,Q4
Guidance Navigation and Control,GUIDANCE NAVIGATION AND CONTROL,,,Q3
Guiniguada,GUINIGUADA,4,,Q4
GULF AND CARIBBEAN RESEARCH,GULF AND CARIBBEAN RESEARCH,4,,Q3
Guncel Pediatri-Journal of Current Pediatrics,GUNCEL PEDIATRI JOURNAL OF CURRENT PEDIATRICS,4,,Q4
Gurukul Business Review-GBR,GURUKUL BUSINESS REVIEW GBR,4,,Q4
GUT,GUT,1,Yes,Q1
Gut and Liver,GUT AND LIVER,3,,Q2
Gut Microbes,GUT MICROBES,1,Yes,Q1
Gut Pathogens,GUT PATHOGENS,3,,Q1
GYMNASIUM,GYMNASIUM,3,,
Gynakologie,GYNAKOLOGIE,4,,Q4
Gynakologische Endokrinologie,GYNAKOLOGISCHE ENDOKRINOLOGIE,4,,Q4
GYNECOLOGIC AND OBSTETRIC INVESTIGATION,GYNECOLOGIC AND OBSTETRIC INVESTIGATION,4,,Q2
Gynecologic Oncology,GYNECOLOGIC ONCOLOGY,2,Yes,Q1
Gynecologic Oncology Reports,GYNECOLOGIC ONCOLOGY REPORTS,4,,Q3
GYNECOLOGICAL ENDOCRINOLOGY,GYNECOLOGICAL ENDOCRINOLOGY,4,,Q3
Gynecologie Obstetrique Fertilite & Senologie,GYNECOLOGIE OBSTETRIQUE FERTILITE AND SENOLOGIE,4,,Q4
Gynecology and Minimally Invasive Therapy-GMIT,GYNECOLOGY AND MINIMALLY INVASIVE THERAPY GMIT,4,,Q3
Gynecology and Pelvic Medicine,GYNECOLOGY AND PELVIC MEDICINE,,,Q4
