Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
Research in Psychotherapy-Psychopathology Process and Outcome,RESEARCH IN PSYCHOTHERAPY PSYCHOPATHOLOGY PROCESS AND OUTCOME,3,,Q2
Research in Science & Technological Education,RESEARCH IN SCIENCE AND TECHNOLOGICAL EDUCATION,4,,Q2
RESEARCH IN SCIENCE EDUCATION,RESEARCH IN SCIENCE EDUCATION,3,,Q1
Research in Social & Administrative Pharmacy,RESEARCH IN SOCIAL AND ADMINISTRATIVE PHARMACY,2,,Q2
Research in Social Stratification and Mobility,RESEARCH IN SOCIAL STRATIFICATION AND MOBILITY,1,Yes,Q2
Research in Sports Medicine,RESEARCH IN SPORTS MEDICINE,4,,Q2
RESEARCH IN THE TEACHING OF ENGLISH,RESEARCH IN TEACHING OF ENGLISH,2,,Q2
Research in Transportation Business and Management,RESEARCH IN TRANSPORTATION BUSINESS AND MANAGEMENT,2,,Q2
Research in Transportation Economics,RESEARCH IN TRANSPORTATION ECONOMICS,2,,Q1
RESEARCH IN VETERINARY SCIENCE,RESEARCH IN VETERINARY SCIENCE,3,,Q2
Research Integrity and Peer Review,RESEARCH INTEGRITY AND PEER REVIEW,2,,Q1
Research Journal of Biotechnology,RESEARCH JOURNAL OF BIOTECHNOLOGY,4,,Q4
Research Journal of Pharmacognosy,RESEARCH JOURNAL OF PHARMACOGNOSY,4,,Q4
Research Journal of Textile and Apparel,RESEARCH JOURNAL OF TEXTILE AND APPAREL,4,,Q2
RESEARCH ON AGING,RESEARCH ON AGING,4,,Q3
RESEARCH ON CHEMICAL INTERMEDIATES,RESEARCH ON CHEMICAL INTERMEDIATES,3,,Q2
Research on Child and Adolescent Psychopathology,RESEARCH ON CHILD AND ADOLESCENT PSYCHOPATHOLOGY,2,,Q2
RESEARCH ON LANGUAGE AND SOCIAL INTERACTION,RESEARCH ON LANGUAGE AND SOCIAL INTERACTION,1,Yes,Q1
RESEARCH ON SOCIAL WORK PRACTICE,RESEARCH ON SOCIAL WORK PRACTICE,3,,Q2
Research on World Agricultural Economy,RESEARCH ON WORLD AGRICULTURAL ECONOMY,,,Q3
Research Papers in Education,RESEARCH PAPERS IN EDUCATION,3,,Q2
RESEARCH POLICY,RESEARCH POLICY,1,Yes,Q1
RESEARCH QUARTERLY FOR EXERCISE AND SPORT,RESEARCH QUARTERLY FOR EXERCISE AND SPORT,4,,Q3
Research Reports in Clinical Cardiology,RESEARCH REPORTS IN CLINICAL CARDIOLOGY,4,,Q4
Research Studies in Music Education,RESEARCH STUDIES IN MUSIC EDUCATION,1,Yes,
Research Synthesis Methods,RESEARCH SYNTHESIS METHODS,2,,Q1
RESEARCH-TECHNOLOGY MANAGEMENT,RESEARCH TECHNOLOGY MANAGEMENT,4,,Q2
Residential Treatment for Children & Youth,RESIDENTIAL TREATMENT FOR CHILDREN AND YOUTH,4,,Q3
Resonance-Journal of Science Education,RESONANCE JOURNAL OF SCIENCE EDUCATION,4,,Q4
Resonancias,RESONANCIAS,3,,
RESOURCE AND ENERGY ECONOMICS,RESOURCE AND ENERGY ECONOMICS,3,,Q1
RESOURCE GEOLOGY,RESOURCE GEOLOGY,4,,Q3
Resources-Basel,RESOURCES BASEL,3,,Q2
RESOURCES CONSERVATION AND RECYCLING,RESOURCES CONSERVATION AND RECYCLING,1,Yes,Q1
Resources Conservation & Recycling Advances,RESOURCES CONSERVATION AND RECYCLING ADVANCES,3,,Q1
Resources Environment and Sustainability,RESOURCES ENVIRONMENT AND SUSTAINABILITY,1,Yes,Q1
RESOURCES FOR AMERICAN LITERARY STUDY,RESOURCES FOR AMERICAN LITERARY STUDY,4,,
RESPIRATION,RESPIRATION,3,,Q1
Respiratory Care,RESPIRATORY CARE,4,,Q3
Respiratory Investigation,RESPIRATORY INVESTIGATION,4,,Q3
RESPIRATORY MEDICINE,RESPIRATORY MEDICINE,3,,Q2
Respiratory Medicine and Research,RESPIRATORY MEDICINE AND RESEARCH,4,,Q3
Respiratory Medicine Case Reports,RESPIRATORY MEDICINE CASE REPORTS,4,,Q4
RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY,RESPIRATORY PHYSIOLOGY AND NEUROBIOLOGY,4,,Q3
RESPIRATORY RESEARCH,RESPIRATORY RESEARCH,2,,Q1
RESPIROLOGY,RESPIROLOGY,2,,Q1
Respirology Case Reports,RESPIROLOGY CASE REPORTS,4,,Q4
RESTAURATOR-INTERNATIONAL JOURNAL FOR THE PRESERVATION OF LIBRARY AND ARCHIVAL MATERIAL,RESTAURATOR INTERNATIONAL JOURNAL FOR PRESERVATION OF LIBRARY AND ARCHIVAL MATERIAL,4,,Q3
RESTORATION ECOLOGY,RESTORATION ECOLOGY,3,,Q2
Restorative Dentistry and Endodontics,RESTORATIVE DENTISTRY AND ENDODONTICS,,,Q3
RESTORATIVE NEUROLOGY AND NEUROSCIENCE,RESTORATIVE NEUROLOGY AND NEUROSCIENCE,4,,Q4
Results in Applied Mathematics,RESULTS IN APPLIED MATHEMATICS,4,,Q2
Results in Chemistry,RESULTS IN CHEMISTRY,3,,Q2
Results in Control and Optimization,RESULTS IN CONTROL AND OPTIMIZATION,,,Q1
Results in Engineering,RESULTS IN ENGINEERING,2,,Q1
Results in Mathematics,RESULTS IN MATHEMATICS,3,,Q1
Results in Optics,RESULTS IN OPTICS,,,Q2
Results in Physics,RESULTS IN PHYSICS,2,,Q1
Results in Surfaces and Interfaces,RESULTS IN SURFACES AND INTERFACES,,,Q2
RESUSCITATION,RESUSCITATION,1,Yes,Q1
Resuscitation Plus,RESUSCITATION PLUS,3,,Q1
Retail and Marketing Review,RETAIL AND MARKETING REVIEW,4,,Q4
RETHINKING HISTORY,RETHINKING HISTORY,2,,Q1
Rethinking Marxism-A Journal of Economics Culture & Society,RETHINKING MARXISM A JOURNAL OF ECONOMICS CULTURE AND SOCIETY,4,,Q3
Reti Medievali Rivista,RETI MEDIEVALI RIVISTA,3,,
Reti Saperi Linguaggi-Italian Journal of Cognitive Sciences,RETI SAPERI LINGUAGGI ITALIAN JOURNAL OF COGNITIVE SCIENCES,4,,
RETINA-THE JOURNAL OF RETINAL AND VITREOUS DISEASES,RETINA JOURNAL OF RETINAL AND VITREOUS DISEASES,3,,Q2
Retos-Revista de Ciencias de la Administracion y Economia,RETOS REVISTA DE CIENCIAS DE LA ADMINISTRACION Y ECONOMIA,4,,Q2
Retrovirology,RETROVIROLOGY,4,,Q2
Reumatismo,REUMATISMO,4,,Q4
Reumatologia,REUMATOLOGIA,4,,Q3
Reumatologia Clinica,REUMATOLOGIA CLINICA,4,,Q4
REUNIR-Revista de Administracao Contabilidade e Sustentabilidade,REUNIR REVISTA DE ADMINISTRACAO CONTABILIDADE E SUSTENTABILIDADE,4,,Q4
Rev Rene,REV RENE,4,,Q4
REVELETEO-Revista Electronica Espaco Teologico,REVELETEO REVISTA ELECTRONICA ESPACO TEOLOGICO,4,,
REVELL-Revista de Estudos Literarios da UEMS,REVELL REVISTA DE ESTUDOS LITERARIOS DA UEMS,4,,
REVER-Revista de Estudos da Religiao,REVER REVISTA DE ESTUDOS DA RELIGIAO,4,,
REVESCO-Revista de Estudios Cooperativos,REVESCO REVISTA DE ESTUDIOS COOPERATIVOS,4,,Q3
Review & Expositor,REVIEW AND EXPOSITOR,4,,
Review Journal of Autism and Developmental Disorders,REVIEW JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,3,,Q2
REVIEW-LITERATURE AND ARTS OF THE AMERICAS,REVIEW LITERATURE AND ARTS OF AMERICAS,4,,
Review of Accounting and Finance,REVIEW OF ACCOUNTING AND FINANCE,4,,Q2
REVIEW OF ACCOUNTING STUDIES,REVIEW OF ACCOUNTING STUDIES,3,,Q1
Review of African Political Economy,REVIEW OF AFRICAN POLITICAL ECONOMY,4,,Q1
Review of Agrarian Studies,REVIEW OF AGRARIAN STUDIES,4,,Q4
Review of Asset Pricing Studies,REVIEW OF ASSET PRICING STUDIES,3,,Q3
Review of Austrian Economics,REVIEW OF AUSTRIAN ECONOMICS,4,,Q4
Review of Behavioral Economics,REVIEW OF BEHAVIORAL ECONOMICS,4,,Q4
Review of Behavioral Finance,REVIEW OF BEHAVIORAL FINANCE,4,,Q3
Review of Business,REVIEW OF BUSINESS,4,,Q4
Review of Central and East European Law,REVIEW OF CENTRAL AND EAST EUROPEAN LAW,4,,Q2
Review of Cognitive Linguistics,REVIEW OF COGNITIVE LINGUISTICS,3,,Q3
Review of Communication Research,REVIEW OF COMMUNICATION RESEARCH,1,Yes,Q1
Review of Corporate Finance Studies,REVIEW OF CORPORATE FINANCE STUDIES,4,,Q2
Review of Derivatives Research,REVIEW OF DERIVATIVES RESEARCH,4,,Q3
Review of Development Economics,REVIEW OF DEVELOPMENT ECONOMICS,3,,Q2
Review of Development Finance,REVIEW OF DEVELOPMENT FINANCE,4,,Q4
Review of Economic Analysis,REVIEW OF ECONOMIC ANALYSIS,4,,Q4
Review of Economic Design,REVIEW OF ECONOMIC DESIGN,4,,Q4
REVIEW OF ECONOMIC DYNAMICS,REVIEW OF ECONOMIC DYNAMICS,3,,Q2
Review of Economic Perspectives,REVIEW OF ECONOMIC PERSPECTIVES,4,,Q3
REVIEW OF ECONOMIC STUDIES,REVIEW OF ECONOMIC STUDIES,1,Yes,Q1
Review of Economics and Political Science,REVIEW OF ECONOMICS AND POLITICAL SCIENCE,4,,Q1
REVIEW OF ECONOMICS AND STATISTICS,REVIEW OF ECONOMICS AND STATISTICS,1,Yes,Q1
Review of Economics of the Household,REVIEW OF ECONOMICS OF HOUSEHOLD,3,,Q2
Review of Education,REVIEW OF EDUCATION,3,,Q1
Review of Education Pedagogy and Cultural Studies,REVIEW OF EDUCATION PEDAGOGY AND CULTURAL STUDIES,4,,Q3
REVIEW OF EDUCATIONAL RESEARCH,REVIEW OF EDUCATIONAL RESEARCH,1,Yes,Q1
REVIEW OF ENGLISH STUDIES,REVIEW OF ENGLISH STUDIES,3,,
Review of Environmental Economics and Policy,REVIEW OF ENVIRONMENTAL ECONOMICS AND POLICY,2,,Q1
Review of European and Comparative Law,REVIEW OF EUROPEAN AND COMPARATIVE LAW,4,,Q3
Review of European Comparative & International Environmental Law,REVIEW OF EUROPEAN COMPARATIVE AND INTERNATIONAL ENVIRONMENTAL LAW,3,,Q1
Review of Faith & International Affairs,REVIEW OF FAITH AND INTERNATIONAL AFFAIRS,3,,
Review of Finance,REVIEW OF FINANCE,2,,Q1
Review of Financial Economics,REVIEW OF FINANCIAL ECONOMICS,4,,Q3
REVIEW OF FINANCIAL STUDIES,REVIEW OF FINANCIAL STUDIES,1,Yes,Q1
REVIEW OF GENERAL PSYCHOLOGY,REVIEW OF GENERAL PSYCHOLOGY,2,,Q1
REVIEW OF HIGHER EDUCATION,REVIEW OF HIGHER EDUCATION,2,,Q1
REVIEW OF INCOME AND WEALTH,REVIEW OF INCOME AND WEALTH,3,,Q2
REVIEW OF INDUSTRIAL ORGANIZATION,REVIEW OF INDUSTRIAL ORGANIZATION,4,,Q3
Review of International Business and Strategy,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,4,,Q2
Review of International Economics,REVIEW OF INTERNATIONAL ECONOMICS,4,,Q3
Review of International Organizations,REVIEW OF INTERNATIONAL ORGANIZATIONS,1,Yes,Q1
REVIEW OF INTERNATIONAL POLITICAL ECONOMY,REVIEW OF INTERNATIONAL POLITICAL ECONOMY,2,,Q1
REVIEW OF INTERNATIONAL STUDIES,REVIEW OF INTERNATIONAL STUDIES,1,Yes,Q1
Review of Keynesian Economics,REVIEW OF KEYNESIAN ECONOMICS,3,,Q1
Review of Korean Studies,REVIEW OF KOREAN STUDIES,4,,
Review of Law & Economics,REVIEW OF LAW AND ECONOMICS,4,,Q3
Review of Managerial Science,REVIEW OF MANAGERIAL SCIENCE,2,,Q1
REVIEW OF METAPHYSICS,REVIEW OF METAPHYSICS,4,,
Review of Middle East Studies,REVIEW OF MIDDLE EAST STUDIES,4,,Q4
Review of Network Economics,REVIEW OF NETWORK ECONOMICS,4,,Q4
Review of Pacific Basin Financial Markets and Policies,REVIEW OF PACIFIC BASIN FINANCIAL MARKETS AND POLICIES,4,,Q4
REVIEW OF PALAEOBOTANY AND PALYNOLOGY,REVIEW OF PALAEOBOTANY AND PALYNOLOGY,3,,Q2
Review of Philosophy and Psychology,REVIEW OF PHILOSOPHY AND PSYCHOLOGY,3,,Q2
Review of Policy Research,REVIEW OF POLICY RESEARCH,4,,Q1
REVIEW OF POLITICAL ECONOMY,REVIEW OF POLITICAL ECONOMY,3,,Q2
Review of Public Personnel Administration,REVIEW OF PUBLIC PERSONNEL ADMINISTRATION,2,,Q1
Review of Quantitative Finance and Accounting,REVIEW OF QUANTITATIVE FINANCE AND ACCOUNTING,4,,Q2
Review of Rabbinic Judaism,REVIEW OF RABBINIC JUDAISM,4,,
REVIEW OF RADICAL POLITICAL ECONOMICS,REVIEW OF RADICAL POLITICAL ECONOMICS,3,,Q3
Review of Regional Research-Jahrbuch fur Regionalwissenschaft,REVIEW OF REGIONAL RESEARCH JAHRBUCH FUR REGIONALWISSENSCHAFT,3,,Q2
Review of Regional Studies,REVIEW OF REGIONAL STUDIES,4,,Q4
Review of Religion and Chinese Society,REVIEW OF RELIGION AND CHINESE SOCIETY,2,,
REVIEW OF RELIGIOUS RESEARCH,REVIEW OF RELIGIOUS RESEARCH,2,,Q2
Review of Research in Education,REVIEW OF RESEARCH IN EDUCATION,2,,Q1
REVIEW OF SCIENTIFIC INSTRUMENTS,REVIEW OF SCIENTIFIC INSTRUMENTS,4,,Q3
REVIEW OF SOCIAL ECONOMY,REVIEW OF SOCIAL ECONOMY,3,,Q3
Review of Socionetwork Strategies,REVIEW OF SOCIONETWORK STRATEGIES,4,,Q4
Review of Symbolic Logic,REVIEW OF SYMBOLIC LOGIC,2,,Q1
REVIEW OF WORLD ECONOMICS,REVIEW OF WORLD ECONOMICS,3,,Q3
Reviews and Research in Medical Microbiology,REVIEWS AND RESEARCH IN MEDICAL MICROBIOLOGY,4,,Q4
REVIEWS IN AMERICAN HISTORY,REVIEWS IN AMERICAN HISTORY,4,,Q1
REVIEWS IN ANALYTICAL CHEMISTRY,REVIEWS IN ANALYTICAL CHEMISTRY,3,,Q2
Reviews in Anthropology,REVIEWS IN ANTHROPOLOGY,,,Q4
Reviews in Aquaculture,REVIEWS IN AQUACULTURE,1,Yes,Q1
Reviews in Cardiovascular Medicine,REVIEWS IN CARDIOVASCULAR MEDICINE,3,,Q3
REVIEWS IN CHEMICAL ENGINEERING,REVIEWS IN CHEMICAL ENGINEERING,3,,Q1
REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,REVIEWS IN ENDOCRINE AND METABOLIC DISORDERS,2,,Q1
REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY,REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO TECHNOLOGY,2,,Q1
REVIEWS IN FISH BIOLOGY AND FISHERIES,REVIEWS IN FISH BIOLOGY AND FISHERIES,1,Yes,Q1
Reviews in Fisheries Science & Aquaculture,REVIEWS IN FISHERIES SCIENCE AND AQUACULTURE,1,Yes,Q1
REVIEWS IN INORGANIC CHEMISTRY,REVIEWS IN INORGANIC CHEMISTRY,3,,Q2
REVIEWS IN MATHEMATICAL PHYSICS,REVIEWS IN MATHEMATICAL PHYSICS,3,,Q3
REVIEWS IN MEDICAL VIROLOGY,REVIEWS IN MEDICAL VIROLOGY,2,,Q1
REVIEWS IN THE NEUROSCIENCES,REVIEWS IN NEUROSCIENCES,3,,Q1
Reviews of Environmental Contamination and Toxicology,REVIEWS OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,3,,Q1
REVIEWS OF GEOPHYSICS,REVIEWS OF GEOPHYSICS,1,Yes,Q1
REVIEWS OF MODERN PHYSICS,REVIEWS OF MODERN PHYSICS,1,Yes,Q1
Reviews of Modern Plasma Physics,REVIEWS OF MODERN PLASMA PHYSICS,,,Q1
REVIEWS ON ADVANCED MATERIALS SCIENCE,REVIEWS ON ADVANCED MATERIALS SCIENCE,3,,Q2
REVIEWS ON ENVIRONMENTAL HEALTH,REVIEWS ON ENVIRONMENTAL HEALTH,4,,Q1
Reviews on Recent Clinical Trials,REVIEWS ON RECENT CLINICAL TRIALS,4,,Q4
Revija za Kriminalistiko in Kriminologijo,REVIJA ZA KRIMINALISTIKO IN KRIMINOLOGIJO,4,,Q4
Revija za Socijalnu Politiku,REVIJA ZA SOCIJALNU POLITIKU,4,,Q4
Revista 180,REVISTA 180,4,,
Revista Academica da Faculdade de Direito do Recife,REVISTA ACADEMICA DA FACULDADE DE DIREITO DO RECIFE,4,,Q4
Revista Acta Geografica,REVISTA ACTA GEOGRAFICA,4,,Q4
Revista Administracao em Dialogo,REVISTA ADMINISTRACAO EM DIALOGO,4,,Q4
Revista Agrogeoambiental,REVISTA AGROGEOAMBIENTAL,4,,Q4
Revista Ambiente Contabil,REVISTA AMBIENTE CONTABIL,4,,Q4
Revista Andina de Estudios Politicos,REVISTA ANDINA DE ESTUDIOS POLITICOS,4,,Q4
Revista Argentina de Ciencias del Comportamiento,REVISTA ARGENTINA DE CIENCIAS DEL COMPORTAMIENTO,4,,Q4
Revista Argentina de Historiografia Linguistica,REVISTA ARGENTINA DE HISTORIOGRAFIA LINGUISTICA,4,,
REVISTA ARGENTINA DE MICROBIOLOGIA,REVISTA ARGENTINA DE MICROBIOLOGIA,4,,Q3
Revista Artemis,REVISTA ARTEMIS,4,,Q4
REVISTA ARVORE,REVISTA ARVORE,4,,Q3
Revista Biblica,REVISTA BIBLICA,4,,
Revista Bio Ciencias,REVISTA BIO CIENCIAS,4,,Q4
Revista Boliviana de Derecho,REVISTA BOLIVIANA DE DERECHO,4,,Q4
REVISTA BRASILEIRA DE CIENCIA DO SOLO,REVISTA BRASILEIRA DE CIENCIA DO SOLO,4,,Q3
Revista Brasileira de Ciencias Agrarias-Agraria,REVISTA BRASILEIRA DE CIENCIAS AGRARIAS AGRARIA,4,,Q4
Revista Brasileira de Ciencias Ambientais,REVISTA BRASILEIRA DE CIENCIAS AMBIENTAIS,4,,Q4
Revista Brasileira de Computacao Aplicada,REVISTA BRASILEIRA DE COMPUTACAO APLICADA,4,,Q4
Revista Brasileira de Direito,REVISTA BRASILEIRA DE DIREITO,4,,Q3
Revista Brasileira de Direito Processual Penal,REVISTA BRASILEIRA DE DIREITO PROCESSUAL PENAL,4,,Q3
Revista Brasileira de Educacao do Campo-Brazilian Journal of Rural Education,REVISTA BRASILEIRA DE EDUCACAO DO CAMPO BRAZILIAN JOURNAL OF RURAL EDUCATION,4,,Q4
Revista Brasileira de Enfermagem,REVISTA BRASILEIRA DE ENFERMAGEM,4,,Q3
Revista Brasileira de Engenharia Agricola e Ambiental,REVISTA BRASILEIRA DE ENGENHARIA AGRICOLA E AMBIENTAL,4,,Q3
REVISTA BRASILEIRA DE ENTOMOLOGIA,REVISTA BRASILEIRA DE ENTOMOLOGIA,4,,Q2
Revista Brasileira de Epidemiologia,REVISTA BRASILEIRA DE EPIDEMIOLOGIA,,,Q3
Revista Brasileira de Estudos Politicos,REVISTA BRASILEIRA DE ESTUDOS POLITICOS,4,,Q4
Revista Brasileira de Farmacognosia-Brazilian Journal of Pharmacognosy,REVISTA BRASILEIRA DE FARMACOGNOSIA BRAZILIAN JOURNAL OF PHARMACOGNOSY,4,,Q4
Revista Brasileira de Fruticultura,REVISTA BRASILEIRA DE FRUTICULTURA,4,,Q4
Revista Brasileira de Futsal e Futebol,REVISTA BRASILEIRA DE FUTSAL E FUTEBOL,4,,Q4
Revista Brasileira de Geomorfologia,REVISTA BRASILEIRA DE GEOMORFOLOGIA,4,,Q4
Revista Brasileira de Ginecologia e Obstetricia,REVISTA BRASILEIRA DE GINECOLOGIA E OBSTETRICIA,4,,Q3
Revista Brasileira de Historia,REVISTA BRASILEIRA DE HISTORIA,4,,Q2
Revista Brasileira de Historia & Ciencias Sociais,REVISTA BRASILEIRA DE HISTORIA AND CIENCIAS SOCIAIS,4,,Q4
Revista Brasileira de Inovacao,REVISTA BRASILEIRA DE INOVACAO,4,,Q4
Revista Brasileira de Marketing,REVISTA BRASILEIRA DE MARKETING,4,,Q4
REVISTA BRASILEIRA DE PALEONTOLOGIA,REVISTA BRASILEIRA DE PALEONTOLOGIA,4,,Q4
REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA,REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA,3,,Q3
Revista Brasileira de Pesquisa em Turismo,REVISTA BRASILEIRA DE PESQUISA EM TURISMO,4,,Q4
Revista Brasileira de Politica Internacional,REVISTA BRASILEIRA DE POLITICA INTERNACIONAL,4,,Q3
REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE,REVISTA BRASILEIRA DE ZOOTECNIA BRAZILIAN JOURNAL OF ANIMAL SCIENCE,4,,Q3
Revista Caatinga,REVISTA CAATINGA,4,,Q3
Revista Catalana de Dret Public,REVISTA CATALANA DE DRET PUBLIC,4,,Q3
Revista CES Derecho,REVISTA CES DERECHO,4,,Q4
Revista CES Psicologia,REVISTA CES PSICOLOGIA,4,,Q4
Revista Chapingo Serie Ciencias Forestales y del Ambiente,REVISTA CHAPINGO SERIE CIENCIAS FORESTALES Y DEL AMBIENTE,4,,Q4
Revista Chilena de Derecho,REVISTA CHILENA DE DERECHO,4,,Q3
Revista Chilena de Derecho y Tecnologia,REVISTA CHILENA DE DERECHO Y TECNOLOGIA,4,,Q3
REVISTA CHILENA DE ENTOMOLOGIA,REVISTA CHILENA DE ENTOMOLOGIA,,,Q4
Revista Chilena de Estudios Medievales,REVISTA CHILENA DE ESTUDIOS MEDIEVALES,4,,
REVISTA CHILENA DE HISTORIA NATURAL,REVISTA CHILENA DE HISTORIA NATURAL,4,,Q3
Revista Chilena de Infectologia,REVISTA CHILENA DE INFECTOLOGIA,4,,Q4
REVISTA CHILENA DE LITERATURA,REVISTA CHILENA DE LITERATURA,4,,
Revista Chilena de Neuropsicologia,REVISTA CHILENA DE NEUROPSICOLOGIA,,,Q4
Revista Chilena de Nutricion,REVISTA CHILENA DE NUTRICION,4,,Q4
Revista CICAG,REVISTA CICAG,4,,Q4
Revista CIDOB d Afers Internationals,REVISTA CIDOB D AFERS INTERNATIONALS,4,,Q3
Revista Ciencia Agronomica,REVISTA CIENCIA AGRONOMICA,4,,Q3
Revista Ciencias Administrativas,REVISTA CIENCIAS ADMINISTRATIVAS,4,,Q4
Revista Ciencias Pedagogicas e Innovacion,REVISTA CIENCIAS PEDAGOGICAS E INNOVACION,4,,Q4
Revista Ciencias Sociales y Educacion,REVISTA CIENCIAS SOCIALES Y EDUCACION,4,,Q4
Revista Cientifica,REVISTA CIENTIFICA,4,,Q4
Revista Cientifica da Faculdade de Educacao e Meio Ambiente,REVISTA CIENTIFICA DA FACULDADE DE EDUCACAO E MEIO AMBIENTE,4,,Q4
REVISTA CIENTIFICA-FACULTAD DE CIENCIAS VETERINARIAS,REVISTA CIENTIFICA FACULTAD DE CIENCIAS VETERINARIAS,4,,Q4
Revista Cientifica General Jose Maria Cordova,REVISTA CIENTIFICA GENERAL JOSE MARIA CORDOVA,,,Q3
Revista Cientifica Hermes,REVISTA CIENTIFICA HERMES,4,,Q4
Revista Clinica Contemporanea,REVISTA CLINICA CONTEMPORANEA,4,,Q4
REVISTA CLINICA ESPANOLA,REVISTA CLINICA ESPANOLA,4,,Q2
Revista Colombiana de Bioetica,REVISTA COLOMBIANA DE BIOETICA,4,,Q4
Revista Colombiana de Cancerologia,REVISTA COLOMBIANA DE CANCEROLOGIA,4,,Q4
Revista Colombiana de Ciencias Pecuarias,REVISTA COLOMBIANA DE CIENCIAS PECUARIAS,4,,Q4
Revista Colombiana de Ciencias Sociales,REVISTA COLOMBIANA DE CIENCIAS SOCIALES,4,,Q4
REVISTA COLOMBIANA DE ENTOMOLOGIA,REVISTA COLOMBIANA DE ENTOMOLOGIA,4,,Q4
Revista Colombiana de Filosofia de la Ciencia,REVISTA COLOMBIANA DE FILOSOFIA DE LA CIENCIA,4,,Q4
Revista Colombiana de Investigaciones Agroindustriales,REVISTA COLOMBIANA DE INVESTIGACIONES AGROINDUSTRIALES,4,,Q3
Revista Colombiana de Quimica,REVISTA COLOMBIANA DE QUIMICA,4,,Q4
Revista Colombiana de Sociologia,REVISTA COLOMBIANA DE SOCIOLOGIA,4,,Q4
Revista Complutense de Educacion,REVISTA COMPLUTENSE DE EDUCACION,4,,Q3
Revista Complutense de Historia de America,REVISTA COMPLUTENSE DE HISTORIA DE AMERICA,4,,Q2
Revista Comunicacao Midiatica,REVISTA COMUNICACAO MIDIATICA,4,,Q4
Revista Comunicacion,REVISTA COMUNICACION,4,,Q4
Revista Conrado,REVISTA CONRADO,4,,Q4
Revista Contabilidade e Controladoria-RC C,REVISTA CONTABILIDADE E CONTROLADORIA RC C,4,,Q4
Revista Contemporanea de Educacao,REVISTA CONTEMPORANEA DE EDUCACAO,4,,Q4
Revista Cooperativismo y Desarrollo-COODES,REVISTA COOPERATIVISMO Y DESARROLLO COODES,4,,Q4
Revista Corpoica-Ciencia y Tecnologia Agropecuaria,REVISTA CORPOICA CIENCIA Y TECNOLOGIA AGROPECUARIA,4,,Q4
Revista Costarricense de Psicologia,REVISTA COSTARRICENSE DE PSICOLOGIA,4,,Q4
Revista Criminalidad,REVISTA CRIMINALIDAD,4,,Q4
Revista Critica Cultural,REVISTA CRITICA CULTURAL,4,,
Revista Critica de Ciencias Sociais,REVISTA CRITICA DE CIENCIAS SOCIAIS,4,,Q3
Revista CS en Ciencias Sociales,REVISTA CS EN CIENCIAS SOCIALES,4,,Q4
Revista Cubana de Ciencias Forestales,REVISTA CUBANA DE CIENCIAS FORESTALES,4,,Q4
Revista Cubana de Fisica,REVISTA CUBANA DE FISICA,4,,Q4
Revista Cubana de Ingenieria,REVISTA CUBANA DE INGENIERIA,4,,
Revista Cubana de Reumatologia,REVISTA CUBANA DE REUMATOLOGIA,4,,Q4
Revista Cuidarte,REVISTA CUIDARTE,4,,Q4
Revista da Anpoll,REVISTA DA ANPOLL,4,,
Revista da Associacao Medica Brasileira,REVISTA DA ASSOCIACAO MEDICA BRASILEIRA,4,,Q2
Revista da Escola de Enfermagem da USP,REVISTA DA ESCOLA DE ENFERMAGEM DA USP,4,,Q3
Revista da Sociedade Brasileira de Medicina Tropical,REVISTA DA SOCIEDADE BRASILEIRA DE MEDICINA TROPICAL,4,,Q2
Revista de Administracao Publica,REVISTA DE ADMINISTRACAO PUBLICA,4,,Q4
Revista de Agricultura Neotropical,REVISTA DE AGRICULTURA NEOTROPICAL,4,,Q4
Revista de Antropologia Social,REVISTA DE ANTROPOLOGIA SOCIAL,4,,Q4
Revista de Arqueologia Historica Argentina y Latinoamericana,REVISTA DE ARQUEOLOGIA HISTORICA ARGENTINA Y LATINOAMERICANA,4,,
Revista de Arquitectura-Bogota,REVISTA DE ARQUITECTURA BOGOTA,4,,
Revista de Artes Marciales Asiaticas,REVISTA DE ARTES MARCIALES ASIATICAS,4,,Q3
REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA,REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA,4,,Q4
REVISTA DE BIOLOGIA TROPICAL,REVISTA DE BIOLOGIA TROPICAL,4,,Q4
Revista de Cancioneros Impresos y Manuscritos,REVISTA DE CANCIONEROS IMPRESOS Y MANUSCRITOS,2,,
Revista de Ciencia Politica,REVISTA DE CIENCIA POLITICA,3,,Q2
Revista de Ciencias Agricolas,REVISTA DE CIENCIAS AGRICOLAS,4,,Q4
