Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
HOME HEALTH CARE SERVICES QUARTERLY,HOME HEALTH CARE SERVICES QUARTERLY,4,,Q4
Homeopathy,HOMEOPATHY,4,,Q3
Homicide Studies,HOMICIDE STUDIES,4,,Q1
HOMO-JOURNAL OF COMPARATIVE HUMAN BIOLOGY,HOMO JOURNAL OF COMPARATIVE HUMAN BIOLOGY,4,,Q2
Homo Oeconomicus-Journal of Behavioral and Institutional Economics,HOMO OECONOMICUS JOURNAL OF BEHAVIORAL AND INSTITUTIONAL ECONOMICS,4,,Q4
Homology Homotopy and Applications,HOMOLOGY HOMOTOPY AND APPLICATIONS,2,,Q3
Honam Mathematical Journal,HONAM MATHEMATICAL JOURNAL,4,,Q4
Hong Kong Journal of Dermatology & Venereology,HONG KONG JOURNAL OF DERMATOLOGY AND VENEREOLOGY,4,,
Hong Kong Journal of Emergency Medicine,HONG KONG JOURNAL OF EMERGENCY MEDICINE,4,,Q3
Hong Kong Journal of Occupational Therapy,HONG KONG JOURNAL OF OCCUPATIONAL THERAPY,4,,Q2
Hong Kong Journal of Paediatrics,HONG KONG JOURNAL OF PAEDIATRICS,4,,Q4
Hong Kong Journal of Radiology,HONG KONG JOURNAL OF RADIOLOGY,4,,Q4
Hong Kong Law Journal,HONG KONG LAW JOURNAL,4,,Q3
HONG KONG MEDICAL JOURNAL,HONG KONG MEDICAL JOURNAL,4,,Q1
Hong Kong Physiotherapy Journal,HONG KONG PHYSIOTHERAPY JOURNAL,4,,Q4
HOPOS-The Journal of the International Society for the History of Philosophy of Science,HOPOS JOURNAL OF INTERNATIONAL SOCIETY FOR HISTORY OF PHILOSOPHY OF SCIENCE,3,,Q3
Horizon-Fenomenologicheskie Issledovaniya,HORIZON FENOMENOLOGICHESKIE ISSLEDOVANIYA,,,
HORIZONS,HORIZONS,3,,
Horizons in Biblical Theology,HORIZONS IN BIBLICAL THEOLOGY,4,,
Horizonte-Revista de Estudos de Teologia e Ciencias da Religiao,HORIZONTE REVISTA DE ESTUDOS DE TEOLOGIA E CIENCIAS DA RELIGIAO,4,,
Hormigon y Acero,HORMIGON Y ACERO,4,,Q4
HORMONE AND METABOLIC RESEARCH,HORMONE AND METABOLIC RESEARCH,4,,Q4
Hormone Molecular Biology and Clinical Investigation,HORMONE MOLECULAR BIOLOGY AND CLINICAL INVESTIGATION,4,,Q4
Hormone Research in Paediatrics,HORMONE RESEARCH IN PAEDIATRICS,3,,Q1
Hormones and Behavior,HORMONES AND BEHAVIOR,3,,Q2
Hormones-International Journal of Endocrinology and Metabolism,HORMONES INTERNATIONAL JOURNAL OF ENDOCRINOLOGY AND METABOLISM,4,,Q3
Horror Studies,HORROR STUDIES,3,,
Horticultura Brasileira,HORTICULTURA BRASILEIRA,4,,Q4
Horticulturae,HORTICULTURAE,2,,Q1
Horticultural Plant Journal,HORTICULTURAL PLANT JOURNAL,1,Yes,Q1
HORTICULTURAL SCIENCE,HORTICULTURAL SCIENCE,4,,Q3
Horticultural Science & Technology,HORTICULTURAL SCIENCE AND TECHNOLOGY,4,,Q4
Horticulture Environment and Biotechnology,HORTICULTURE ENVIRONMENT AND BIOTECHNOLOGY,3,,Q2
Horticulture Journal,HORTICULTURE JOURNAL,4,,Q3
Horticulture Research,HORTICULTURE RESEARCH,1,Yes,Q1
HORTSCIENCE,HORTSCIENCE,4,,Q2
HORTTECHNOLOGY,HORTTECHNOLOGY,4,,Q3
Hospital Pediatrics,HOSPITAL PEDIATRICS,,,Q2
HOSPITAL PHARMACY,HOSPITAL PHARMACY,4,,Q4
Hospitality & Society,HOSPITALITY AND SOCIETY,4,,Q3
Housing Care and Support,HOUSING CARE AND SUPPORT,4,,Q4
HOUSING POLICY DEBATE,HOUSING POLICY DEBATE,3,,Q1
HOUSING STUDIES,HOUSING STUDIES,3,,Q1
Housing Theory & Society,HOUSING THEORY AND SOCIETY,3,,Q2
HOUSTON JOURNAL OF MATHEMATICS,HOUSTON JOURNAL OF MATHEMATICS,4,,Q4
How-A Colombian Journal for Teachers of English,HOW A COLOMBIAN JOURNAL FOR TEACHERS OF ENGLISH,4,,Q4
Howard Journal of Communications,HOWARD JOURNAL OF COMMUNICATIONS,2,,Q3
HPB,HPB,3,,Q1
Hrvatske Vode,HRVATSKE VODE,,,Q4
Hrvatski Dijalektoloski Zbornik,HRVATSKI DIJALEKTOLOSKI ZBORNIK,4,,
Hrvatski Filmski Ljetopis,HRVATSKI FILMSKI LJETOPIS,4,,
Hrvatski Geografski Glasnik-Croatian Geographical Bulletin,HRVATSKI GEOGRAFSKI GLASNIK CROATIAN GEOGRAPHICAL BULLETIN,4,,Q4
HSE-Social and Education History,HSE SOCIAL AND EDUCATION HISTORY,4,,Q2
HSS Journal,HSS JOURNAL,4,,Q3
HTM-Journal of Heat Treatment and Materials,HTM JOURNAL OF HEAT TREATMENT AND MATERIALS,4,,Q4
HUDEBNI VEDA,HUDEBNI VEDA,3,,
HUDSON REVIEW,HUDSON REVIEW,4,,
Human Affairs-Postdisciplinary Humanities & Social Sciences Quarterly,HUMAN AFFAIRS POSTDISCIPLINARY HUMANITIES AND SOCIAL SCIENCES QUARTERLY,4,,Q3
HUMAN AND ECOLOGICAL RISK ASSESSMENT,HUMAN AND ECOLOGICAL RISK ASSESSMENT,4,,Q3
HUMAN & EXPERIMENTAL TOXICOLOGY,HUMAN AND EXPERIMENTAL TOXICOLOGY,4,,Q2
Human-Animal Interactions,HUMAN ANIMAL INTERACTIONS,,,Q2
Human Arenas,HUMAN ARENAS,3,,Q3
Human Behavior and Emerging Technologies,HUMAN BEHAVIOR AND EMERGING TECHNOLOGIES,3,,Q1
HUMAN BRAIN MAPPING,HUMAN BRAIN MAPPING,2,,Q1
Human Cell,HUMAN CELL,3,,Q3
Human-centric Computing and Information Sciences,HUMAN CENTRIC COMPUTING AND INFORMATION SCIENCES,3,,Q2
HUMAN COMMUNICATION RESEARCH,HUMAN COMMUNICATION RESEARCH,1,Yes,Q1
HUMAN-COMPUTER INTERACTION,HUMAN COMPUTER INTERACTION,2,,Q1
HUMAN DEVELOPMENT,HUMAN DEVELOPMENT,1,Yes,Q1
HUMAN DIMENSIONS OF WILDLIFE,HUMAN DIMENSIONS OF WILDLIFE,3,,Q3
HUMAN ECOLOGY,HUMAN ECOLOGY,4,,Q1
Human Ecology Review,HUMAN ECOLOGY REVIEW,4,,Q4
HUMAN FACTORS,HUMAN FACTORS,3,,Q1
Human Factors and Ergonomics in Manufacturing & Service Industries,HUMAN FACTORS AND ERGONOMICS IN MANUFACTURING AND SERVICE INDUSTRIES,3,,Q3
Human Factors in Healthcare,HUMAN FACTORS IN HEALTHCARE,,,Q2
Human Fertility,HUMAN FERTILITY,4,,Q3
Human Gene,HUMAN GENE,4,,Q4
HUMAN GENE THERAPY,HUMAN GENE THERAPY,3,,Q1
HUMAN GENETICS,HUMAN GENETICS,2,,Q2
Human Genetics and Genomics Advances,HUMAN GENETICS AND GENOMICS ADVANCES,2,,Q2
Human Genome Variation,HUMAN GENOME VARIATION,4,,Q4
Human Genomics,HUMAN GENOMICS,2,,Q1
HUMAN HEREDITY,HUMAN HEREDITY,4,,Q4
HUMAN IMMUNOLOGY,HUMAN IMMUNOLOGY,4,,Q3
HUMAN MOLECULAR GENETICS,HUMAN MOLECULAR GENETICS,2,,Q2
Human Movement,HUMAN MOVEMENT,,,Q4
HUMAN MOVEMENT SCIENCE,HUMAN MOVEMENT SCIENCE,3,,Q2
HUMAN MUTATION,HUMAN MUTATION,2,,Q2
HUMAN NATURE-AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE,HUMAN NATURE AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE,2,,Q1
Human Nutrition & Metabolism,HUMAN NUTRITION AND METABOLISM,4,,Q3
HUMAN ORGANIZATION,HUMAN ORGANIZATION,4,,Q3
HUMAN PATHOLOGY,HUMAN PATHOLOGY,3,,Q2
Human Pathology Reports,HUMAN PATHOLOGY REPORTS,,,Q4
HUMAN PERFORMANCE,HUMAN PERFORMANCE,3,,Q3
HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL,HUMAN PSYCHOPHARMACOLOGY CLINICAL AND EXPERIMENTAL,4,,Q3
HUMAN RELATIONS,HUMAN RELATIONS,2,,Q1
HUMAN REPRODUCTION,HUMAN REPRODUCTION,1,Yes,Q1
Human Reproduction Open,HUMAN REPRODUCTION OPEN,2,,Q1
HUMAN REPRODUCTION UPDATE,HUMAN REPRODUCTION UPDATE,1,Yes,Q1
HUMAN RESOURCE DEVELOPMENT INTERNATIONAL,HUMAN RESOURCE DEVELOPMENT INTERNATIONAL,3,,Q2
Human Resource Development Quarterly,HUMAN RESOURCE DEVELOPMENT QUARTERLY,3,,Q1
Human Resource Development Review,HUMAN RESOURCE DEVELOPMENT REVIEW,2,,Q2
HUMAN RESOURCE MANAGEMENT,HUMAN RESOURCE MANAGEMENT,2,,Q1
Human Resource Management Journal,HUMAN RESOURCE MANAGEMENT JOURNAL,2,,Q1
HUMAN RESOURCE MANAGEMENT REVIEW,HUMAN RESOURCE MANAGEMENT REVIEW,1,Yes,Q1
Human Resources for Health,HUMAN RESOURCES FOR HEALTH,2,,Q1
Human Rights Law Review,HUMAN RIGHTS LAW REVIEW,2,,Q1
HUMAN RIGHTS QUARTERLY,HUMAN RIGHTS QUARTERLY,4,,Q3
Human Rights Review,HUMAN RIGHTS REVIEW,3,,Q1
Human Service Organizations Management Leadership & Governance,HUMAN SERVICE ORGANIZATIONS MANAGEMENT LEADERSHIP AND GOVERNANCE,3,,Q2
Human Sport Medicine,HUMAN SPORT MEDICINE,4,,Q4
HUMAN STUDIES,HUMAN STUDIES,3,,Q3
HUMAN SYSTEMS MANAGEMENT,HUMAN SYSTEMS MANAGEMENT,4,,Q4
Human Vaccines & Immunotherapeutics,HUMAN VACCINES AND IMMUNOTHERAPEUTICS,3,,Q2
Human-Wildlife Interactions,HUMAN WILDLIFE INTERACTIONS,4,,
Humana Mente-Journal of Philosophical Studies,HUMANA MENTE JOURNAL OF PHILOSOPHICAL STUDIES,3,,
Humanidades & Inovacao,HUMANIDADES AND INOVACAO,4,,
Humanitas-Portugal,HUMANITAS PORTUGAL,4,,
Humanities & Social Sciences Communications,HUMANITIES AND SOCIAL SCIENCES COMMUNICATIONS,2,,Q1
Humanities-Basel,HUMANITIES BASEL,3,,
Humanity-An International Journal of Human Rights Humanitarianism and Development,HUMANITY AN INTERNATIONAL JOURNAL OF HUMAN RIGHTS HUMANITARIANISM AND DEVELOPMENT,3,,Q3
Hume Studies,HUME STUDIES,2,,
HUMOR-INTERNATIONAL JOURNAL OF HUMOR RESEARCH,HUMOR INTERNATIONAL JOURNAL OF HUMOR RESEARCH,3,,Q3
Hungarian Cultural Studies,HUNGARIAN CULTURAL STUDIES,4,,Q4
Hungarian Geographical Bulletin,HUNGARIAN GEOGRAPHICAL BULLETIN,4,,Q3
Hungarian Journal of Industry and Chemistry,HUNGARIAN JOURNAL OF INDUSTRY AND CHEMISTRY,4,,Q4
HUNTINGTON LIBRARY QUARTERLY,HUNTINGTON LIBRARY QUARTERLY,3,,
HUSSERL STUDIES,HUSSERL STUDIES,1,Yes,
Hybris-Revista de Filosofia,HYBRIS REVISTA DE FILOSOFIA,4,,
HYDROBIOLOGIA,HYDROBIOLOGIA,3,,Q1
Hydrogen,HYDROGEN,,,Q3
HYDROGEOLOGY JOURNAL,HYDROGEOLOGY JOURNAL,3,,Q2
HYDROLOGICAL PROCESSES,HYDROLOGICAL PROCESSES,3,,Q2
Hydrological Research Letters,HYDROLOGICAL RESEARCH LETTERS,4,,Q4
Hydrological Sciences Journal,HYDROLOGICAL SCIENCES JOURNAL,4,,Q2
Hydrologie und Wasserbewirtschaftung,HYDROLOGIE UND WASSERBEWIRTSCHAFTUNG,4,,Q4
Hydrology,HYDROLOGY,3,,Q2
HYDROLOGY AND EARTH SYSTEM SCIENCES,HYDROLOGY AND EARTH SYSTEM SCIENCES,1,Yes,Q1
Hydrology Research,HYDROLOGY RESEARCH,4,,Q2
HYDROMETALLURGY,HYDROMETALLURGY,2,,Q1
Hygiene and Environmental Health Advances,HYGIENE AND ENVIRONMENTAL HEALTH ADVANCES,,,Q2
Hypatia-A Journal of Feminist Philosophy,HYPATIA A JOURNAL OF FEMINIST PHILOSOPHY,2,,Q2
HYPERTENSION,HYPERTENSION,1,Yes,Q1
HYPERTENSION IN PREGNANCY,HYPERTENSION IN PREGNANCY,4,,Q2
HYPERTENSION RESEARCH,HYPERTENSION RESEARCH,3,,Q1
Hypertension Research in Pregnancy,HYPERTENSION RESEARCH IN PREGNANCY,4,,Q4
Hypnos,HYPNOS,4,,
HYSTRIX-Italian Journal of Mammalogy,HYSTRIX ITALIAN JOURNAL OF MAMMALOGY,4,,Q2
