Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
Tissue Engineering and Regenerative Medicine,TISSUE ENGINEERING AND REGENERATIVE MEDICINE,3,,Q2
Tissue Engineering Part A,TISSUE ENGINEERING PART A,3,,Q3
Tissue Engineering Part B-Reviews,TISSUE ENGINEERING PART B REVIEWS,2,,Q2
Tissue Engineering Part C-Methods,TISSUE ENGINEERING PART C METHODS,4,,Q3
Tizard Learning Disability Review,TIZARD LEARNING DISABILITY REVIEW,4,,Q4
tm-Technisches Messen,TM TECHNISCHES MESSEN,4,,Q4
TOBACCO CONTROL,TOBACCO CONTROL,2,,Q1
Tobacco Induced Diseases,TOBACCO INDUCED DISEASES,3,,Q3
Tobacco Prevention & Cessation,TOBACCO PREVENTION AND CESSATION,4,,Q3
Tobacco Use Insights,TOBACCO USE INSIGHTS,4,,Q2
Tocqueville Review,TOCQUEVILLE REVIEW,4,,Q4
TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE,TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE,4,,Q2
TOHOKU MATHEMATICAL JOURNAL,TOHOKU MATHEMATICAL JOURNAL,4,,Q4
Tokyo Journal of Mathematics,TOKYO JOURNAL OF MATHEMATICS,4,,Q4
Tomography,TOMOGRAPHY,4,,Q2
Tomsk State University Journal,TOMSK STATE UNIVERSITY JOURNAL,4,,Q4
Tomskii Zhurnal Lingvisticheskikh i Antropologicheskikh Issledovanii-Tomsk Journal of Linguistics and Anthropology,TOMSKII ZHURNAL LINGVISTICHESKIKH I ANTROPOLOGICHESKIKH ISSLEDOVANII TOMSK JOURNAL OF LINGUISTICS AND ANTHROPOLOGY,4,,Q4
Top,TOP,4,,Q4
TOPIA-Canadian Journal of Cultural Studies,TOPIA CANADIAN JOURNAL OF CULTURAL STUDIES,4,,Q4
Topicos-Revista de Filosofia,TOPICOS REVISTA DE FILOSOFIA,4,,
TOPICS IN CATALYSIS,TOPICS IN CATALYSIS,4,,Q2
TOPICS IN CLINICAL NUTRITION,TOPICS IN CLINICAL NUTRITION,4,,Q4
Topics in Cognitive Science,TOPICS IN COGNITIVE SCIENCE,2,,Q1
Topics in Companion Animal Medicine,TOPICS IN COMPANION ANIMAL MEDICINE,3,,Q2
Topics in Current Chemistry,TOPICS IN CURRENT CHEMISTRY,2,,Q1
TOPICS IN EARLY CHILDHOOD SPECIAL EDUCATION,TOPICS IN EARLY CHILDHOOD SPECIAL EDUCATION,3,,Q2
TOPICS IN GERIATRIC REHABILITATION,TOPICS IN GERIATRIC REHABILITATION,4,,Q4
TOPICS IN LANGUAGE DISORDERS,TOPICS IN LANGUAGE DISORDERS,3,,Q2
Topics in Linguistics,TOPICS IN LINGUISTICS,4,,
Topics in Spinal Cord Injury Rehabilitation,TOPICS IN SPINAL CORD INJURY REHABILITATION,4,,Q3
Topics in Stroke Rehabilitation,TOPICS IN STROKE REHABILITATION,3,,Q1
TOPOI-AN INTERNATIONAL REVIEW OF PHILOSOPHY,TOPOI AN INTERNATIONAL REVIEW OF PHILOSOPHY,2,,
Topoi-Revista de Historia,TOPOI REVISTA DE HISTORIA,4,,Q3
Topological Methods in Nonlinear Analysis,TOPOLOGICAL METHODS IN NONLINEAR ANALYSIS,4,,Q2
TOPOLOGY AND ITS APPLICATIONS,TOPOLOGY AND ITS APPLICATIONS,4,,Q3
Toronto Journal of Theology,TORONTO JOURNAL OF THEOLOGY,4,,
Torre del Virrey-Revista de Estudios Culturales,TORRE DEL VIRREY REVISTA DE ESTUDIOS CULTURALES,4,,
Torres de Lucca-Revista Internacional de Filosofia Politica,TORRES DE LUCCA REVISTA INTERNACIONAL DE FILOSOFIA POLITICA,4,,
Tort Law Review,TORT LAW REVIEW,4,,Q3
TOTAL QUALITY MANAGEMENT & BUSINESS EXCELLENCE,TOTAL QUALITY MANAGEMENT AND BUSINESS EXCELLENCE,4,,Q1
Totalitarismus und Demokratie,TOTALITARISMUS UND DEMOKRATIE,4,,Q4
TOUNG PAO,TOUNG PAO,4,,
Tourism,TOURISM,4,,Q3
Tourism Analysis,TOURISM ANALYSIS,4,,Q3
Tourism and Hospitality Management-Croatia,TOURISM AND HOSPITALITY MANAGEMENT CROATIA,4,,Q3
Tourism and Hospitality Research,TOURISM AND HOSPITALITY RESEARCH,3,,Q2
Tourism & Management Studies,TOURISM AND MANAGEMENT STUDIES,4,,Q1
TOURISM CULTURE & COMMUNICATION,TOURISM CULTURE AND COMMUNICATION,4,,Q4
Tourism Economics,TOURISM ECONOMICS,3,,Q1
Tourism Geographies,TOURISM GEOGRAPHIES,3,,Q1
Tourism Management,TOURISM MANAGEMENT,1,Yes,Q1
Tourism Management Perspectives,TOURISM MANAGEMENT PERSPECTIVES,2,,Q1
Tourism Planning & Development,TOURISM PLANNING AND DEVELOPMENT,4,,Q2
Tourism Recreation Research,TOURISM RECREATION RESEARCH,3,,Q2
Tourism Review,TOURISM REVIEW,2,Yes,Q1
Tourism Review International,TOURISM REVIEW INTERNATIONAL,4,,Q3
Tourist Studies,TOURIST STUDIES,4,,Q2
Town and Regional Planning,TOWN AND REGIONAL PLANNING,4,,Q4
TOWN PLANNING REVIEW,TOWN PLANNING REVIEW,3,,Q3
TOXICOLOGIC PATHOLOGY,TOXICOLOGIC PATHOLOGY,4,,Q3
TOXICOLOGICAL AND ENVIRONMENTAL CHEMISTRY,TOXICOLOGICAL AND ENVIRONMENTAL CHEMISTRY,4,,Q4
Toxicological Research,TOXICOLOGICAL RESEARCH,4,,Q3
TOXICOLOGICAL SCIENCES,TOXICOLOGICAL SCIENCES,3,,Q1
Toxicologie Analytique et Clinique,TOXICOLOGIE ANALYTIQUE ET CLINIQUE,4,,Q4
TOXICOLOGY,TOXICOLOGY,3,,Q1
TOXICOLOGY AND APPLIED PHARMACOLOGY,TOXICOLOGY AND APPLIED PHARMACOLOGY,3,,Q2
Toxicology and Environmental Health Sciences,TOXICOLOGY AND ENVIRONMENTAL HEALTH SCIENCES,4,,Q4
TOXICOLOGY AND INDUSTRIAL HEALTH,TOXICOLOGY AND INDUSTRIAL HEALTH,4,,Q3
Toxicology Communications,TOXICOLOGY COMMUNICATIONS,4,,Q4
TOXICOLOGY IN VITRO,TOXICOLOGY IN VITRO,4,,Q3
TOXICOLOGY LETTERS,TOXICOLOGY LETTERS,3,,Q2
TOXICOLOGY MECHANISMS AND METHODS,TOXICOLOGY MECHANISMS AND METHODS,4,,Q3
Toxicology Research,TOXICOLOGY RESEARCH,4,,Q3
TOXICON,TOXICON,4,,Q3
Toxicon-X,TOXICON X,3,,Q2
Toxics,TOXICS,3,,Q1
Toxin Reviews,TOXIN REVIEWS,4,,Q3
Toxins,TOXINS,3,,Q1
TPM-The Philosophers Magazine,TPM PHILOSOPHERS MAGAZINE,4,,
TPM-Testing Psychometrics Methodology in Applied Psychology,TPM TESTING PSYCHOMETRICS METHODOLOGY IN APPLIED PSYCHOLOGY,4,,Q4
TQM Journal,TQM JOURNAL,3,,Q2
Trabajo Social,TRABAJO SOCIAL,4,,Q4
Trabajo Social Global-Global Social Work,TRABAJO SOCIAL GLOBAL GLOBAL SOCIAL WORK,4,,Q4
Trabajos de Prehistoria,TRABAJOS DE PREHISTORIA,3,,Q2
Trabajos y comunicaciones,TRABAJOS Y COMUNICACIONES,4,,Q2
TRAC-TRENDS IN ANALYTICAL CHEMISTRY,TRAC TRENDS IN ANALYTICAL CHEMISTRY,1,Yes,Q1
TRACE ELEMENTS AND ELECTROLYTES,TRACE ELEMENTS AND ELECTROLYTES,4,,Q4
TRADITIO-STUDIES IN ANCIENT AND MEDIEVAL HISTORY THOUGHT AND RELIGION,TRADITIO STUDIES IN ANCIENT AND MEDIEVAL HISTORY THOUGHT AND RELIGION,2,,
Tradition-A Journal of Orthodox Jewish Thought,TRADITION A JOURNAL OF ORTHODOX JEWISH THOUGHT,4,,
Tradition & Discovery,TRADITION AND DISCOVERY,4,,
Traditional & Kampo Medicine,TRADITIONAL AND KAMPO MEDICINE,4,,Q4
Traditional Medicine Research,TRADITIONAL MEDICINE RESEARCH,4,,Q3
Tradumatica-Traduccio i Tecnologies de la Informacio i la Comunicacio,TRADUMATICA TRADUCCIO I TECNOLOGIES DE LA INFORMACIO I LA COMUNICACIO,3,,Q3
TRAFFIC,TRAFFIC,3,,Q3
Traffic Injury Prevention,TRAFFIC INJURY PREVENTION,3,,Q3
Training and Education in Professional Psychology,TRAINING AND EDUCATION IN PROFESSIONAL PSYCHOLOGY,4,,Q3
TRAITEMENT AUTOMATIQUE DES LANGUES,TRAITEMENT AUTOMATIQUE DES LANGUES,4,,
Traitement du Signal,TRAITEMENT DU SIGNAL,4,,Q4
Trakya University Journal of Natural Sciences,TRAKYA UNIVERSITY JOURNAL OF NATURAL SCIENCES,4,,Q4
TRAMES-Journal of the Humanities and Social Sciences,TRAMES JOURNAL OF HUMANITIES AND SOCIAL SCIENCES,4,,Q3
Trans-Form-Acao,TRANS FORM ACAO,4,,
Trans-pasando Fronteras,TRANS PASANDO FRONTERAS,4,,Q4
Trans-Revista de Traductologia,TRANS REVISTA DE TRADUCTOLOGIA,4,,
Trans-Revista Transcultural de Musica,TRANS REVISTA TRANSCULTURAL DE MUSICA,3,,
Trans-Revue de Litterature Generale et Comparee,TRANS REVUE DE LITTERATURE GENERALE ET COMPAREE,4,,
TRaNS-Trans-Regional and -National Studies of Southeast Asia,TRANS TRANS REGIONAL AND NATIONAL STUDIES OF SOUTHEAST ASIA,4,,Q3
Transactions in GIS,TRANSACTIONS IN GIS,3,,Q1
Transactions of A Razmadze Mathematical Institute,TRANSACTIONS OF A RAZMADZE MATHEMATICAL INSTITUTE,4,,Q4
TRANSACTIONS OF THE AMERICAN ENTOMOLOGICAL SOCIETY,TRANSACTIONS OF AMERICAN ENTOMOLOGICAL SOCIETY,4,,Q4
TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,TRANSACTIONS OF AMERICAN FISHERIES SOCIETY,3,,Q3
TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,TRANSACTIONS OF AMERICAN MATHEMATICAL SOCIETY,2,,Q1
Transactions of the American Philological Association,TRANSACTIONS OF AMERICAN PHILOLOGICAL ASSOCIATION,1,Yes,
Transactions of the Association for Computational Linguistics,TRANSACTIONS OF ASSOCIATION FOR COMPUTATIONAL LINGUISTICS,2,,Q1
Transactions of the Canadian Society for Mechanical Engineering,TRANSACTIONS OF CANADIAN SOCIETY FOR MECHANICAL ENGINEERING,4,,Q4
TRANSACTIONS OF THE CHARLES S PEIRCE SOCIETY,TRANSACTIONS OF CHARLES S PEIRCE SOCIETY,3,,
Transactions of FAMENA,TRANSACTIONS OF FAMENA,4,,
Transactions of the Indian Ceramic Society,TRANSACTIONS OF INDIAN CERAMIC SOCIETY,4,,Q3
TRANSACTIONS OF THE INDIAN INSTITUTE OF METALS,TRANSACTIONS OF INDIAN INSTITUTE OF METALS,4,,Q3
TRANSACTIONS OF THE INSTITUTE OF BRITISH GEOGRAPHERS,TRANSACTIONS OF INSTITUTE OF BRITISH GEOGRAPHERS,1,Yes,Q1
TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL,TRANSACTIONS OF INSTITUTE OF MEASUREMENT AND CONTROL,4,,Q3
TRANSACTIONS OF THE INSTITUTE OF METAL FINISHING,TRANSACTIONS OF INSTITUTE OF METAL FINISHING,4,,Q3
TRANSACTIONS OF THE JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES,TRANSACTIONS OF JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES,4,,Q4
Transactions of the Korean Society of Mechanical Engineers A,TRANSACTIONS OF KOREAN SOCIETY OF MECHANICAL ENGINEERS A,4,,Q4
Transactions of the Korean Society of Mechanical Engineers B,TRANSACTIONS OF KOREAN SOCIETY OF MECHANICAL ENGINEERS B,4,,Q4
Transactions of the London Mathematical Society,TRANSACTIONS OF LONDON MATHEMATICAL SOCIETY,2,,Q2
TRANSACTIONS OF NONFERROUS METALS SOCIETY OF CHINA,TRANSACTIONS OF NONFERROUS METALS SOCIETY OF CHINA,2,,Q1
TRANSACTIONS OF THE PHILOLOGICAL SOCIETY,TRANSACTIONS OF PHILOLOGICAL SOCIETY,3,,
TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA,TRANSACTIONS OF ROYAL SOCIETY OF SOUTH AUSTRALIA,4,,Q3
TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,TRANSACTIONS OF ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,4,,Q3
TRANSACTIONS OF TIANJIN UNIVERSITY,TRANSACTIONS OF TIANJIN UNIVERSITY,3,,Q1
Transactions on Combinatorics,TRANSACTIONS ON COMBINATORICS,4,,Q3
Transactions on Data Privacy,TRANSACTIONS ON DATA PRIVACY,4,,Q4
Transactions on Electrical and Electronic Materials,TRANSACTIONS ON ELECTRICAL AND ELECTRONIC MATERIALS,4,,Q3
Transactions on Emerging Telecommunications Technologies,TRANSACTIONS ON EMERGING TELECOMMUNICATIONS TECHNOLOGIES,4,,Q3
Transactions on Maritime Science-ToMS,TRANSACTIONS ON MARITIME SCIENCE TOMS,4,,Q3
Transboundary and Emerging Diseases,TRANSBOUNDARY AND EMERGING DISEASES,2,,Q1
Transcription-Austin,TRANSCRIPTION AUSTIN,3,,Q2
Transcultural Psychiatry,TRANSCULTURAL PSYCHIATRY,3,,Q1
Transcultural Studies,TRANSCULTURAL STUDIES,4,,Q2
Transfer-European Review of Labour and Research,TRANSFER EUROPEAN REVIEW OF LABOUR AND RESEARCH,3,,Q1
Transfers-Interdisciplinary Journal of Mobility Studies,TRANSFERS INTERDISCIPLINARY JOURNAL OF MOBILITY STUDIES,4,,Q2
Transformation-An International Journal of Holistic Mission Studies,TRANSFORMATION AN INTERNATIONAL JOURNAL OF HOLISTIC MISSION STUDIES,4,,
Transformation-Critical Perspectives on Southern Africa,TRANSFORMATION CRITICAL PERSPECTIVES ON SOUTHERN AFRICA,4,,Q3
TRANSFORMATION GROUPS,TRANSFORMATION GROUPS,4,,
Transformations in Business & Economics,TRANSFORMATIONS IN BUSINESS AND ECONOMICS,4,,Q2
Transforming Anthropology,TRANSFORMING ANTHROPOLOGY,2,,Q2
Transforming Government- People Process and Policy,TRANSFORMING GOVERNMENT PEOPLE PROCESS AND POLICY,4,,Q2
TRANSFUSION,TRANSFUSION,3,,Q3
TRANSFUSION AND APHERESIS SCIENCE,TRANSFUSION AND APHERESIS SCIENCE,4,,Q4
TRANSFUSION CLINIQUE ET BIOLOGIQUE,TRANSFUSION CLINIQUE ET BIOLOGIQUE,4,,Q4
TRANSFUSION MEDICINE,TRANSFUSION MEDICINE,4,,Q3
TRANSFUSION MEDICINE AND HEMOTHERAPY,TRANSFUSION MEDICINE AND HEMOTHERAPY,4,,Q3
TRANSFUSION MEDICINE REVIEWS,TRANSFUSION MEDICINE REVIEWS,2,,Q2
Transfusionsmedizin,TRANSFUSIONSMEDIZIN,4,,Q4
Transgender Health,TRANSGENDER HEALTH,3,,Q3
TRANSGENIC RESEARCH,TRANSGENIC RESEARCH,3,,Q3
Transinformacao,TRANSINFORMACAO,4,,Q3
Transition,TRANSITION,4,,Q4
TRANSITION METAL CHEMISTRY,TRANSITION METAL CHEMISTRY,4,,Q3
Translation & Interpreting-The International Journal of Translation and Interpreting,TRANSLATION AND INTERPRETING INTERNATIONAL JOURNAL OF TRANSLATION AND INTERPRETING,2,,Q2
Translation and Interpreting Studies,TRANSLATION AND INTERPRETING STUDIES,2,,Q3
Translation and Literature,TRANSLATION AND LITERATURE,2,,
Translation and Translanguaging in Multilingual Contexts,TRANSLATION AND TRANSLANGUAGING IN MULTILINGUAL CONTEXTS,2,,Q2
TRANSLATION REVIEW,TRANSLATION REVIEW,3,,
Translation Spaces,TRANSLATION SPACES,3,,
Translation Studies,TRANSLATION STUDIES,2,,Q2
Translational and Clinical Pharmacology,TRANSLATIONAL AND CLINICAL PHARMACOLOGY,4,,Q4
Translational Andrology and Urology,TRANSLATIONAL ANDROLOGY AND UROLOGY,4,,Q3
Translational Animal Science,TRANSLATIONAL ANIMAL SCIENCE,4,,Q2
Translational Behavioral Medicine,TRANSLATIONAL BEHAVIORAL MEDICINE,3,,Q2
Translational Breast Cancer Research,TRANSLATIONAL BREAST CANCER RESEARCH,,,Q4
Translational Cancer Research,TRANSLATIONAL CANCER RESEARCH,4,,Q4
Translational Gastroenterology and Hepatology,TRANSLATIONAL GASTROENTEROLOGY AND HEPATOLOGY,4,,Q2
Translational Issues in Psychological Science,TRANSLATIONAL ISSUES IN PSYCHOLOGICAL SCIENCE,3,,Q2
Translational Journal of the American College of Sports Medicine,TRANSLATIONAL JOURNAL OF AMERICAN COLLEGE OF SPORTS MEDICINE,4,,Q2
Translational Lung Cancer Research,TRANSLATIONAL LUNG CANCER RESEARCH,3,,Q1
Translational Medicine at UniSa,TRANSLATIONAL MEDICINE AT UNISA,4,,Q3
Translational Neurodegeneration,TRANSLATIONAL NEURODEGENERATION,1,Yes,Q1
Translational Neuroscience,TRANSLATIONAL NEUROSCIENCE,4,,Q3
Translational Oncology,TRANSLATIONAL ONCOLOGY,3,,Q2
Translational Pediatrics,TRANSLATIONAL PEDIATRICS,4,,Q2
Translational Psychiatry,TRANSLATIONAL PSYCHIATRY,2,Yes,Q1
Translational Research,TRANSLATIONAL RESEARCH,2,,Q1
Translational Sports Medicine,TRANSLATIONAL SPORTS MEDICINE,4,,Q2
Translational Stroke Research,TRANSLATIONAL STROKE RESEARCH,2,,Q1
Translational Vision Science & Technology,TRANSLATIONAL VISION SCIENCE AND TECHNOLOGY,2,,Q2
Translator,TRANSLATOR,2,,Q3
Transnational Corporations Review,TRANSNATIONAL CORPORATIONS REVIEW,3,,Q2
Transnational Environmental Law,TRANSNATIONAL ENVIRONMENTAL LAW,2,,Q1
Transnational Screens,TRANSNATIONAL SCREENS,1,Yes,
TransNav-International Journal on Marine Navigation and Safety of Sea Transportation,TRANSNAV INTERNATIONAL JOURNAL ON MARINE NAVIGATION AND SAFETY OF SEA TRANSPORTATION,4,,Q4
Transplant Immunology,TRANSPLANT IMMUNOLOGY,4,,Q3
Transplant Infectious Disease,TRANSPLANT INFECTIOUS DISEASE,4,,Q2
TRANSPLANT INTERNATIONAL,TRANSPLANT INTERNATIONAL,3,,Q1
Transplant Research and Risk Management,TRANSPLANT RESEARCH AND RISK MANAGEMENT,4,,Q4
TRANSPLANTATION,TRANSPLANTATION,2,,Q1
Transplantation and Cellular Therapy,TRANSPLANTATION AND CELLULAR THERAPY,3,,Q1
Transplantation Direct,TRANSPLANTATION DIRECT,4,,Q3
TRANSPLANTATION PROCEEDINGS,TRANSPLANTATION PROCEEDINGS,4,,Q3
Transplantation Reviews,TRANSPLANTATION REVIEWS,2,,Q2
Transport,TRANSPORT,4,,Q4
Transport and Telecommunication Journal,TRANSPORT AND TELECOMMUNICATION JOURNAL,4,,Q4
TRANSPORT IN POROUS MEDIA,TRANSPORT IN POROUS MEDIA,3,,Q3
Transport Policy,TRANSPORT POLICY,1,Yes,Q1
Transport Problems,TRANSPORT PROBLEMS,4,,Q4
TRANSPORT REVIEWS,TRANSPORT REVIEWS,1,Yes,Q1
TRANSPORTATION,TRANSPORTATION,3,,Q2
Transportation Geotechnics,TRANSPORTATION GEOTECHNICS,2,,Q1
Transportation in Developing Economies,TRANSPORTATION IN DEVELOPING ECONOMIES,4,,Q3
Transportation Infrastructure Geotechnology,TRANSPORTATION INFRASTRUCTURE GEOTECHNOLOGY,3,,Q2
TRANSPORTATION JOURNAL,TRANSPORTATION JOURNAL,4,,Q4
Transportation Letters-The International Journal of Transportation Research,TRANSPORTATION LETTERS INTERNATIONAL JOURNAL OF TRANSPORTATION RESEARCH,3,,Q2
TRANSPORTATION PLANNING AND TECHNOLOGY,TRANSPORTATION PLANNING AND TECHNOLOGY,4,,Q3
Transportation Research Interdisciplinary Perspectives,TRANSPORTATION RESEARCH INTERDISCIPLINARY PERSPECTIVES,3,,Q2
TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,TRANSPORTATION RESEARCH PART A POLICY AND PRACTICE,1,Yes,Q1
TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,TRANSPORTATION RESEARCH PART B METHODOLOGICAL,1,Yes,Q1
TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,TRANSPORTATION RESEARCH PART C EMERGING TECHNOLOGIES,1,Yes,Q1
TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,TRANSPORTATION RESEARCH PART D TRANSPORT AND ENVIRONMENT,1,Yes,Q1
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,TRANSPORTATION RESEARCH PART E LOGISTICS AND TRANSPORTATION REVIEW,1,Yes,Q1
TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,TRANSPORTATION RESEARCH PART F TRAFFIC PSYCHOLOGY AND BEHAVIOUR,2,,Q1
TRANSPORTATION RESEARCH RECORD,TRANSPORTATION RESEARCH RECORD,4,,Q3
Transportation Safety and Environment,TRANSPORTATION SAFETY AND ENVIRONMENT,3,,Q2
TRANSPORTATION SCIENCE,TRANSPORTATION SCIENCE,2,,Q1
Transportmetrica A-Transport Science,TRANSPORTMETRICA A TRANSPORT SCIENCE,3,,Q2
Transportmetrica B-Transport Dynamics,TRANSPORTMETRICA B TRANSPORT DYNAMICS,2,,Q2
Transylvanian Review,TRANSYLVANIAN REVIEW,4,,Q3
Transylvanian Review of Administrative Sciences,TRANSYLVANIAN REVIEW OF ADMINISTRATIVE SCIENCES,4,,Q4
Trashumante-Revista Americana de Historia Social,TRASHUMANTE REVISTA AMERICANA DE HISTORIA SOCIAL,4,,
Trauma-England,TRAUMA ENGLAND,4,,Q4
Trauma Monthly,TRAUMA MONTHLY,4,,Q4
Trauma Surgery & Acute Care Open,TRAUMA SURGERY AND ACUTE CARE OPEN,3,,Q2
Trauma Violence & Abuse,TRAUMA VIOLENCE AND ABUSE,1,Yes,Q1
Traumatology,TRAUMATOLOGY,4,,Q3
Travail Genre et Societes,TRAVAIL GENRE ET SOCIETES,4,,Q3
TRAVAIL HUMAIN,TRAVAIL HUMAIN,4,,Q4
Travel Behaviour and Society,TRAVEL BEHAVIOUR AND SOCIETY,1,Yes,Q1
Travel Medicine and Infectious Disease,TRAVEL MEDICINE AND INFECTIOUS DISEASE,3,,Q1
Travmatologiya i ortopediya Rossii,TRAVMATOLOGIYA I ORTOPEDIYA ROSSII,4,,Q4
Treballs de Sociolinguistica Catalana,TREBALLS DE SOCIOLINGUISTICA CATALANA,4,,Q4
Tree Genetics & Genomes,TREE GENETICS AND GENOMES,3,,Q2
TREE PHYSIOLOGY,TREE PHYSIOLOGY,2,Yes,Q1
Tree-Ring Research,TREE RING RESEARCH,4,,Q3
Trees Forests and People,TREES FORESTS AND PEOPLE,2,,Q1
TREES-STRUCTURE AND FUNCTION,TREES STRUCTURE AND FUNCTION,3,,Q2
Tremor and Other Hyperkinetic Movements,TREMOR AND OTHER HYPERKINETIC MOVEMENTS,4,,Q3
Trends and Issues in Crime and Criminal Justice,TRENDS AND ISSUES IN CRIME AND CRIMINAL JUSTICE,4,,Q1
Trends in Anaesthesia and Critical Care,TRENDS IN ANAESTHESIA AND CRITICAL CARE,4,,Q3
TRENDS IN BIOCHEMICAL SCIENCES,TRENDS IN BIOCHEMICAL SCIENCES,1,Yes,Q1
TRENDS IN BIOTECHNOLOGY,TRENDS IN BIOTECHNOLOGY,1,Yes,Q1
Trends in Cancer,TRENDS IN CANCER,1,Yes,Q1
TRENDS IN CARDIOVASCULAR MEDICINE,TRENDS IN CARDIOVASCULAR MEDICINE,2,,Q1
TRENDS IN CELL BIOLOGY,TRENDS IN CELL BIOLOGY,1,Yes,Q1
Trends in Chemistry,TRENDS IN CHEMISTRY,1,Yes,Q1
Trends in Classics,TRENDS IN CLASSICS,4,,
TRENDS IN COGNITIVE SCIENCES,TRENDS IN COGNITIVE SCIENCES,1,Yes,Q1
TRENDS IN ECOLOGY & EVOLUTION,TRENDS IN ECOLOGY AND EVOLUTION,1,Yes,Q1
TRENDS IN ENDOCRINOLOGY AND METABOLISM,TRENDS IN ENDOCRINOLOGY AND METABOLISM,1,Yes,Q1
Trends in Environmental Analytical Chemistry,TRENDS IN ENVIRONMENTAL ANALYTICAL CHEMISTRY,2,,Q1
TRENDS IN FOOD SCIENCE & TECHNOLOGY,TRENDS IN FOOD SCIENCE AND TECHNOLOGY,1,Yes,Q1
TRENDS IN GENETICS,TRENDS IN GENETICS,1,Yes,Q1
TRENDS IN GLYCOSCIENCE AND GLYCOTECHNOLOGY,TRENDS IN GLYCOSCIENCE AND GLYCOTECHNOLOGY,4,,
Trends in Hearing,TRENDS IN HEARING,2,,Q1
TRENDS IN IMMUNOLOGY,TRENDS IN IMMUNOLOGY,2,,Q1
TRENDS IN MICROBIOLOGY,TRENDS IN MICROBIOLOGY,1,Yes,Q1
TRENDS IN MOLECULAR MEDICINE,TRENDS IN MOLECULAR MEDICINE,1,Yes,Q1
Trends in Neuroscience and Education,TRENDS IN NEUROSCIENCE AND EDUCATION,2,,Q2
TRENDS IN NEUROSCIENCES,TRENDS IN NEUROSCIENCES,1,Yes,Q1
Trends in Organized Crime,TRENDS IN ORGANIZED CRIME,3,,Q1
TRENDS IN PARASITOLOGY,TRENDS IN PARASITOLOGY,2,,Q1
Trends in Pediatrics,TRENDS IN PEDIATRICS,,,Q4
TRENDS IN PHARMACOLOGICAL SCIENCES,TRENDS IN PHARMACOLOGICAL SCIENCES,1,Yes,Q1
TRENDS IN PLANT SCIENCE,TRENDS IN PLANT SCIENCE,1,Yes,Q1
Trends in Psychiatry and Psychotherapy,TRENDS IN PSYCHIATRY AND PSYCHOTHERAPY,4,,Q3
Trends in Urology & Mens Health,TRENDS IN UROLOGY AND MENS HEALTH,4,,Q4
TRIA-Territorio della Ricerca su Insediamenti e Ambiente,TRIA TERRITORIO DELLA RICERCA SU INSEDIAMENTI E AMBIENTE,4,,Q4
Trials,TRIALS,4,,Q3
Tribology International,TRIBOLOGY INTERNATIONAL,1,Yes,Q1
TRIBOLOGY LETTERS,TRIBOLOGY LETTERS,3,,Q2
Tribology-Materials Surfaces & Interfaces,TRIBOLOGY MATERIALS SURFACES AND INTERFACES,4,,Q3
Tribology Online,TRIBOLOGY ONLINE,4,,Q4
TRIBOLOGY TRANSACTIONS,TRIBOLOGY TRANSACTIONS,4,,Q2
TRIMESTRE ECONOMICO,TRIMESTRE ECONOMICO,4,,Q4
Triple Helix,TRIPLE HELIX,4,,Q2
TRIPLEC-Communication Capitalism & Critique,TRIPLEC COMMUNICATION CAPITALISM AND CRITIQUE,3,,Q3
Tripodos,TRIPODOS,4,,Q4
TROPICAL AGRICULTURE,TROPICAL AGRICULTURE,4,,Q4
TROPICAL ANIMAL HEALTH AND PRODUCTION,TROPICAL ANIMAL HEALTH AND PRODUCTION,3,,Q2
Tropical Animal Science Journal,TROPICAL ANIMAL SCIENCE JOURNAL,4,,Q3
TROPICAL BIOMEDICINE,TROPICAL BIOMEDICINE,4,,Q4
Tropical Conservation Science,TROPICAL CONSERVATION SCIENCE,4,,Q3
Tropical Cyclone Research and Review,TROPICAL CYCLONE RESEARCH AND REVIEW,4,,Q2
Tropical Diseases Travel Medicine and Vaccines,TROPICAL DISEASES TRAVEL MEDICINE AND VACCINES,4,,Q2
TROPICAL DOCTOR,TROPICAL DOCTOR,4,,Q4
TROPICAL ECOLOGY,TROPICAL ECOLOGY,4,,Q3
