Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
Diving and Hyperbaric Medicine,DIVING AND HYPERBARIC MEDICINE,4,,Q4
Dix-Neuf,DIX NEUF,3,,
DIX-SEPTIEME SIECLE,DIX SEPTIEME SIECLE,4,,Q3
Dixi,DIXI,4,,Q3
Dixit,DIXIT,4,,Q4
DM DISEASE-A-MONTH,DM DISEASE A MONTH,3,,Q1
DNA AND CELL BIOLOGY,DNA AND CELL BIOLOGY,4,,Q2
DNA REPAIR,DNA REPAIR,3,,Q2
DNA RESEARCH,DNA RESEARCH,2,,Q2
dObras,DOBRAS,4,,
Doctor Virtualis-Rivista di Storia della Filosofia Medievale,DOCTOR VIRTUALIS RIVISTA DI STORIA DELLA FILOSOFIA MEDIEVALE,4,,
Documenta et Instrumenta,DOCUMENTA ET INSTRUMENTA,3,,Q3
Documenta Mathematica,DOCUMENTA MATHEMATICA,2,,Q3
DOCUMENTA OPHTHALMOLOGICA,DOCUMENTA OPHTHALMOLOGICA,4,,Q1
Documentacion de las Ciencias de la Informacion,DOCUMENTACION DE LAS CIENCIAS DE LA INFORMACION,4,,Q4
Documentation et Bibliotheques,DOCUMENTATION ET BIBLIOTHEQUES,4,,Q4
Documenti e Studi sulla Tradizione Filosofica Medievale,DOCUMENTI E STUDI SULLA TRADIZIONE FILOSOFICA MEDIEVALE,4,,
Documenti Geografici,DOCUMENTI GEOGRAFICI,4,,Q4
Documents d Analisi Geografica,DOCUMENTS D ANALISI GEOGRAFICA,4,,Q3
Doklady Biochemistry and Biophysics,DOKLADY BIOCHEMISTRY AND BIOPHYSICS,4,,Q4
DOKLADY CHEMISTRY,DOKLADY CHEMISTRY,4,,Q4
DOKLADY EARTH SCIENCES,DOKLADY EARTH SCIENCES,4,,Q4
DOKLADY MATHEMATICS,DOKLADY MATHEMATICS,4,,Q3
DOKLADY NATSIONALNOI AKADEMII NAUK BELARUSI,DOKLADY NATSIONALNOI AKADEMII NAUK BELARUSI,4,,Q4
DOKLADY PHYSICAL CHEMISTRY,DOKLADY PHYSICAL CHEMISTRY,4,,Q4
DOKLADY PHYSICS,DOKLADY PHYSICS,4,,Q4
Dolomites Research Notes on Approximation,DOLOMITES RESEARCH NOTES ON APPROXIMATION,4,,Q1
DOMESTIC ANIMAL ENDOCRINOLOGY,DOMESTIC ANIMAL ENDOCRINOLOGY,2,,Q2
Dose-Response,DOSE RESPONSE,4,,Q2
DOWN BEAT,DOWN BEAT,4,,
Downside Review,DOWNSIDE REVIEW,4,,
Doxa Comunicacion,DOXA COMUNICACION,4,,Q3
Doxa-Cuadernos de Filosofia y Derecho,DOXA CUADERNOS DE FILOSOFIA Y DERECHO,4,,
Drama Therapy Review,DRAMA THERAPY REVIEW,3,,
DREAMING,DREAMING,4,,Q3
Dress-The Journal of the Costume Society of America,DRESS JOURNAL OF COSTUME SOCIETY OF AMERICA,3,,
Drevnyaya Rus-Voprosy Medievistiki,DREVNYAYA RUS VOPROSY MEDIEVISTIKI,3,,
Drewno,DREWNO,4,,Q3
Droit et Cultures,DROIT ET CULTURES,4,,Q4
Drone Systems and Applications,DRONE SYSTEMS AND APPLICATIONS,4,,Q3
Drones,DRONES,3,,Q1
Droplet,DROPLET,,,Q1
DRUG AND ALCOHOL DEPENDENCE,DRUG AND ALCOHOL DEPENDENCE,2,,Q1
Drug and Alcohol Dependence Reports,DRUG AND ALCOHOL DEPENDENCE REPORTS,4,,Q2
DRUG AND ALCOHOL REVIEW,DRUG AND ALCOHOL REVIEW,3,,Q2
DRUG AND CHEMICAL TOXICOLOGY,DRUG AND CHEMICAL TOXICOLOGY,4,,Q3
DRUG DELIVERY,DRUG DELIVERY,2,,Q1
Drug Delivery and Translational Research,DRUG DELIVERY AND TRANSLATIONAL RESEARCH,3,,Q1
Drug Design Development and Therapy,DRUG DESIGN DEVELOPMENT AND THERAPY,2,,Q1
DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY,DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY,4,,Q3
DRUG DEVELOPMENT RESEARCH,DRUG DEVELOPMENT RESEARCH,3,,Q1
Drug Discoveries and Therapeutics,DRUG DISCOVERIES AND THERAPEUTICS,4,,Q4
DRUG DISCOVERY TODAY,DRUG DISCOVERY TODAY,2,,Q1
Drug Healthcare and Patient Safety,DRUG HEALTHCARE AND PATIENT SAFETY,3,,Q1
DRUG METABOLISM AND DISPOSITION,DRUG METABOLISM AND DISPOSITION,2,,Q1
Drug Metabolism and Pharmacokinetics,DRUG METABOLISM AND PHARMACOKINETICS,4,,Q3
DRUG METABOLISM REVIEWS,DRUG METABOLISM REVIEWS,3,,Q2
Drug Research,DRUG RESEARCH,4,,Q3
DRUG RESISTANCE UPDATES,DRUG RESISTANCE UPDATES,1,Yes,Q1
DRUG SAFETY,DRUG SAFETY,2,,Q1
Drug Target Insights,DRUG TARGET INSIGHTS,4,,Q3
Drug Testing and Analysis,DRUG TESTING AND ANALYSIS,3,,Q2
DRUGS,DRUGS,1,Yes,Q1
DRUGS & AGING,DRUGS AND AGING,3,,Q2
DRUGS & THERAPY PERSPECTIVES,DRUGS AND THERAPY PERSPECTIVES,4,,Q4
DRUGS-EDUCATION PREVENTION AND POLICY,DRUGS EDUCATION PREVENTION AND POLICY,4,,Q3
Drugs Habits and Social Policy,DRUGS HABITS AND SOCIAL POLICY,4,,Q4
Drugs in Context,DRUGS IN CONTEXT,,,Q2
DRUGS IN R&D,DRUGS IN R AND D,4,,Q3
Drugs-Real World Outcomes,DRUGS REAL WORLD OUTCOMES,4,,Q3
DRUSTVENA ISTRAZIVANJA,DRUSTVENA ISTRAZIVANJA,4,,Q4
Drvna Industrija,DRVNA INDUSTRIJA,4,,Q3
DRYING TECHNOLOGY,DRYING TECHNOLOGY,3,,Q2
Du,DU,,,
Du Bois Review-Social Science Research on Race,DU BOIS REVIEW SOCIAL SCIENCE RESEARCH ON RACE,3,,Q1
Duazary,DUAZARY,4,,Q4
Dubai Medical Journal,DUBAI MEDICAL JOURNAL,4,,Q3
DUKE LAW JOURNAL,DUKE LAW JOURNAL,2,,Q1
DUKE MATHEMATICAL JOURNAL,DUKE MATHEMATICAL JOURNAL,1,Yes,Q1
Dusunen Adam-Journal of Psychiatry and Neurological Sciences,DUSUNEN ADAM JOURNAL OF PSYCHIATRY AND NEUROLOGICAL SCIENCES,4,,Q4
Dutch Crossing-Journal of Low Countries Studies,DUTCH CROSSING JOURNAL OF LOW COUNTRIES STUDIES,2,,Q2
Dutch Journal of Applied Linguistics,DUTCH JOURNAL OF APPLIED LINGUISTICS,4,,Q3
Duzce Medical Journal,DUZCE MEDICAL JOURNAL,,,Q4
DYES AND PIGMENTS,DYES AND PIGMENTS,2,,Q1
Dyna,DYNA,4,,Q3
Dynamic Games and Applications,DYNAMIC GAMES AND APPLICATIONS,4,,Q3
DYNAMICAL SYSTEMS-AN INTERNATIONAL JOURNAL,DYNAMICAL SYSTEMS AN INTERNATIONAL JOURNAL,4,,Q4
Dynamics,DYNAMICS,,,Q3
Dynamics of Asymmetric Conflict,DYNAMICS OF ASYMMETRIC CONFLICT,,,Q2
DYNAMICS OF ATMOSPHERES AND OCEANS,DYNAMICS OF ATMOSPHERES AND OCEANS,4,,Q2
Dynamics of Partial Differential Equations,DYNAMICS OF PARTIAL DIFFERENTIAL EQUATIONS,3,,Q3
Dynamis,DYNAMIS,4,,Q4
DYSLEXIA,DYSLEXIA,3,,Q1
DYSPHAGIA,DYSPHAGIA,3,,Q1
