Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
LITERATURE AND MEDICINE,LITERATURE AND MEDICINE,4,,
Literature and Theology,LITERATURE AND THEOLOGY,3,,
Literature Compass,LITERATURE COMPASS,2,,
Literature Critique and Empire Today,LITERATURE CRITIQUE AND EMPIRE TODAY,,,
Lithic Technology,LITHIC TECHNOLOGY,3,,Q2
LITHOLOGY AND MINERAL RESOURCES,LITHOLOGY AND MINERAL RESOURCES,4,,Q3
LITHOS,LITHOS,2,,Q2
Lithosphere,LITHOSPHERE,4,,Q2
Lithuanian Historical Studies,LITHUANIAN HISTORICAL STUDIES,4,,Q4
Lithuanian Journal of Physics,LITHUANIAN JOURNAL OF PHYSICS,4,,Q4
Lithuanian Mathematical Journal,LITHUANIAN MATHEMATICAL JOURNAL,4,,Q2
LITTERATURE,LITTERATURE,4,,
LITTERATURES,LITTERATURES,4,,
Liturgy,LITURGY,4,,
Liver Cancer,LIVER CANCER,1,Yes,Q1
LIVER INTERNATIONAL,LIVER INTERNATIONAL,2,Yes,Q1
Liver Research,LIVER RESEARCH,3,,Q3
LIVER TRANSPLANTATION,LIVER TRANSPLANTATION,2,,Q1
Liverpool Law Review,LIVERPOOL LAW REVIEW,4,,Q3
Livers,LIVERS,,,Q3
Livestock Science,LIVESTOCK SCIENCE,3,,Q2
Living Reviews in Relativity,LIVING REVIEWS IN RELATIVITY,1,Yes,Q1
Living Reviews in Solar Physics,LIVING REVIEWS IN SOLAR PHYSICS,1,Yes,Q1
Ljetopis Socijalnog Rada,LJETOPIS SOCIJALNOG RADA,4,,Q4
Llengua & Literatura,LLENGUA AND LITERATURA,4,,Q4
Llengua Societat i Comunicacio,LLENGUA SOCIETAT I COMUNICACIO,4,,
LLT Journal-A Journal on Language and Language Teaching,LLT JOURNAL A JOURNAL ON LANGUAGE AND LANGUAGE TEACHING,,,Q4
Lobachevskii Journal of Mathematics,LOBACHEVSKII JOURNAL OF MATHEMATICS,4,,
Local and Regional Anesthesia,LOCAL AND REGIONAL ANESTHESIA,4,,Q2
Local Economy,LOCAL ECONOMY,3,,Q2
Local Environment,LOCAL ENVIRONMENT,3,,Q1
LOCAL GOVERNMENT STUDIES,LOCAL GOVERNMENT STUDIES,3,,Q2
LogForum,LOGFORUM,4,,Q4
Loggia Arquitectura & Restauracion,LOGGIA ARQUITECTURA AND RESTAURACION,4,,
Logic and Logical Philosophy,LOGIC AND LOGICAL PHILOSOPHY,3,,Q4
LOGIC JOURNAL OF THE IGPL,LOGIC JOURNAL OF IGPL,4,,Q2
Logica Universalis,LOGICA UNIVERSALIS,4,,Q3
Logical Methods in Computer Science,LOGICAL METHODS IN COMPUTER SCIENCE,4,,Q1
Logistics-Basel,LOGISTICS BASEL,4,,Q2
Logopedics Phoniatrics Vocology,LOGOPEDICS PHONIATRICS VOCOLOGY,4,,Q4
Logos,LOGOS,4,,
LOGOS-A JOURNAL OF CATHOLIC THOUGHT AND CULTURE,LOGOS A JOURNAL OF CATHOLIC THOUGHT AND CULTURE,4,,
Logos-Anales del Seminario de Metafisica,LOGOS ANALES DEL SEMINARIO DE METAFISICA,4,,
Logos & Pneuma-Chinese Journal of Theology,LOGOS AND PNEUMA CHINESE JOURNAL OF THEOLOGY,4,,
Logos Ciencia & Tecnologia,LOGOS CIENCIA AND TECNOLOGIA,4,,Q4
Logos-Journal of the World Publishing Community,LOGOS JOURNAL OF WORLD PUBLISHING COMMUNITY,4,,
Logos-Revista de Linguistica Filosofia y Literatura,LOGOS REVISTA DE LINGUISTICA FILOSOFIA Y LITERATURA,4,,
Logos-Vilnius,LOGOS VILNIUS,4,,
LOISIR & SOCIETE-SOCIETY AND LEISURE,LOISIR AND SOCIETE SOCIETY AND LEISURE,4,,Q4
London Journal,LONDON JOURNAL,3,,Q2
London Review of Education,LONDON REVIEW OF EDUCATION,4,,Q3
London Review of International Law,LONDON REVIEW OF INTERNATIONAL LAW,3,,Q2
LONG RANGE PLANNING,LONG RANGE PLANNING,2,,Q1
Longitudinal and Life Course Studies,LONGITUDINAL AND LIFE COURSE STUDIES,3,,Q3
Loquens,LOQUENS,4,,Q3
LOTUS INTERNATIONAL,LOTUS INTERNATIONAL,4,,
Louvain Studies,LOUVAIN STUDIES,4,,
LOW TEMPERATURE PHYSICS,LOW TEMPERATURE PHYSICS,4,,Q4
Lubricants,LUBRICANTS,3,,Q2
Lubrication Science,LUBRICATION SCIENCE,4,,Q3
Lucentum,LUCENTUM,4,,
Lumen-Eighteenth-Century Studies-d Etude du Dix-Huitieme,LUMEN EIGHTEENTH CENTURY STUDIES D ETUDE DU DIX HUITIEME,4,,
LUMINESCENCE,LUMINESCENCE,3,,Q2
LUNG,LUNG,3,,Q1
LUNG CANCER,LUNG CANCER,2,,Q1
Lung Cancer Management,LUNG CANCER MANAGEMENT,4,,Q4
Lung Cancer-Targets and Therapy,LUNG CANCER TARGETS AND THERAPY,3,,Q2
Lung India,LUNG INDIA,4,,Q4
LUPUS,LUPUS,4,,Q3
Lupus Science & Medicine,LUPUS SCIENCE AND MEDICINE,2,,Q2
Luso-Brazilian Review,LUSO BRAZILIAN REVIEW,3,,
Lusotopie,LUSOTOPIE,4,,
LUTS-Lower Urinary Tract Symptoms,LUTS LOWER URINARY TRACT SYMPTOMS,4,,Q3
Luxury-History Culture Consumption,LUXURY HISTORY CULTURE CONSUMPTION,4,,
Luz,LUZ,4,,Q4
LWT-FOOD SCIENCE AND TECHNOLOGY,LWT FOOD SCIENCE AND TECHNOLOGY,1,Yes,Q1
Lymphatic Research and Biology,LYMPHATIC RESEARCH AND BIOLOGY,4,,Q3
LYMPHOLOGY,LYMPHOLOGY,4,,Q4
LymphoSign Journal-The Journal of Inherited Immune Disorders,LYMPHOSIGN JOURNAL JOURNAL OF INHERITED IMMUNE DISORDERS,4,,Q4
