Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
SKIN PHARMACOLOGY AND PHYSIOLOGY,4,,Q1
SKIN RESEARCH AND TECHNOLOGY,4,,Q1
SLAS DISCOVERY,4,,Q2
SLAS TECHNOLOGY,4,,Q2
SLAVERY AND ABOLITION,1,Yes,Q1
SLAVIA CASOPIS PRO SLOVANSKOU FILOLOGII,4,,
SLAVIA MERIDIONALIS,4,,
SLAVIC AND EAST EUROPEAN JOURNAL,4,,
SLAVIC LITERATURES,,,
SLAVIC REVIEW,2,,Q2
SLAVICA TERGESTINA,4,,
SLAVONIC AND EAST EUROPEAN REVIEW,3,,
SLAVONICA,4,,
SLEEP,2,,Q1
SLEEP AND BIOLOGICAL RHYTHMS,4,,Q4
SLEEP AND BREATHING,4,,Q3
SLEEP HEALTH,2,,Q2
SLEEP MEDICINE,2,,Q2
SLEEP MEDICINE CLINICS,3,,Q1
SLEEP MEDICINE REVIEWS,1,Yes,Q1
SLEEP SCIENCE,4,,Q3
SLOVAK JOURNAL OF CIVIL ENGINEERING,4,,Q4
SLOVENE INTERNATIONAL JOURNAL OF SLAVIC STUDIES,4,,
SLOVENIAN VETERINARY RESEARCH,4,,Q3
SLOVENSKA ARCHEOLOGIA,4,,
SLOVENSKA LITERATURA,4,,
SLOVENSKY NARODOPIS SLOVAK ETHNOLOGY,4,,Q3
SLOVO,4,,
SLOVO A SLOVESNOST,4,,Q4
SMALL,2,Yes,Q1
SMALL AXE,3,,
SMALL BUSINESS ECONOMICS,1,Yes,Q1
SMALL ENTERPRISE RESEARCH,4,,Q3
SMALL GROUP RESEARCH,3,,Q3
SMALL METHODS,2,,Q1
SMALL RUMINANT RESEARCH,3,,Q3
SMALL SCALE FORESTRY,3,,Q2
SMALL SCIENCE,2,,Q1
SMALL STRUCTURES,2,,Q1
SMALL WARS AND INSURGENCIES,3,,Q2
SMART AGRICULTURAL TECHNOLOGY,2,,Q1
SMART AND SUSTAINABLE BUILT ENVIRONMENT,3,,Q1
SMART AND SUSTAINABLE MANUFACTURING SYSTEMS,4,,Q4
SMART CITIES,3,,Q1
SMART ENERGY,3,,Q2
SMART GRIDS AND SUSTAINABLE ENERGY,4,,Q3
SMART JOURNAL OF BUSINESS MANAGEMENT STUDIES,4,,Q4
SMART LEARNING ENVIRONMENTS,2,,Q1
SMART MATERIALS AND STRUCTURES,3,,Q1
SMART MEDICINE,,,Q1
SMART SCIENCE,4,,Q3
SMART STRUCTURES AND SYSTEMS,4,,Q2
SMARTMAT,1,Yes,Q1
SMITH COLLEGE STUDIES IN SOCIAL WORK,4,,Q3
SN APPLIED SCIENCES,4,,Q2
SNIPPETS,2,,
SOBORNOST INCORPORATING EASTERN CHURCHES REVIEW,4,,
SOCAR PROCEEDINGS,4,,Q4
SOCCER AND SOCIETY,4,,Q3
SOCIAL ALTERNATIVES,4,,
SOCIAL ANALYSIS,4,,Q3
SOCIAL AND CULTURAL GEOGRAPHY,2,Yes,Q1
SOCIAL AND HEALTH SCIENCES,,,Q4
SOCIAL AND LEGAL STUDIES,3,,Q1
SOCIAL AND PERSONALITY PSYCHOLOGY COMPASS,2,,Q2
SOCIAL ANTHROPOLOGY,3,,Q2
SOCIAL BEHAVIOR AND PERSONALITY,4,,Q4
SOCIAL CHOICE AND WELFARE,4,,Q3
SOCIAL COGNITION,4,,Q4
SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE,2,,Q1
SOCIAL COMPASS,2,,Q3
SOCIAL CURRENTS,3,,Q2
SOCIAL DEVELOPMENT,3,,Q3
SOCIAL DYNAMICS A JOURNAL OF AFRICAN STUDIES,4,,Q2
SOCIAL ENTERPRISE JOURNAL,4,,Q2
SOCIAL EPISTEMOLOGY,2,,Q1
SOCIAL EVOLUTION AND HISTORY,4,,Q4
SOCIAL FORCES,1,Yes,Q1
SOCIAL HISTORY,1,Yes,Q1
SOCIAL HISTORY OF MEDICINE,3,,Q1
SOCIAL IDENTITIES,4,,Q3
SOCIAL INCLUSION,3,,Q2
SOCIAL INDICATORS RESEARCH,3,,Q1
SOCIAL INFLUENCE,4,,Q4
SOCIAL ISSUES AND POLICY REVIEW,1,Yes,Q1
SOCIAL JUSTICE RESEARCH,3,,Q2
SOCIAL MARKETING QUARTERLY,4,,Q3
SOCIAL MEDIA SOCIETY,1,Yes,Q1
SOCIAL MOVEMENT STUDIES,1,Yes,Q1
SOCIAL NETWORK ANALYSIS AND MINING,4,,Q2
SOCIAL NETWORKS,2,,Q1
SOCIAL NEUROSCIENCE,4,,Q3
SOCIAL PHILOSOPHY AND POLICY,4,,Q3
SOCIAL POLICY AND ADMINISTRATION,3,,Q1
SOCIAL POLICY AND SOCIETY,2,,Q1
SOCIAL POLITICS,3,,Q2
SOCIAL PROBLEMS,2,Yes,Q1
SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,2,,Q1
SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,2,Yes,Q1
SOCIAL PSYCHOLOGICAL BULLETIN,,,Q3
SOCIAL PSYCHOLOGY,4,,Q4
SOCIAL PSYCHOLOGY AND SOCIETY,4,,Q4
SOCIAL PSYCHOLOGY OF EDUCATION,2,,Q1
SOCIAL PSYCHOLOGY QUARTERLY,2,,Q1
SOCIAL RESEARCH,4,,Q3
SOCIAL RESPONSIBILITY JOURNAL,4,,Q2
SOCIAL SCIENCE AND MEDICINE,2,Yes,Q1
SOCIAL SCIENCE COMPUTER REVIEW,3,,Q1
SOCIAL SCIENCE HISTORY,4,,Q1
SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES,3,,Q2
SOCIAL SCIENCE JAPAN JOURNAL,3,,Q2
SOCIAL SCIENCE JOURNAL,4,,Q1
SOCIAL SCIENCE QUARTERLY,3,,Q2
SOCIAL SCIENCE RESEARCH,2,Yes,Q1
SOCIAL SCIENCES AND MISSIONS SCIENCES SOCIALES ET MISSIONS,4,,
SOCIAL SCIENCES BASEL,3,,Q2
SOCIAL SCIENCES IN CHINA,4,,Q3
SOCIAL SEMIOTICS,2,,Q2
SOCIAL SERVICE REVIEW,3,,Q1
SOCIAL STUDIES OF SCIENCE,2,,Q1
SOCIAL TEXT,3,,Q2
SOCIAL THEORY AND HEALTH,4,,Q3
SOCIAL WELFARE INTERDISCIPLINARY APPROACH,,,Q4
SOCIAL WORK,3,,Q1
SOCIAL WORK EDUCATION,4,,Q3
SOCIAL WORK IN HEALTH CARE,3,,Q1
SOCIAL WORK IN MENTAL HEALTH,4,,Q3
SOCIAL WORK IN PUBLIC HEALTH,4,,Q2
SOCIAL WORK MAATSKAPLIKE WERK,4,,Q4
SOCIAL WORK RESEARCH,4,,Q1
SOCIAL WORK WITH GROUPS,,,Q2
SOCIALINE TEORIJA EMPIRIJA POLITIKA IR PRAKTIKA,4,,Q4
SOCIALIST STUDIES,,,Q4
SOCIEDADES PRECAPITALISTAS,4,,Q3
SOCIETAMUTAMENTOPOLITICA RIVISTA ITALIANA DI SOCIOLOGIA,4,,Q4
SOCIETES,4,,
SOCIETIES,3,,Q2
SOCIETY,4,,Q2
SOCIETY AND ANIMALS,4,,Q3
SOCIETY AND BUSINESS REVIEW,4,,Q2
SOCIETY AND MENTAL HEALTH,1,Yes,Q1
SOCIETY AND NATURAL RESOURCES,3,,Q2
SOCIO ECONOMIC PLANNING SCIENCES,1,Yes,Q1
SOCIO ECONOMIC REVIEW,2,,Q1
SOCIOBIOLOGY,4,,Q4
SOCIOHISTORICA CUADERNOS DEL CISH,4,,Q3
SOCIOLINGUISTIC STUDIES,4,,Q3
SOCIOLOGIA,4,,Q4
SOCIOLOGIA NAUKI I TEHNOLOGIJ SOCIOLOGY OF SCIENCE AND TECHNOLOGY,4,,Q4
SOCIOLOGIA RURALIS,2,,Q1
SOCIOLOGIA Y TECNOCIENCIA,4,,Q4
SOCIOLOGICA INTERNATIONAL JOURNAL FOR SOCIOLOGICAL DEBATE,4,,Q3
SOCIOLOGICAL FORUM,2,,Q2
SOCIOLOGICAL INQUIRY,3,,Q2
SOCIOLOGICAL METHODOLOGY,3,,Q1
SOCIOLOGICAL METHODS AND RESEARCH,2,Yes,Q1
SOCIOLOGICAL PERSPECTIVES,3,,Q3
SOCIOLOGICAL QUARTERLY,4,,Q2
SOCIOLOGICAL RESEARCH ONLINE,4,,Q3
SOCIOLOGICAL REVIEW,2,,Q1
SOCIOLOGICAL SCIENCE,1,Yes,Q1
SOCIOLOGICAL SPECTRUM,3,,Q3
SOCIOLOGICAL THEORY,1,Yes,Q1
SOCIOLOGICESKOE OBOZRENIE,4,,Q4
SOCIOLOGICKY CASOPIS CZECH SOCIOLOGICAL REVIEW,4,,Q3
SOCIOLOGIE DU TRAVAIL,4,,Q4
SOCIOLOGIJA,4,,Q4
SOCIOLOGISK FORSKNING,4,,Q4
SOCIOLOGY COMPASS,2,,Q1
SOCIOLOGY JOURNAL OF BRITISH SOCIOLOGICAL ASSOCIATION,2,Yes,Q1
SOCIOLOGY LENS,4,,
SOCIOLOGY OF DEVELOPMENT,4,,Q3
SOCIOLOGY OF EDUCATION,1,Yes,Q1
SOCIOLOGY OF HEALTH AND ILLNESS,2,,Q1
SOCIOLOGY OF RACE AND ETHNICITY,2,,Q1
SOCIOLOGY OF RELIGION,1,Yes,Q2
SOCIOLOGY OF SPORT JOURNAL,3,,Q1
SOCIUS,3,,Q2
SODOBNA PEDAGOGIKA JOURNAL OF CONTEMPORARY EDUCATIONAL STUDIES,4,,Q4
SOFT COMPUTING,4,,Q3
SOFT MATERIALS,4,,Q4
SOFT MATTER,3,,Q2
SOFT ROBOTICS,2,,Q1
SOFT SCIENCE,,,Q1
SOFTWARE AND SYSTEMS MODELING,3,,Q2
SOFTWARE IMPACTS,4,,Q4
SOFTWARE PRACTICE AND EXPERIENCE,4,,Q2
SOFTWARE QUALITY JOURNAL,4,,Q2
SOFTWARE TESTING VERIFICATION AND RELIABILITY,4,,Q4
SOFTWAREX,4,,Q2
SOIL,2,,Q1
SOIL AND ENVIRONMENT,4,,Q4
SOIL AND SEDIMENT CONTAMINATION,4,,Q4
SOIL AND TILLAGE RESEARCH,1,Yes,Q1
SOIL AND WATER RESEARCH,4,,Q3
SOIL BIOLOGY AND BIOCHEMISTRY,1,Yes,Q1
SOIL DYNAMICS AND EARTHQUAKE ENGINEERING,2,Yes,Q1
SOIL ECOLOGY LETTERS,2,,Q1
SOIL MECHANICS AND FOUNDATION ENGINEERING,4,,Q4
SOIL RESEARCH,4,,Q4
SOIL SCIENCE AND PLANT NUTRITION,4,,Q2
SOIL SCIENCE ANNUAL,4,,Q4
SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,3,,Q3
SOIL SYSTEMS,3,,Q2
SOIL USE AND MANAGEMENT,3,,Q2
SOILS AND FOUNDATIONS,2,,Q2
SOILS AND ROCKS,4,,Q4
SOJOURN JOURNAL OF SOCIAL ISSUES IN SOUTHEAST ASIA,4,,Q2
SOLA,4,,Q4
SOLAR ENERGY,2,,Q2
SOLAR ENERGY MATERIALS AND SOLAR CELLS,2,,Q1
SOLAR PHYSICS,3,,Q2
SOLAR RRL,3,,Q2
SOLAR SYSTEM RESEARCH,4,,Q4
SOLAR TERRESTRIAL PHYSICS,4,,Q4
SOLDAGEM AND INSPECAO,4,,
SOLDERING AND SURFACE MOUNT TECHNOLOGY,4,,Q2
SOLETRAS,4,,
SOLID EARTH,2,,Q2
SOLID EARTH SCIENCES,3,,Q2
SOLID FUEL CHEMISTRY,4,,Q4
SOLID STATE COMMUNICATIONS,4,,Q3
SOLID STATE ELECTRONICS,4,,Q4
SOLID STATE IONICS,4,,Q2
SOLID STATE NUCLEAR MAGNETIC RESONANCE,3,,Q2
SOLID STATE SCIENCES,3,,Q1
SOLIDS,4,,Q3
SOLVENT EXTRACTION AND ION EXCHANGE,4,,Q3
SOLVENT EXTRACTION RESEARCH AND DEVELOPMENT JAPAN,4,,Q4
SOMATECHNICS,4,,Q3
SOMATOSENSORY AND MOTOR RESEARCH,4,,Q4
SOMNOLOGIE,4,,Q4
SONOGRAPHY,4,,Q4
SOPHIA,3,,
SOPHIA COLECCION DE FILOSOFIA DE LA EDUCACION,4,,Q3
SOPHIA EDUCACION,4,,Q4
SORT STATISTICS AND OPERATIONS RESEARCH TRANSACTIONS,4,,Q2
SOSYOEKONOMI,4,,Q4
SOTSIOLOGICHESKIE ISSLEDOVANIYA,4,,Q3
SOULS,4,,
SOUND AND VIBRATION,4,,Q4
SOUND STUDIES,2,,
SOUNDINGS,4,,
SOURCE NOTES IN HISTORY OF ART,3,,
SOUTH AFRICAN ACTUARIAL JOURNAL,4,,Q4
SOUTH AFRICAN ARCHAEOLOGICAL BULLETIN,2,,
SOUTH AFRICAN CRIME QUARTERLY SACQ,4,,Q4
SOUTH AFRICAN FAMILY PRACTICE,4,,Q2
SOUTH AFRICAN GEOGRAPHICAL JOURNAL,4,,Q2
SOUTH AFRICAN HISTORICAL JOURNAL,3,,Q1
SOUTH AFRICAN JOURNAL FOR RESEARCH IN SPORT PHYSICAL EDUCATION AND RECREATION,4,,Q4
SOUTH AFRICAN JOURNAL OF ACCOUNTING RESEARCH,4,,Q3
SOUTH AFRICAN JOURNAL OF AFRICAN LANGUAGES,3,,
SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE,4,,Q4
SOUTH AFRICAN JOURNAL OF ART HISTORY,4,,
SOUTH AFRICAN JOURNAL OF BIOETHICS AND LAW,4,,Q3
SOUTH AFRICAN JOURNAL OF BOTANY,3,,Q2
SOUTH AFRICAN JOURNAL OF BUSINESS MANAGEMENT,4,,Q4
SOUTH AFRICAN JOURNAL OF CHEMISTRY SUID AFRIKAANSE TYDSKRIF VIR CHEMIE,4,,Q4
SOUTH AFRICAN JOURNAL OF CHILD HEALTH,4,,Q4
SOUTH AFRICAN JOURNAL OF CHILDHOOD EDUCATION,4,,Q3
SOUTH AFRICAN JOURNAL OF CLINICAL NUTRITION,4,,Q4
SOUTH AFRICAN JOURNAL OF COMMUNICATION DISORDERS,4,,Q3
SOUTH AFRICAN JOURNAL OF CULTURAL HISTORY,4,,Q2
SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES,4,,Q3
SOUTH AFRICAN JOURNAL OF ECONOMICS,3,,Q3
SOUTH AFRICAN JOURNAL OF EDUCATION,4,,Q4
SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE,4,,Q4
SOUTH AFRICAN JOURNAL OF GEOLOGY,4,,Q2
SOUTH AFRICAN JOURNAL OF GEOMATICS,4,,Q4
SOUTH AFRICAN JOURNAL OF HIGHER EDUCATION,4,,Q3
SOUTH AFRICAN JOURNAL OF INDUSTRIAL ENGINEERING,4,,Q4
SOUTH AFRICAN JOURNAL OF INFORMATION MANAGEMENT,4,,Q3
SOUTH AFRICAN JOURNAL OF INTERNATIONAL AFFAIRS SAJIA,4,,Q3
SOUTH AFRICAN JOURNAL OF LIBRARIES AND INFORMATION SCIENCE,4,,Q3
SOUTH AFRICAN JOURNAL OF PHILOSOPHY,4,,
SOUTH AFRICAN JOURNAL OF PHYSIOTHERAPY,4,,Q3
SOUTH AFRICAN JOURNAL OF PLANT AND SOIL,4,,Q4
SOUTH AFRICAN JOURNAL OF PSYCHIATRY,4,,Q3
SOUTH AFRICAN JOURNAL OF PSYCHOLOGY,4,,Q3
SOUTH AFRICAN JOURNAL OF SCIENCE,4,,Q2
SOUTH AFRICAN JOURNAL OF SURGERY,4,,Q4
SOUTH AFRICAN JOURNAL ON HUMAN RIGHTS,4,,Q2
SOUTH AFRICAN MUSEUMS ASSOCIATION BULLETIN,4,,
SOUTH AFRICAN REVIEW OF SOCIOLOGY,4,,Q3
SOUTH AFRICAN STATISTICAL JOURNAL,4,,Q4
SOUTH AFRICAN THEATRE JOURNAL,3,,
SOUTH AMERICAN JOURNAL OF HERPETOLOGY,4,,Q4
SOUTH ASIA JOURNAL OF SOUTH ASIAN STUDIES,3,,Q2
SOUTH ASIA RESEARCH,3,,Q2
SOUTH ASIAN DIASPORA,4,,Q2
SOUTH ASIAN HISTORY AND CULTURE,3,,
SOUTH ASIAN JOURNAL OF BUSINESS STUDIES,4,,Q3
SOUTH ASIAN JOURNAL OF CANCER,4,,Q4
SOUTH ASIAN JOURNAL OF HUMAN RESOURCE MANAGEMENT,4,,Q3
SOUTH ASIAN JOURNAL OF MACROECONOMICS AND PUBLIC FINANCE,4,,Q4
SOUTH ASIAN POPULAR CULTURE,4,,Q3
SOUTH ASIAN REVIEW,4,,
SOUTH ASIAN STUDIES,4,,
SOUTH ATLANTIC QUARTERLY,3,,Q1
SOUTH CENTRAL REVIEW,4,,
SOUTH EAST ASIA RESEARCH,4,,
SOUTH EAST ASIAN JOURNAL OF MANAGEMENT,4,,Q4
SOUTH EAST EUROPEAN JOURNAL OF ECONOMICS AND BUSINESS,4,,Q3
SOUTH EUROPEAN SOCIETY AND POLITICS,1,Yes,Q1
SOUTH OF RUSSIA ECOLOGY DEVELOPMENT,4,,Q4
SOUTHEAST ASIAN BULLETIN OF MATHEMATICS,4,,
SOUTHEAST ASIAN JOURNAL OF TROPICAL MEDICINE AND PUBLIC HEALTH,4,,Q4
SOUTHEAST ASIAN STUDIES,4,,Q3
SOUTHEAST EUROPEAN AND BLACK SEA STUDIES,3,,Q1
SOUTHEASTERN EUROPE,4,,Q3
SOUTHEASTERN GEOGRAPHER,4,,Q3
SOUTHEASTERN NATURALIST,4,,Q4
SOUTHERN AFRICAN BUSINESS REVIEW,4,,Q3
SOUTHERN AFRICAN HUMANITIES,3,,
SOUTHERN AFRICAN JOURNAL OF ACCOUNTABILITY AND AUDITING RESEARCH SAJAAR,4,,Q4
SOUTHERN AFRICAN JOURNAL OF ANAESTHESIA AND ANALGESIA,4,,Q4
SOUTHERN AFRICAN JOURNAL OF CRITICAL CARE,4,,Q4
SOUTHERN AFRICAN JOURNAL OF GYNAECOLOGICAL ONCOLOGY,4,,Q4
SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE,4,,Q3
SOUTHERN AFRICAN JOURNAL OF INFECTIOUS DISEASES,4,,Q4
SOUTHERN AFRICAN LINGUISTICS AND APPLIED LANGUAGE STUDIES,3,,Q3
SOUTHERN CALIFORNIA LAW REVIEW,4,,Q2
SOUTHERN COMMUNICATION JOURNAL,4,,Q3
SOUTHERN CULTURES,4,,Q2
SOUTHERN ECONOMIC JOURNAL,3,,Q3
SOUTHERN FORESTS A JOURNAL OF FOREST SCIENCE,4,,Q3
SOUTHERN HUMANITIES REVIEW,4,,
SOUTHERN JOURNAL OF PHILOSOPHY,2,Yes,
SOUTHERN MEDICAL JOURNAL,4,,Q3
SOUTHWESTERN ENTOMOLOGIST,4,,Q4
SOUTHWESTERN HISTORICAL QUARTERLY,4,,Q3
SOUTHWESTERN NATURALIST,4,,Q4
SOVIET AND POST SOVIET REVIEW,4,,Q3
SOVREMENNYE TEHNOLOGII V MEDICINE,4,,Q4
SOZIALE WELT ZEITSCHRIFT FUR SOZIALWISSENSCHAFTLICHE FORSCHUNG UND PRAXIS,4,,Q3
SPACE,4,,
SPACE AND CULTURE,4,,Q2
SPACE AND POLITY,3,,Q3
SPACE POLICY,2,,Q1
SPACE SCIENCE AND TECHNOLOGY,1,Yes,Q1
SPACE SCIENCE AND TECHNOLOGY KOSMICNA NAUKA I TEHNOLOGIA,4,,Q4
SPACE SCIENCE REVIEWS,2,,Q1
SPACE WEATHER INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS,2,Yes,Q1
SPAL,4,,
SPANISH IN CONTEXT,4,,Q4
SPANISH JOURNAL OF AGRICULTURAL RESEARCH,4,,Q3
SPANISH JOURNAL OF FINANCE AND ACCOUNTING REVISTA ESPANOLA DE FINANCIACION Y CONTABILIDAD,4,,Q3
SPANISH JOURNAL OF MARKETING ESIC,,,Q1
SPANISH JOURNAL OF MEDICAL EDUCATION,,,Q3
SPANISH JOURNAL OF PSYCHIATRY AND MENTAL HEALTH,3,,Q2
SPANISH JOURNAL OF PSYCHOLOGY,4,,Q2
SPANISH JOURNAL OF SOIL SCIENCE,4,,Q3
SPATIAL AND SPATIO TEMPORAL EPIDEMIOLOGY,4,,Q3
SPATIAL COGNITION AND COMPUTATION,3,,Q3
SPATIAL DEMOGRAPHY,4,,Q3
SPATIAL ECONOMIC ANALYSIS,3,,Q2
SPATIAL INFORMATION RESEARCH,4,,Q3
SPATIAL STATISTICS,2,,Q1
SPE DRILLING AND COMPLETION,4,,Q3
SPE JOURNAL,3,,Q2
SPE PRODUCTION AND OPERATIONS,4,,Q3
SPE RESERVOIR EVALUATION AND ENGINEERING,4,,Q2
SPECIAL CARE IN DENTISTRY,4,,Q4
SPECIAL MATRICES,4,,Q2
SPECIAL TOPICS AND REVIEWS IN POROUS MEDIA AN INTERNATIONAL JOURNAL,4,,Q2
SPECTROCHIMICA ACTA PART A MOLECULAR AND BIOMOLECULAR SPECTROSCOPY,2,,Q1
SPECTROCHIMICA ACTA PART B ATOMIC SPECTROSCOPY,2,,Q1
SPECTROSCOPY,4,,Q3
SPECTROSCOPY AND SPECTRAL ANALYSIS,3,,Q4
SPECTROSCOPY LETTERS,4,,Q3
SPECTRUM,4,,Q3
SPECULA REVISTA DE HUMANIDADES Y ESPIRITUALIDAD,,,Q2
SPECULUM A JOURNAL OF MEDIEVAL STUDIES,1,Yes,
SPEECH COMMUNICATION,3,,Q1
SPEECH LANGUAGE AND HEARING,4,,Q4
SPEKTRUM DER AUGENHEILKUNDE,4,,Q4
SPIEGEL DER LETTEREN,4,,
SPIN,4,,Q4
SPINAL CORD,4,,Q1
SPINAL CORD SERIES AND CASES,4,,Q4
SPINE,2,,Q1
SPINE DEFORMITY,4,,Q2
SPINE JOURNAL,1,Yes,Q1
SPINE SURGERY AND RELATED RESEARCH,4,,Q2
SPIRITUALITY IN CLINICAL PRACTICE,4,,Q3
SPIRITUALITY STUDIES,3,,
SPIRITUS A JOURNAL OF CHRISTIAN SPIRITUALITY,4,,
SPISANIE NA B LGARSKOTO GEOLOGICHESKO DRUZHESTOV REVIEW OF BULGARIAN GEOLOGICAL SOCIETY,4,,Q4
SPIXIANA,4,,Q4
SPONTANEOUS GENERATIONS JOURNAL FOR HISTORY AND PHILOSOPHY OF SCIENCE,4,,
SPORT BUSINESS AND MANAGEMENT AN INTERNATIONAL JOURNAL,3,,Q3
SPORT EDUCATION AND SOCIETY,2,,Q1
SPORT ETHICS AND PHILOSOPHY,3,,Q2
SPORT EXERCISE AND PERFORMANCE PSYCHOLOGY,2,,Q2
SPORT HISTORY REVIEW,4,,Q1
SPORT IN HISTORY,4,,Q4
SPORT IN SOCIETY,4,,Q2
SPORT MANAGEMENT EDUCATION JOURNAL,4,,Q3
SPORT MANAGEMENT REVIEW,2,,Q1
SPORT MARKETING QUARTERLY,4,,Q3
SPORT PSYCHOLOGIST,4,,Q3
SPORT SCIENCES FOR HEALTH,4,,Q3
SPORT TK REVISTA EUROAMERICANA DE CIENCIAS DEL DEPORTE,4,,Q4
SPORTIS SCIENTIFIC TECHNICAL JOURNAL OF SCHOOL SPORT PHYSICAL EDUCATION AND PSYCHOMOTRICITY,4,,Q4
SPORTS,3,,Q1
SPORTS BIOMECHANICS,3,,Q2
SPORTS COACHING REVIEW,2,,Q2
SPORTS ENGINEERING,4,,Q3
SPORTS HEALTH A MULTIDISCIPLINARY APPROACH,3,,Q2
SPORTS MEDICINE,1,Yes,Q1
SPORTS MEDICINE AND ARTHROSCOPY REVIEW,4,,Q2
SPORTS MEDICINE AND HEALTH SCIENCE,3,,Q2
SPORTS MEDICINE OPEN,2,,Q1
SPORTVERLETZUNG SPORTSCHADEN,4,,Q4
SPRACHE AND SPRACHEN,4,,
SPRACHE STIMME GEHOR,4,,Q4
SPRACHWISSENSCHAFT,4,,
SPUR SCHOLARSHIP AND PRACTICE OF UNDERGRADUATE RESEARCH,4,,Q4
SRAVNITELNAYA POLITIKA COMPARATIVE POLITICS,4,,Q4
SRI LANKA JOURNAL OF SOCIAL SCIENCES,4,,Q3
SRI LANKAN JOURNAL OF ANAESTHESIOLOGY,4,,Q4
SRPSKI ARHIV ZA CELOKUPNO LEKARSTVO,4,,Q4
SSM MENTAL HEALTH,3,,Q2
SSM POPULATION HEALTH,2,,Q1
SSM QUALITATIVE RESEARCH IN HEALTH,3,,Q2
ST PETERSBURG MATHEMATICAL JOURNAL,4,,Q3
ST PETERSBURG POLYTECHNIC UNIVERSITY JOURNAL PHYSICS AND MATHEMATICS,4,,Q4
ST THERESA JOURNAL OF HUMANITIES AND SOCIAL SCIENCES,4,,Q4
STABILITY INTERNATIONAL JOURNAL OF SECURITY AND DEVELOPMENT,4,,Q3
STAHLBAU,4,,Q4
STAND,4,,
STANFORD LAW REVIEW,1,Yes,Q1
STANISLAVSKI STUDIES,3,,
STAPS SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,4,,Q4
STAR PROTOCOLS,4,,Q4
STARCH STARKE,4,,Q3
STAT,4,,Q3
STATA JOURNAL,3,,Q1
STATE CRIME,3,,Q2
STATE POLITICS AND POLICY QUARTERLY,3,,Q2
STATISTICA,4,,
STATISTICA NEERLANDICA,4,,Q3
STATISTICA SINICA,3,,Q2
STATISTICAL ANALYSIS AND DATA MINING,4,,
STATISTICAL ANALYSIS AND DATA MINING AN ASA DATA SCIENCE JOURNAL,,,Q1
STATISTICAL APPLICATIONS IN GENETICS AND MOLECULAR BIOLOGY,4,,Q4
STATISTICAL INFERENCE FOR STOCHASTIC PROCESSES,4,,Q3
STATISTICAL METHODS AND APPLICATIONS,4,,Q3
STATISTICAL METHODS IN MEDICAL RESEARCH,3,,Q1
STATISTICAL MODELLING,4,,Q3
STATISTICAL PAPERS,3,,Q3
STATISTICAL SCIENCE,1,Yes,Q1
STATISTICAL THEORY AND RELATED FIELDS,4,,Q2
STATISTICS,4,,Q3
STATISTICS AND APPLICATIONS,4,,Q4
STATISTICS AND COMPUTING,2,,Q2
STATISTICS AND ITS INTERFACE,4,,Q4
STATISTICS AND PROBABILITY LETTERS,4,,Q4
STATISTICS AND PUBLIC POLICY,4,,Q2
STATISTICS AND RISK MODELING,4,,Q3
STATISTICS IN BIOPHARMACEUTICAL RESEARCH,4,,Q2
STATISTICS IN BIOSCIENCES,4,,Q4
STATISTICS IN MEDICINE,3,,Q1
STATISTICS SURVEYS,2,,Q1
STATISTIKA STATISTICS AND ECONOMY JOURNAL,4,,Q4
STATS,4,,Q3
STATUTE LAW REVIEW,4,,Q3
STEEL AND COMPOSITE STRUCTURES,3,,Q1
STEEL CONSTRUCTION DESIGN AND RESEARCH,4,,Q3
STEEL RESEARCH INTERNATIONAL,3,,Q2
STEINBECK REVIEW,4,,
STELLENBOSCH PAPERS IN LINGUISTICS PLUS SPIL PLUS,3,,Q4
STELLENBOSCH THEOLOGICAL JOURNAL,4,,
STEM CELL REPORTS,1,Yes,Q1
STEM CELL RESEARCH,4,,Q4
STEM CELL RESEARCH AND THERAPY,2,Yes,Q1
STEM CELL REVIEWS AND REPORTS,3,,Q2
STEM CELLS,3,,Q2
STEM CELLS AND CLONING ADVANCES AND APPLICATIONS,4,,Q3
STEM CELLS AND DEVELOPMENT,4,,Q2
STEM CELLS INTERNATIONAL,4,,Q3
STEM CELLS TRANSLATIONAL MEDICINE,2,,Q2
STEREOTACTIC AND FUNCTIONAL NEUROSURGERY,4,,Q1
STEROIDS,4,,Q3
STIGMA AND HEALTH,3,,Q2
STILISTICA E METRICA ITALIANA,3,,
STOA,4,,
STOCHASTIC ANALYSIS AND APPLICATIONS,4,,Q3
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,3,,Q1
