Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
TRANSLATION REVIEW,3,,
TRANSLATION SPACES,3,,
TRANSLATION STUDIES,2,,Q2
TRANSLATIONAL AND CLINICAL PHARMACOLOGY,4,,Q4
TRANSLATIONAL ANDROLOGY AND UROLOGY,4,,Q3
TRANSLATIONAL ANIMAL SCIENCE,4,,Q2
TRANSLATIONAL BEHAVIORAL MEDICINE,3,,Q2
TRANSLATIONAL BREAST CANCER RESEARCH,,,Q4
TRANSLATIONAL CANCER RESEARCH,4,,Q4
TRANSLATIONAL GASTROENTEROLOGY AND HEPATOLOGY,4,,Q2
TRANSLATIONAL ISSUES IN PSYCHOLOGICAL SCIENCE,3,,Q2
TRANSLATIONAL JOURNAL OF AMERICAN COLLEGE OF SPORTS MEDICINE,4,,Q2
TRANSLATIONAL LUNG CANCER RESEARCH,3,,Q1
TRANSLATIONAL MEDICINE AT UNISA,4,,Q3
TRANSLATIONAL NEURODEGENERATION,1,Yes,Q1
TRANSLATIONAL NEUROSCIENCE,4,,Q3
TRANSLATIONAL ONCOLOGY,3,,Q2
TRANSLATIONAL PEDIATRICS,4,,Q2
TRANSLATIONAL PSYCHIATRY,2,Yes,Q1
TRANSLATIONAL RESEARCH,2,,Q1
TRANSLATIONAL SPORTS MEDICINE,4,,Q2
TRANSLATIONAL STROKE RESEARCH,2,,Q1
TRANSLATIONAL VISION SCIENCE AND TECHNOLOGY,2,,Q2
TRANSLATOR,2,,Q3
TRANSNATIONAL CORPORATIONS REVIEW,3,,Q2
TRANSNATIONAL ENVIRONMENTAL LAW,2,,Q1
TRANSNATIONAL SCREENS,1,Yes,
TRANSNAV INTERNATIONAL JOURNAL ON MARINE NAVIGATION AND SAFETY OF SEA TRANSPORTATION,4,,Q4
TRANSPLANT IMMUNOLOGY,4,,Q3
TRANSPLANT INFECTIOUS DISEASE,4,,Q2
TRANSPLANT INTERNATIONAL,3,,Q1
TRANSPLANT RESEARCH AND RISK MANAGEMENT,4,,Q4
TRANSPLANTATION,2,,Q1
TRANSPLANTATION AND CELLULAR THERAPY,3,,Q1
TRANSPLANTATION DIRECT,4,,Q3
TRANSPLANTATION PROCEEDINGS,4,,Q3
TRANSPLANTATION REVIEWS,2,,Q2
TRANSPORT,4,,Q4
TRANSPORT AND TELECOMMUNICATION JOURNAL,4,,Q4
TRANSPORT IN POROUS MEDIA,3,,Q3
TRANSPORT POLICY,1,Yes,Q1
TRANSPORT PROBLEMS,4,,Q4
TRANSPORT REVIEWS,1,Yes,Q1
TRANSPORTATION,3,,Q2
TRANSPORTATION GEOTECHNICS,2,,Q1
TRANSPORTATION IN DEVELOPING ECONOMIES,4,,Q3
TRANSPORTATION INFRASTRUCTURE GEOTECHNOLOGY,3,,Q2
TRANSPORTATION JOURNAL,4,,Q4
TRANSPORTATION LETTERS INTERNATIONAL JOURNAL OF TRANSPORTATION RESEARCH,3,,Q2
TRANSPORTATION PLANNING AND TECHNOLOGY,4,,Q3
TRANSPORTATION RESEARCH INTERDISCIPLINARY PERSPECTIVES,3,,Q2
TRANSPORTATION RESEARCH PART A POLICY AND PRACTICE,1,Yes,Q1
TRANSPORTATION RESEARCH PART B METHODOLOGICAL,1,Yes,Q1
TRANSPORTATION RESEARCH PART C EMERGING TECHNOLOGIES,1,Yes,Q1
TRANSPORTATION RESEARCH PART D TRANSPORT AND ENVIRONMENT,1,Yes,Q1
TRANSPORTATION RESEARCH PART E LOGISTICS AND TRANSPORTATION REVIEW,1,Yes,Q1
TRANSPORTATION RESEARCH PART F TRAFFIC PSYCHOLOGY AND BEHAVIOUR,2,,Q1
TRANSPORTATION RESEARCH RECORD,4,,Q3
TRANSPORTATION SAFETY AND ENVIRONMENT,3,,Q2
TRANSPORTATION SCIENCE,2,,Q1
TRANSPORTMETRICA A TRANSPORT SCIENCE,3,,Q2
TRANSPORTMETRICA B TRANSPORT DYNAMICS,2,,Q2
TRANSYLVANIAN REVIEW,4,,Q3
TRANSYLVANIAN REVIEW OF ADMINISTRATIVE SCIENCES,4,,Q4
TRASHUMANTE REVISTA AMERICANA DE HISTORIA SOCIAL,4,,
TRAUMA ENGLAND,4,,Q4
TRAUMA MONTHLY,4,,Q4
TRAUMA SURGERY AND ACUTE CARE OPEN,3,,Q2
TRAUMA VIOLENCE AND ABUSE,1,Yes,Q1
TRAUMATOLOGY,4,,Q3
TRAVAIL GENRE ET SOCIETES,4,,Q3
TRAVAIL HUMAIN,4,,Q4
TRAVEL BEHAVIOUR AND SOCIETY,1,Yes,Q1
TRAVEL MEDICINE AND INFECTIOUS DISEASE,3,,Q1
TRAVMATOLOGIYA I ORTOPEDIYA ROSSII,4,,Q4
TREBALLS DE SOCIOLINGUISTICA CATALANA,4,,Q4
TREE GENETICS AND GENOMES,3,,Q2
TREE PHYSIOLOGY,2,Yes,Q1
TREE RING RESEARCH,4,,Q3
TREES FORESTS AND PEOPLE,2,,Q1
TREES STRUCTURE AND FUNCTION,3,,Q2
TREMOR AND OTHER HYPERKINETIC MOVEMENTS,4,,Q3
TRENDS AND ISSUES IN CRIME AND CRIMINAL JUSTICE,4,,Q1
TRENDS IN ANAESTHESIA AND CRITICAL CARE,4,,Q3
TRENDS IN BIOCHEMICAL SCIENCES,1,Yes,Q1
TRENDS IN BIOTECHNOLOGY,1,Yes,Q1
TRENDS IN CANCER,1,Yes,Q1
TRENDS IN CARDIOVASCULAR MEDICINE,2,,Q1
TRENDS IN CELL BIOLOGY,1,Yes,Q1
TRENDS IN CHEMISTRY,1,Yes,Q1
TRENDS IN CLASSICS,4,,
TRENDS IN COGNITIVE SCIENCES,1,Yes,Q1
TRENDS IN ECOLOGY AND EVOLUTION,1,Yes,Q1
TRENDS IN ENDOCRINOLOGY AND METABOLISM,1,Yes,Q1
TRENDS IN ENVIRONMENTAL ANALYTICAL CHEMISTRY,2,,Q1
TRENDS IN FOOD SCIENCE AND TECHNOLOGY,1,Yes,Q1
TRENDS IN GENETICS,1,Yes,Q1
TRENDS IN GLYCOSCIENCE AND GLYCOTECHNOLOGY,4,,
TRENDS IN HEARING,2,,Q1
TRENDS IN IMMUNOLOGY,2,,Q1
TRENDS IN MICROBIOLOGY,1,Yes,Q1
TRENDS IN MOLECULAR MEDICINE,1,Yes,Q1
TRENDS IN NEUROSCIENCE AND EDUCATION,2,,Q2
TRENDS IN NEUROSCIENCES,1,Yes,Q1
TRENDS IN ORGANIZED CRIME,3,,Q1
TRENDS IN PARASITOLOGY,2,,Q1
TRENDS IN PEDIATRICS,,,Q4
TRENDS IN PHARMACOLOGICAL SCIENCES,1,Yes,Q1
TRENDS IN PLANT SCIENCE,1,Yes,Q1
TRENDS IN PSYCHIATRY AND PSYCHOTHERAPY,4,,Q3
TRENDS IN UROLOGY AND MENS HEALTH,4,,Q4
TRIA TERRITORIO DELLA RICERCA SU INSEDIAMENTI E AMBIENTE,4,,Q4
TRIALS,4,,Q3
TRIBOLOGY INTERNATIONAL,1,Yes,Q1
TRIBOLOGY LETTERS,3,,Q2
TRIBOLOGY MATERIALS SURFACES AND INTERFACES,4,,Q3
TRIBOLOGY ONLINE,4,,Q4
TRIBOLOGY TRANSACTIONS,4,,Q2
TRIMESTRE ECONOMICO,4,,Q4
TRIPLE HELIX,4,,Q2
TRIPLEC COMMUNICATION CAPITALISM AND CRITIQUE,3,,Q3
TRIPODOS,4,,Q4
TROPICAL AGRICULTURE,4,,Q4
TROPICAL ANIMAL HEALTH AND PRODUCTION,3,,Q2
TROPICAL ANIMAL SCIENCE JOURNAL,4,,Q3
TROPICAL BIOMEDICINE,4,,Q4
TROPICAL CONSERVATION SCIENCE,4,,Q3
TROPICAL CYCLONE RESEARCH AND REVIEW,4,,Q2
TROPICAL DISEASES TRAVEL MEDICINE AND VACCINES,4,,Q2
TROPICAL DOCTOR,4,,Q4
TROPICAL ECOLOGY,4,,Q3
TROPICAL GRASSLANDS FORRAJES TROPICALES,4,,Q3
TROPICAL LIFE SCIENCES RESEARCH,4,,Q3
TROPICAL MEDICINE AND HEALTH,3,,Q1
TROPICAL MEDICINE AND INFECTIOUS DISEASE,3,,Q1
TROPICAL MEDICINE AND INTERNATIONAL HEALTH,4,,Q2
TROPICAL PLANT BIOLOGY,4,,Q3
TROPICAL PLANT PATHOLOGY,4,,Q3
TROPICAL ZOOLOGY,4,,Q4
TROPICS,4,,Q4
TRUDY INSTITUTA MATEMATIKI I MEKHANIKI URO RAN,4,,Q4
TRUMPETER JOURNAL OF ECOSOPHY,4,,Q4
TRUSTS AND TRUSTEES,4,,Q3
TSINGHUA CHINA LAW REVIEW,4,,Q4
TSINGHUA SCIENCE AND TECHNOLOGY,2,,Q2
TSQ TRANSGENDER STUDIES QUARTERLY,3,,Q1
TSUKUBA JOURNAL OF MATHEMATICS,4,,Q4
TUBERCULOSIS,4,,Q2
TUBERCULOSIS AND RESPIRATORY DISEASES,4,,Q2
TUBERKULOZ VE TORAKS TUBERCULOSIS AND THORAX,4,,Q4
TUEXENIA,4,,Q4
TULSA STUDIES IN WOMENS LITERATURE,2,,
TUMORI JOURNAL,4,,Q2
TUMOUR VIRUS RESEARCH,2,,Q1
TUNA AJALOOKULTUURI AJAKIRI,4,,Q3
TUNGSTEN,2,,Q1
TUNING JOURNAL FOR HIGHER EDUCATION,4,,Q4
TUNISIAN JOURNAL OF MATHEMATICS,4,,Q1
TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY,1,Yes,Q1
TURCZANINOWIA,4,,Q4
TURK DERMATOLOJI DERGISI TURKISH JOURNAL OF DERMATOLOGY,4,,Q4
TURK DILI VE EDEBIYATI DERGISI JOURNAL OF TURKISH LANGUAGE AND LITERATURE,4,,
TURK GOGUS KALP DAMAR CERRAHISI DERGISI TURKISH JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,4,,Q4
TURK KARDIYOLOJI DERNEGI ARSIVI ARCHIVES OF TURKISH SOCIETY OF CARDIOLOGY,4,,Q4
TURK OFTALMOLOJI DERGISI TURKISH JOURNAL OF OPHTHALMOLOGY,4,,Q4
TURK ONKOLOJI DERGISI TURKISH JOURNAL OF ONCOLOGY,4,,Q4
TURK OSTEOPOROZ DERGISI TURKISH JOURNAL OF OSTEOPOROSIS,4,,Q4
TURK PSIKIYATRI DERGISI,4,,Q3
TURK PSIKOLOJI DERGISI,4,,Q4
TURKDERM TURKISH ARCHIVES OF DERMATOLOGY AND VENEROLOGY,4,,Q4
TURKIC LANGUAGES,4,,
TURKISH ARCHIVES OF OTORHINOLARYNGOLOGY,4,,Q4
TURKISH ARCHIVES OF PEDIATRICS,4,,Q2
TURKISH HISTORICAL REVIEW,4,,Q2
TURKISH JOURNAL OF AGRICULTURE AND FORESTRY,3,,Q1
TURKISH JOURNAL OF ANAESTHESIOLOGY AND REANIMATION,4,,Q3
TURKISH JOURNAL OF BIOCHEMISTRY TURK BIYOKIMYA DERGISI,4,,Q4
TURKISH JOURNAL OF BIOLOGY,4,,Q3
TURKISH JOURNAL OF BOTANY,4,,Q3
TURKISH JOURNAL OF BUSINESS ETHICS,4,,Q4
TURKISH JOURNAL OF CHEMISTRY,4,,Q3
TURKISH JOURNAL OF CIVIL ENGINEERING,4,,Q4
TURKISH JOURNAL OF EARTH SCIENCES,4,,Q4
TURKISH JOURNAL OF EDUCATION,4,,Q3
TURKISH JOURNAL OF ELECTRICAL ENGINEERING AND COMPUTER SCIENCES,4,,Q3
TURKISH JOURNAL OF EMERGENCY MEDICINE,4,,Q1
TURKISH JOURNAL OF ENDOCRINOLOGY AND METABOLISM,,,Q4
TURKISH JOURNAL OF FIELD CROPS,4,,Q3
TURKISH JOURNAL OF FISHERIES AND AQUATIC SCIENCES,4,,Q2
TURKISH JOURNAL OF GASTROENTEROLOGY,4,,Q3
TURKISH JOURNAL OF GERIATRICS TURK GERIATRI DERGISI,4,,Q4
TURKISH JOURNAL OF HEMATOLOGY,4,,Q3
TURKISH JOURNAL OF HISTORY TARIH DERGISI,4,,Q4
TURKISH JOURNAL OF IMMUNOLOGY,4,,Q4
TURKISH JOURNAL OF INTENSIVE CARE TURK YOGUN BAKIM DERGISI,4,,Q4
TURKISH JOURNAL OF ISLAMIC ECONOMICS TUJISE,4,,Q4
TURKISH JOURNAL OF MATHEMATICS,4,,Q2
TURKISH JOURNAL OF MEDICAL SCIENCES,4,,Q3
TURKISH JOURNAL OF NEPHROLOGY,4,,Q4
TURKISH JOURNAL OF NEUROLOGY,4,,Q4
TURKISH JOURNAL OF OBSTETRICS AND GYNECOLOGY,4,,Q3
TURKISH JOURNAL OF ORTHODONTICS,4,,Q3
TURKISH JOURNAL OF PATHOLOGY,4,,Q2
TURKISH JOURNAL OF PEDIATRICS,4,,Q3
TURKISH JOURNAL OF PHARMACEUTICAL SCIENCES,4,,Q3
TURKISH JOURNAL OF PHYSICAL MEDICINE AND REHABILITATION,4,,Q3
TURKISH JOURNAL OF PHYSICS,4,,Q3
TURKISH JOURNAL OF PHYSIOTHERAPY REHABILITATION TURK FIZYOTERAPI VE REHABILITASYON DERGISI,4,,Q4
TURKISH JOURNAL OF PLASTIC SURGERY,4,,Q4
TURKISH JOURNAL OF SURGERY,4,,Q4
TURKISH JOURNAL OF UROLOGY,,,Q3
TURKISH JOURNAL OF VETERINARY AND ANIMAL SCIENCES,4,,Q3
TURKISH JOURNAL OF ZOOLOGY,4,,Q2
TURKISH LIBRARIANSHIP,4,,Q4
TURKISH NEUROSURGERY,4,,Q3
TURKISH ONLINE JOURNAL OF DISTANCE EDUCATION,4,,Q3
TURKISH POLICY QUARTERLY,4,,Q4
TURKISH STUDIES,3,,Q1
TURKISH THORACIC JOURNAL,,,Q4
TURKIYE ENTOMOLOJI DERGISI TURKISH JOURNAL OF ENTOMOLOGY,4,,Q3
TURKIYE ILETISIM ARASTIRMALARI DERGISI TURKISH REVIEW OF COMMUNICATION STUDIES,4,,Q4
TURKIYE JEOLOJI BULTENI GEOLOGICAL BULLETIN OF TURKEY,4,,Q4
TUSCULUM CASOPIS ZA SOLINSKE TEME,4,,
TWENTIETH CENTURY BRITISH HISTORY,1,Yes,Q1
TWENTIETH CENTURY CHINA,3,,Q2
TWENTIETH CENTURY LITERATURE,3,,
TWENTIETH CENTURY MUSIC,1,Yes,
TWIN RESEARCH AND HUMAN GENETICS,4,,Q4
TWMS JOURNAL OF APPLIED AND ENGINEERING MATHEMATICS,4,,Q4
TWMS JOURNAL OF PURE AND APPLIED MATHEMATICS,2,,Q1
TYDSKRIF VIR DIE SUID AFRIKAANSE REG,4,,Q4
TYDSKRIF VIR GEESTESWETENSKAPPE,4,,Q3
TYDSKRIF VIR LETTERKUNDE,3,,
TYNDALE BULLETIN,2,,
TZINTZUN REVISTA DE ESTUDIOS HISTORICOS,4,,Q3
TZU CHI MEDICAL JOURNAL,4,,Q2
